,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,5510.448471741305,"['P_6', 'P_10', 'P_1', 'P_9', 'P_4', 'P_7']",0,0.4977,0.9977
1,Bin 2,5497.678139946757,"['P_3', 'P_10', 'P_5', 'P_9', 'P_2', 'R_36', 'P_1', 'P_4', 'P_6']",1,0.5,1.0
2,Bin 3,5497.678139946757,"['P_3', 'P_4', 'P_1', 'P_5', 'P_7', 'P_6', 'P_9']",0,0.5,1.0
3,Bin 4,5497.678139946757,"['P_9', 'P_10', 'P_3', 'P_1', 'P_6', 'P_5', 'P_2']",0,0.5,1.0
4,Bin 5,5497.678139946757,"['P_3', 'P_10', 'P_5', 'P_6', 'P_4', 'P_1', 'P_2']",0,0.5,1.0
5,Bin 6,5497.678139946757,"['P_3', 'P_4', 'P_7', 'P_9', 'P_1', 'P_6', 'P_5', 'P_2']",0,0.5,1.0
6,Bin 7,5497.678139946757,"['P_5', 'P_6', 'P_4', 'P_10', 'P_7', 'P_9', 'P_2']",0,0.5,1.0
7,Bin 8,5497.678139946757,"['P_4', 'P_10', 'P_7', 'P_5', 'P_1', 'P_6', 'P_9']",0,0.5,1.0
8,Bin 9,5497.678139946757,"['P_5', 'P_6', 'P_10', 'P_7', 'P_4', 'P_1', 'P_3', 'P_9']",0,0.5,1.0
9,Bin 10,5497.678139946757,"['P_6', 'P_10', 'P_7', 'P_4', 'P_1', 'P_5', 'P_2']",0,0.5,1.0
10,Bin 11,5497.678139946757,"['P_5', 'P_2', 'P_9', 'P_3', 'P_4', 'P_1', 'P_7']",0,0.5,1.0
11,Bin 12,5497.678139946757,"['P_3', 'P_10', 'P_6', 'P_4', 'P_2', 'R_7', 'P_1', 'P_5', 'P_9']",1,0.5,1.0
12,Bin 13,5497.678139946757,"['R_61', 'P_1', 'P_6', 'P_5', 'P_2', 'P_3', 'P_4', 'P_9', 'P_10']",1,0.5,1.0
13,Bin 14,5497.678139946757,"['P_4', 'P_7', 'P_1', 'P_6', 'P_9', 'P_5', 'P_2']",0,0.5,1.0
14,Bin 15,5497.678139946757,"['P_2', 'P_10', 'P_8', 'P_1', 'P_4', 'P_6', 'P_9']",0,0.5,1.0
15,Bin 16,5497.678139946757,"['P_10', 'P_1', 'P_4', 'P_9', 'P_5', 'P_3', 'P_2']",0,0.5,1.0
16,Bin 17,5497.678139946757,"['P_5', 'P_6', 'P_10', 'R_31', 'P_7', 'P_1', 'P_3', 'P_9', 'P_2']",1,0.5,1.0
17,Bin 18,5497.678139946757,"['R_66', 'P_4', 'P_3', 'P_9', 'P_6', 'P_1', 'P_5', 'P_2', 'P_8']",1,0.5,1.0
18,Bin 19,5497.678139946757,"['P_5', 'R_62', 'P_10', 'P_7', 'P_3', 'P_9', 'P_1', 'P_6', 'P_2']",1,0.5,1.0
19,Bin 20,5497.678139946757,"['P_6', 'P_5', 'P_8', 'P_3', 'P_4', 'P_2', 'P_10', 'P_7']",0,0.5,1.0
20,Bin 21,5497.678139946757,"['P_3', 'P_9', 'P_6', 'P_1', 'P_4', 'P_10', 'P_7']",0,0.5,1.0
21,Bin 22,5497.678139946757,"['P_5', 'P_6', 'P_4', 'P_10', 'P_7', 'R_58', 'P_2', 'P_1', 'P_9']",1,0.5,1.0
22,Bin 23,5497.678139946757,"['P_1', 'P_5', 'P_2', 'P_10', 'P_7', 'P_9', 'P_6']",0,0.5,1.0
23,Bin 24,5497.678139946757,"['P_6', 'P_5', 'P_4', 'P_10', 'P_7', 'P_3', 'R_66', 'P_9', 'P_1']",1,0.5,1.0
24,Bin 25,5497.678139946757,"['P_4', 'P_7', 'P_6', 'P_9', 'P_2', 'P_3', 'P_1']",0,0.5,1.0
25,Bin 26,5497.678139946757,"['P_3', 'P_9', 'P_6', 'P_1', 'P_7', 'P_2', 'P_10']",0,0.5,1.0
26,Bin 27,5497.678139946757,"['R_77', 'P_5', 'R_54', 'P_10', 'P_7', 'R_88', 'P_3', 'P_9', 'P_2', 'P_8', 'P_4', 'P_6', 'P_1']",3,0.5,1.0
27,Bin 28,5497.678139946757,"['P_4', 'P_7', 'P_6', 'P_5', 'P_2', 'P_8', 'P_3']",0,0.5,1.0
28,Bin 29,5497.678139946757,"['P_3', 'P_10', 'P_6', 'P_5', 'P_1', 'R_54', 'P_2', 'R_53', 'P_4', 'P_7', 'P_9']",2,0.5,1.0
29,Bin 30,5497.678139946757,"['P_3', 'P_5', 'P_7', 'P_6', 'P_9', 'P_1', 'P_2']",0,0.5,1.0
30,Bin 31,5497.678139946757,"['P_3', 'P_4', 'P_5', 'P_6', 'P_9', 'P_10', 'P_2']",0,0.5,1.0
31,Bin 32,5497.678139946757,"['P_4', 'P_7', 'P_5', 'P_8', 'P_3', 'P_2', 'P_9', 'R_36', 'P_6']",1,0.5,1.0
32,Bin 33,5497.678139946757,"['P_5', 'P_8', 'P_6', 'R_25', 'P_4', 'P_9', 'P_7', 'P_2', 'P_1']",1,0.5,1.0
33,Bin 34,5497.678139946757,"['P_10', 'P_8', 'P_1', 'P_4', 'P_5', 'P_6', 'P_2']",0,0.5,1.0
34,Bin 35,5497.678139946757,"['P_7', 'P_2', 'P_3', 'P_6', 'P_10', 'P_4', 'P_1']",0,0.5,1.0
35,Bin 36,5497.678139946757,"['R_77', 'P_3', 'P_2', 'P_8', 'P_4', 'P_6', 'P_1', 'P_5', 'P_10']",1,0.5,1.0
36,Bin 37,5497.678139946757,"['P_4', 'P_8', 'P_3', 'P_1', 'P_5', 'P_2', 'P_10']",0,0.5,1.0
37,Bin 38,5497.678139946757,"['P_5', 'P_6', 'P_10', 'P_7', 'P_9', 'P_2', 'P_4', 'P_1']",0,0.5,1.0
38,Bin 39,5497.678139946757,"['R_10', 'P_3', 'P_4', 'P_7', 'P_1', 'P_6', 'P_2', 'P_9', 'P_5']",1,0.5,1.0
39,Bin 40,5497.678139946757,"['P_5', 'P_6', 'P_10', 'P_2', 'P_4', 'P_9', 'P_1']",0,0.5,1.0
40,Bin 47,4942.492965771886,"['P_7', 'P_5', 'P_9', 'R_31', 'P_10', 'P_1', 'P_2']",1,0.4668,0.9668
41,Bin 48,4097.626452136118,"['P_6', 'P_9', 'P_3']",0,0.4149,0.9149
42,Bin 49,2956.508321626021,"['P_5', 'P_7']",0,0.3259,0.8259
43,Bin 46,2642.8766179248123,"['P_4', 'P_2', 'R_83', 'P_6']",1,0.2795,0.7795
44,Bin 45,2409.568446983355,"['P_7', 'P_6', 'R_50', 'P_9']",1,0.2725,0.7725
45,Bin 41,2387.7133312322294,"['R_59', 'P_7', 'P_1', 'P_9', 'R_17', 'P_5', 'R_15', 'P_2', 'P_3', 'R_66']",3,0.3702,0.8284
46,Bin 50,2005.1865104543017,"['R_77', 'R_29', 'P_3', 'P_6', 'P_1', 'P_10']",2,0.2446,0.7446
47,Bin 43,1933.2629148888204,"['R_21', 'P_3', 'P_10', 'R_15', 'P_9', 'P_5']",2,0.2399,0.7399
