,Bin #,Score,Bins,Threshold,High Risk Ratio
38,Bin 39,5497.678139946757,"['P_3', 'P_10', 'P_2', 'P_7', 'P_5', 'P_4', 'P_1']",0,0.5
39,Bin 40,5497.678139946757,"['P_5', 'P_9', 'P_4', 'R_41', 'P_1', 'P_7', 'P_10', 'P_2', 'P_3']",1,0.5
40,Bin 45,5349.8237763054385,"['P_9', 'P_4', 'P_6', 'P_8', 'P_5']",0,0.4898
41,Bin 48,2464.8333678520985,"['P_4', 'P_1', 'P_2', 'P_3']",1,0.2796
42,Bin 41,956.8659862254949,"['R_52', 'P_3', 'P_1', 'P_2', 'P_7', 'P_9']",0,0.7093
43,Bin 42,0.0,"['P_6', 'R_15', 'P_3', 'P_2']",2,0.0786
44,Bin 43,0.0,"['R_21', 'P_4', 'P_2']",1,0.1882
45,Bin 44,0.0,"['R_14', 'P_4', 'P_9']",1,0.1937
46,Bin 46,0.0,"['P_5', 'P_1', 'P_9']",1,0.1643
47,Bin 47,0.0,"['P_2', 'P_5', 'R_30', 'P_8', 'P_6', 'R_43']",0,0.8342
48,Bin 49,0.0,"['P_10', 'P_1']",3,0.0
49,Bin 50,0.0,"['P_6', 'P_2', 'R_29', 'P_3', 'P_8']",3,0.0258
