,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,794.1960278165564,"['P_1', 'P_5', 'P_4', 'P_7']",0,0.6985,0.7325
1,Bin 2,793.1073306374161,"['P_1', 'P_10', 'P_4', 'P_5']",0,0.6958,0.7346
2,Bin 3,785.7771176466722,"['P_5', 'P_4', 'P_1']",0,0.6103,0.7337
3,Bin 4,775.6699883627647,"['P_1', 'P_3', 'P_4', 'P_5']",0,0.6978,0.7342
4,Bin 5,774.8320400423872,"['P_6', 'P_1', 'P_5', 'P_4']",0,0.7014,0.7336
5,Bin 6,773.2460658069721,"['P_10', 'P_1', 'P_4', 'P_7']",0,0.6989,0.7343
6,Bin 7,764.2474462924836,"['P_3', 'P_5', 'P_2', 'P_4']",0,0.699,0.7314
7,Bin 8,763.5908711461027,"['P_5', 'P_7', 'P_10', 'P_4']",0,0.6974,0.731
8,Bin 9,762.3801927907061,"['P_7', 'P_1', 'P_4', 'P_5', 'P_10']",0,0.7563,0.7217
9,Bin 10,761.3345186265277,"['P_5', 'P_4', 'P_1', 'P_2']",0,0.7016,0.7324
10,Bin 11,754.127806939911,"['P_6', 'P_4', 'P_10', 'P_5']",0,0.6991,0.7283
11,Bin 12,752.7602097487754,"['P_1', 'P_10', 'P_2', 'P_7']",0,0.6967,0.7347
12,Bin 13,752.3304101701099,"['P_4', 'P_6', 'P_5']",0,0.6091,0.7277
13,Bin 14,751.104594836562,"['P_1', 'P_5', 'P_7', 'P_10']",0,0.6952,0.7308
14,Bin 15,747.1954012872919,"['P_4', 'P_10', 'P_5', 'P_2']",0,0.6973,0.7295
15,Bin 16,747.1135599952805,"['P_7', 'P_1', 'P_2', 'P_4']",0,0.6997,0.7299
16,Bin 17,744.654335051166,"['P_1', 'P_7', 'P_4']",0,0.6095,0.7283
17,Bin 18,743.480971391315,"['P_6', 'P_5', 'P_4', 'P_7']",0,0.7009,0.7291
18,Bin 19,742.8893759105623,"['P_3', 'P_10', 'P_2', 'P_1']",0,0.6952,0.7366
19,Bin 20,741.8149069890409,"['P_5', 'P_4', 'P_2']",0,0.61,0.7266
20,Bin 21,739.7592339824979,"['P_5', 'P_7', 'P_2', 'P_4']",0,0.7001,0.7299
21,Bin 22,737.7542971281155,"['P_3', 'P_5', 'P_2', 'P_10']",0,0.6948,0.7316
22,Bin 23,736.1187473834574,"['P_3', 'P_5', 'P_1', 'P_2']",0,0.6935,0.7337
23,Bin 24,734.7555819777011,"['P_4', 'P_3', 'P_5', 'P_7']",0,0.6976,0.7298
24,Bin 25,734.6967826078271,"['P_7', 'P_3', 'P_5', 'P_2']",0,0.6966,0.7318
25,Bin 26,733.3960142333794,"['P_1', 'P_2', 'P_4', 'P_3']",0,0.6988,0.7304
26,Bin 27,731.9701679236028,"['P_1', 'P_10', 'P_7']",0,0.6076,0.7322
27,Bin 28,731.2586465586108,"['P_1', 'P_5', 'P_7', 'P_3']",0,0.6919,0.7281
28,Bin 29,731.1665518471236,"['P_5', 'P_4', 'P_6', 'P_2']",0,0.7002,0.728
29,Bin 30,730.357533680732,"['P_1', 'P_5', 'P_10', 'P_2']",0,0.6957,0.7325
30,Bin 31,726.6839261044557,"['P_7', 'P_4', 'P_5']",0,0.6074,0.7266
31,Bin 32,723.2659632278791,"['P_5', 'P_2', 'P_10', 'P_7']",0,0.6952,0.7274
32,Bin 33,723.0409712104105,"['P_6', 'P_4', 'P_3', 'P_5']",0,0.6979,0.7279
33,Bin 34,722.2220676850988,"['P_6', 'P_1', 'P_5', 'P_4', 'P_10']",0,0.7587,0.7189
34,Bin 35,722.1705507086848,"['P_7', 'P_3', 'P_2', 'P_1']",0,0.6945,0.7319
35,Bin 36,721.8960377202891,"['P_1', 'P_7', 'P_4', 'P_6']",0,0.7038,0.7274
36,Bin 37,721.4175283715987,"['P_10', 'P_1', 'P_3', 'P_4', 'P_5']",0,0.7542,0.7198
37,Bin 38,721.3189439937814,"['P_1', 'P_5', 'P_7', 'P_2']",0,0.6941,0.7283
38,Bin 39,720.1644457730785,"['P_4', 'P_10', 'P_5', 'P_3']",0,0.6934,0.7278
39,Bin 40,719.012446232985,"['P_4', 'P_9', 'P_5', 'P_7']",0,0.6975,0.7297
40,Bin 45,496.3939582488508,"['P_10', 'P_3']",0,0.4636,0.6932
41,Bin 48,382.8625811364917,['P_4'],0,0.2818,0.6308
42,Bin 47,317.89378642625064,['P_7'],0,0.2742,0.6234
43,Bin 49,207.42055662779842,"['P_7', 'P_1', 'R_29', 'P_6']",0,0.7891,0.6211
44,Bin 41,174.38893252805607,"['R_62', 'P_5', 'P_7']",0,0.6999,0.6031
45,Bin 44,85.09073637017124,"['P_8', 'R_28']",0,0.5863,0.5751
46,Bin 42,0.0,"['P_1', 'R_25', 'P_4', 'R_69', 'P_3', 'P_7']",0,0.9078,0.5704
47,Bin 43,0.0,"['R_75', 'P_4', 'P_6', 'R_62', 'P_1', 'P_2']",0,0.9151,0.5617
48,Bin 46,0.0,"['R_28', 'P_10', 'R_49', 'P_7', 'P_1']",0,0.8804,0.5734
49,Bin 50,0.0,"['R_28', 'R_61', 'R_55', 'R_5']",0,0.9097,0.5059
