,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
32,Bin 33,5497.678139946757,"['P_7', 'P_5', 'P_8', 'P_9', 'P_6', 'P_2', 'P_10', 'P_4']",0,0.5,1.0
33,Bin 34,5497.678139946757,"['P_2', 'P_10', 'P_7', 'P_5', 'P_1', 'P_6', 'P_3', 'P_8', 'P_9']",0,0.5,1.0
34,Bin 35,5497.678139946757,"['P_1', 'P_8', 'P_3', 'P_10', 'P_6', 'P_7', 'P_9']",0,0.5,1.0
35,Bin 36,5497.678139946757,"['P_7', 'P_3', 'P_8', 'P_2', 'P_9', 'P_6', 'P_10', 'P_1']",0,0.5,1.0
36,Bin 37,5497.678139946757,"['P_7', 'P_10', 'P_1', 'P_4', 'P_3', 'P_6', 'P_2']",0,0.5,1.0
37,Bin 38,5492.758084600165,"['P_5', 'P_8', 'P_4', 'P_2', 'P_9', 'P_6']",0,0.498,0.998
38,Bin 39,5490.8388415864265,"['P_9', 'P_1', 'P_7', 'P_2', 'P_4', 'P_10']",0,0.4985,0.9985
39,Bin 40,5489.912612199462,"['P_9', 'P_2', 'P_5', 'P_4', 'P_1', 'P_8']",0,0.4977,0.9977
40,Bin 48,4094.205326998092,"['P_4', 'P_8', 'P_7']",0,0.419,0.919
41,Bin 49,4054.038307180418,"['P_1', 'P_3', 'P_5']",0,0.4141,0.9141
42,Bin 50,1105.4501653400785,"['R_28', 'P_7', 'P_2', 'P_6', 'P_10', 'P_9']",0,0.7057,0.7807
43,Bin 41,1047.6261551461644,"['P_3', 'R_20', 'P_2', 'P_8', 'P_9', 'P_10', 'P_5']",0,0.7186,0.7778
44,Bin 47,979.1805926430475,"['P_9', 'P_3', 'P_10', 'R_66', 'P_1', 'P_4']",0,0.717,0.7698
45,Bin 45,846.0131605560863,"['P_3', 'R_15', 'P_6', 'P_1', 'P_8']",0,0.7051,0.7561
46,Bin 46,806.2140949602002,"['P_5', 'P_7', 'R_68', 'P_9', 'P_10']",0,0.7002,0.755
47,Bin 42,724.7825464332085,"['P_6', 'R_74', 'P_2', 'P_9']",0,0.6773,0.7345
48,Bin 44,152.0484642314326,"['P_8', 'R_66']",0,0.5541,0.6069
49,Bin 43,0.0,"['R_21', 'P_3', 'P_6', 'R_85', 'P_7', 'P_9']",0,0.8386,0.6344
