,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
27,Bin 28,5223.302730711635,"['P_9', 'P_1', 'P_8', 'P_7', 'P_5', 'P_2', 'P_4']",1,0.483,0.983
28,Bin 29,5218.872553793802,"['P_9', 'P_4', 'P_6', 'P_3', 'P_2', 'P_1', 'P_5']",1,0.4841,0.9841
29,Bin 30,5218.653380266852,"['P_5', 'P_4', 'P_10', 'P_9', 'P_2', 'P_3', 'P_8']",1,0.4817,0.9817
30,Bin 31,5212.429520103077,"['P_1', 'P_4', 'P_5', 'P_7', 'P_3', 'P_9', 'P_2']",1,0.4828,0.9828
31,Bin 32,5209.444328214935,"['P_6', 'P_5', 'P_7', 'P_10', 'P_3', 'P_9', 'P_2']",1,0.482,0.982
32,Bin 33,5205.594717337725,"['P_4', 'P_5', 'P_2', 'P_6', 'P_10', 'P_1', 'P_9']",1,0.4837,0.9837
33,Bin 34,5203.407317586289,"['P_6', 'P_9', 'P_7', 'P_1', 'P_8', 'P_5', 'P_2']",1,0.4831,0.9831
34,Bin 35,5198.542977217183,"['P_7', 'P_8', 'P_9', 'P_2', 'P_5', 'P_6', 'P_10']",1,0.4817,0.9817
35,Bin 36,5196.934172829778,"['P_3', 'P_4', 'P_2', 'P_6', 'P_1', 'P_10', 'P_8']",1,0.4827,0.9827
36,Bin 37,5192.455356730639,"['P_3', 'P_9', 'P_4', 'P_5', 'P_2', 'P_6', 'P_10']",1,0.4802,0.9802
37,Bin 38,5191.893813591448,"['P_9', 'P_4', 'P_10', 'P_2', 'P_7', 'P_6', 'P_3']",1,0.4839,0.9839
38,Bin 39,5188.530638715168,"['P_2', 'P_1', 'P_3', 'P_5', 'P_6', 'P_4', 'P_10']",1,0.4832,0.9832
39,Bin 40,5181.874112201428,"['P_9', 'P_6', 'P_10', 'P_1', 'P_4', 'P_3', 'P_5']",1,0.4815,0.9815
40,Bin 48,4697.596195247273,"['P_9', 'P_1', 'P_2', 'P_10', 'P_7', 'P_8']",1,0.445,0.945
41,Bin 50,2299.870897058602,"['P_9', 'R_28', 'P_1', 'P_10', 'P_5', 'P_3']",1,0.4722,0.8654
42,Bin 41,2146.366979913563,"['R_20', 'P_3', 'P_1', 'P_4', 'R_56', 'P_5', 'R_43', 'P_2', 'P_10']",3,0.2984,0.775
43,Bin 46,2012.2234344930869,"['P_9', 'R_60', 'P_4', 'R_58', 'P_5', 'P_8', 'P_6']",2,0.3421,0.7943
44,Bin 47,1934.5201099218903,"['P_8', 'R_40', 'P_4', 'P_5', 'P_10']",1,0.4026,0.8136
45,Bin 45,1788.3525133501219,"['P_6', 'P_3', 'R_58', 'P_2', 'P_10']",1,0.3993,0.8147
46,Bin 49,1503.8141266412179,"['P_7', 'P_5']",0,0.3751,0.7767
47,Bin 43,1481.0699039543701,"['R_33', 'P_5', 'P_4', 'R_4', 'P_9', 'P_8', 'R_41', 'P_10']",3,0.232,0.7142
48,Bin 42,620.7893943090663,"['P_9', 'R_25', 'P_6', 'R_69', 'P_7']",1,0.4949,0.7173
49,Bin 44,2.1464471789493973,['R_48'],0,0.447,0.5106
