,Bin #,Score,Bins,Threshold,High Risk Ratio
0,Bin 1,4344.470056692376,"['P_5', 'P_2', 'P_10', 'P_3', 'P_4', 'P_1', 'P_9', 'P_7']",2,0.4314
1,Bin 2,3268.5596812221206,"['P_8', 'P_1', 'P_2', 'P_10', 'P_9', 'P_4', 'P_5']",2,0.3385
2,Bin 3,3220.4594361106856,"['P_9', 'P_2', 'P_7', 'P_1', 'P_10', 'P_8', 'P_3']",2,0.3351
3,Bin 4,3207.133743246511,"['P_9', 'P_8', 'R_66', 'P_2', 'P_3', 'P_4', 'P_7', 'P_5', 'P_1', 'P_10']",2,0.5603
4,Bin 5,3206.6483199420613,"['P_3', 'P_7', 'P_1', 'P_10', 'P_4', 'P_9', 'P_2']",2,0.3384
5,Bin 6,3169.085191858622,"['P_6', 'P_3', 'P_4', 'P_1', 'P_10', 'P_9', 'P_2']",2,0.3373
6,Bin 7,3130.6269751132254,"['P_4', 'P_10', 'P_2', 'P_9', 'P_3', 'P_8', 'P_6']",2,0.3333
7,Bin 8,3123.494259242522,"['P_10', 'R_25', 'P_9', 'P_3', 'P_1', 'P_2', 'R_68', 'P_8', 'P_4', 'P_5', 'P_7']",3,0.4629
8,Bin 9,3122.0307346680247,"['P_9', 'P_8', 'P_3', 'P_4', 'P_5', 'P_2', 'P_10']",2,0.3335
9,Bin 10,3015.6153176408,"['P_4', 'P_10', 'P_9', 'P_3', 'P_5', 'R_60', 'P_1', 'P_2', 'P_8']",2,0.5091
10,Bin 11,3010.7433828965027,"['P_7', 'P_10', 'P_4', 'P_8', 'P_5', 'P_6', 'P_1']",2,0.3324
11,Bin 12,2988.411684044642,"['P_4', 'P_10', 'P_9', 'P_1', 'P_8', 'P_3', 'P_5']",2,0.3331
12,Bin 13,2986.1510282381173,"['P_4', 'P_2', 'R_44', 'P_10', 'P_1', 'P_9', 'P_7', 'P_5', 'P_8']",2,0.5152
13,Bin 14,2778.108788925051,"['P_8', 'P_2', 'P_4', 'P_7', 'P_5', 'P_1', 'P_10', 'R_69']",2,0.436
14,Bin 15,2774.403345917732,"['R_23', 'P_4', 'P_2', 'P_10', 'P_7', 'P_8', 'P_5', 'P_1']",2,0.4345
15,Bin 16,2771.642227195462,"['P_2', 'P_5', 'P_6', 'R_90', 'R_4', 'P_10', 'P_8', 'P_9', 'P_4', 'P_1']",3,0.3861
16,Bin 17,2770.5139705143406,"['P_2', 'R_89', 'P_3', 'P_4', 'P_1', 'P_7', 'P_9', 'P_10']",2,0.4342
17,Bin 18,2749.4144648369393,"['P_2', 'P_1', 'P_10', 'R_56', 'P_3', 'P_6', 'P_4', 'P_9']",2,0.436
18,Bin 19,2744.861451781761,"['P_9', 'R_66', 'P_4', 'P_7', 'P_1', 'P_10', 'P_2', 'P_3']",2,0.4374
19,Bin 20,2733.406910698977,"['P_3', 'P_7', 'P_1', 'P_10', 'P_6', 'R_88', 'P_4', 'P_9']",2,0.4334
20,Bin 21,2732.816233023995,"['P_4', 'P_2', 'P_10', 'P_1', 'R_79', 'P_9', 'P_7', 'P_5']",2,0.4341
21,Bin 22,2717.545317945854,"['P_8', 'P_2', 'P_3', 'R_18', 'P_4', 'P_1', 'P_10', 'P_5']",2,0.4361
22,Bin 23,2706.6090593928257,"['P_2', 'P_1', 'P_10', 'R_53', 'P_8', 'P_7', 'R_55', 'P_6', 'P_4', 'P_9']",3,0.3902
23,Bin 24,2703.740346464921,"['P_9', 'P_4', 'P_7', 'P_2', 'P_10', 'P_1', 'R_61', 'P_5', 'R_21', 'P_8']",3,0.3868
24,Bin 25,2677.7377524729277,"['R_66', 'P_2', 'P_4', 'P_5', 'P_1', 'P_10', 'P_6', 'P_9']",2,0.4401
25,Bin 26,2675.5223986718825,"['P_1', 'P_2', 'P_4', 'P_5', 'P_7', 'P_9', 'P_6', 'R_8', 'P_10']",3,0.2854
26,Bin 27,2672.628134267386,"['P_9', 'P_2', 'P_5', 'P_1', 'P_6', 'R_4', 'P_10', 'P_8']",2,0.4328
27,Bin 28,2666.971367554497,"['P_2', 'P_9', 'P_6', 'P_10', 'P_4', 'P_7', 'P_1']",1,0.5609
28,Bin 29,2662.8448234964508,"['P_10', 'P_4', 'P_2', 'P_1', 'R_7', 'P_5', 'P_8', 'P_3']",2,0.4301
29,Bin 30,2660.296774528233,"['P_9', 'P_8', 'P_2', 'P_5', 'P_1', 'P_10', 'R_69', 'P_7']",2,0.4362
30,Bin 31,2658.28581168403,"['P_6', 'P_3', 'P_4', 'R_45', 'P_1', 'P_9', 'P_2', 'P_5']",2,0.441
31,Bin 32,2628.0480627424286,"['P_2', 'P_10', 'P_4', 'P_1', 'P_3', 'P_7']",1,0.4959
32,Bin 33,2623.949942125545,"['P_9', 'P_6', 'P_7', 'P_1', 'P_10', 'R_14', 'P_3', 'P_5']",2,0.4314
33,Bin 34,2623.9160244681966,"['P_9', 'P_7', 'P_4', 'P_2', 'P_10', 'P_3']",1,0.4955
34,Bin 35,2623.8009945421327,"['P_9', 'P_4', 'P_5', 'P_1', 'P_6', 'P_2']",1,0.5006
35,Bin 36,2620.0299344501445,"['P_9', 'P_2', 'P_7', 'P_5', 'P_1', 'P_6', 'R_4', 'P_10']",2,0.4325
36,Bin 37,2608.0170504725597,"['P_6', 'P_4', 'P_1', 'P_10', 'P_2', 'P_9']",1,0.4953
37,Bin 38,2594.8425480716483,"['P_9', 'P_2', 'P_5', 'P_1', 'P_10', 'P_8', 'R_40', 'P_3']",2,0.4336
38,Bin 39,2594.5303834088945,"['P_4', 'P_10', 'P_9', 'P_2', 'P_5', 'P_7']",1,0.4973
39,Bin 40,2584.240368664577,"['P_9', 'R_66', 'P_3', 'P_4', 'P_7', 'P_10', 'P_2', 'P_5']",2,0.4349
40,Bin 45,1026.1536148073155,"['P_3', 'R_24', 'P_4', 'P_5', 'P_6']",1,0.45
41,Bin 46,470.4313699790747,"['R_54', 'P_10', 'R_70', 'P_7', 'P_9', 'R_8']",2,0.3428
42,Bin 44,280.55104864841456,"['R_14', 'P_9', 'R_66', 'P_1']",1,0.4388
43,Bin 43,88.03777497731726,"['R_33', 'R_52', 'P_10']",1,0.3153
44,Bin 41,0.0,"['R_20', 'P_4', 'P_10', 'P_8', 'P_5', 'P_1', 'P_6', 'R_56', 'P_9']",0,0.9298
45,Bin 42,0.0,"['P_4', 'P_5']",2,0.0
46,Bin 47,0.0,"['P_9', 'P_3', 'R_24', 'R_68', 'P_5', 'P_7']",0,0.8898
47,Bin 48,0.0,"['P_10', 'R_25', 'P_1', 'P_2', 'P_8', 'P_4', 'R_90', 'R_89', 'P_7']",1,0.8124
48,Bin 49,0.0,"['P_9', 'P_8', 'P_7']",3,0.0
49,Bin 50,0.0,"['P_10', 'R_9', 'R_25', 'P_2', 'R_68', 'P_5']",3,0.1091
