,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,5497.678139946757,"['P_7', 'P_4', 'P_6', 'P_2', 'P_5', 'P_1', 'P_8', 'P_3', 'P_9']",2,0.5,1.0
1,Bin 2,5497.678139946757,"['P_8', 'P_2', 'P_10', 'P_3', 'P_9', 'P_7', 'P_1', 'P_6', 'P_5']",2,0.5,1.0
2,Bin 3,5497.678139946757,"['P_8', 'P_10', 'P_9', 'P_5', 'P_2', 'P_7', 'P_1', 'P_3', 'P_4']",2,0.5,1.0
3,Bin 4,4531.793238754077,"['P_8', 'P_9', 'P_1', 'P_10', 'P_6', 'P_4', 'P_3', 'P_7']",2,0.4359,0.9359
4,Bin 5,4522.073484281023,"['P_7', 'P_8', 'P_4', 'P_10', 'P_1', 'P_9', 'P_5', 'P_2']",2,0.4371,0.9371
5,Bin 6,4478.045468697969,"['P_8', 'P_10', 'P_3', 'P_9', 'P_7', 'P_1', 'P_5', 'P_2']",2,0.4304,0.9304
6,Bin 7,4472.223044187835,"['P_7', 'P_8', 'P_4', 'P_10', 'P_6', 'P_2', 'P_5', 'P_1']",2,0.4317,0.9317
7,Bin 8,4345.6870310914555,"['P_8', 'P_9', 'P_7', 'P_1', 'P_6', 'P_5', 'P_3', 'P_2']",2,0.4294,0.9294
8,Bin 9,4182.907175339554,"['P_2', 'P_8', 'R_26', 'P_9', 'P_7', 'P_4', 'P_1', 'P_3', 'R_69', 'P_6', 'P_10', 'P_5']",3,0.5322,0.9678
9,Bin 10,3896.565077985935,"['P_7', 'P_8', 'P_4', 'P_10', 'P_1', 'P_9', 'P_5', 'R_43', 'P_2', 'P_6']",3,0.3905,0.8905
10,Bin 11,3379.786410520257,"['P_8', 'R_31', 'P_10', 'P_9', 'P_7', 'P_1', 'P_2', 'P_5', 'R_27', 'P_3', 'P_4']",3,0.4676,0.912
11,Bin 12,3357.812702063694,"['P_2', 'P_8', 'P_9', 'P_1', 'P_10', 'P_6', 'P_4']",2,0.3418,0.8418
12,Bin 13,3331.550396467349,"['P_5', 'P_2', 'R_7', 'P_8', 'P_1', 'P_4', 'P_10', 'P_7', 'R_38', 'P_3', 'P_6']",3,0.4647,0.9165
13,Bin 14,3316.6649094544077,"['P_8', 'P_7', 'P_1', 'R_69', 'P_6', 'P_2', 'P_5', 'P_10', 'P_3', 'P_4']",2,0.5572,0.9428
14,Bin 15,3300.003627114736,"['P_7', 'P_8', 'P_9', 'P_2', 'P_1', 'P_4', 'P_5']",2,0.3394,0.8394
15,Bin 16,3290.710449908848,"['P_2', 'P_9', 'R_33', 'P_7', 'P_4', 'P_1', 'P_6', 'P_10', 'P_5', 'R_79', 'P_8']",3,0.4657,0.9123
16,Bin 17,3282.4092393980627,"['R_26', 'P_9', 'P_7', 'P_4', 'P_3', 'P_6', 'R_36', 'P_10', 'P_8', 'P_5', 'P_2']",3,0.4599,0.9081
17,Bin 18,3273.6793186930277,"['P_2', 'P_8', 'P_9', 'P_7', 'P_1', 'P_4', 'P_6']",2,0.34,0.84
18,Bin 19,3221.3126933031276,"['P_4', 'P_8', 'P_2', 'P_7', 'P_10', 'P_1', 'P_6']",2,0.3392,0.8392
19,Bin 20,3169.374026081322,"['P_2', 'P_7', 'P_8', 'P_6', 'P_5', 'P_3', 'P_4']",2,0.3343,0.8343
20,Bin 21,3149.2095727247847,"['P_1', 'P_4', 'P_7', 'P_2', 'P_9', 'P_10', 'P_6']",2,0.3385,0.8385
21,Bin 22,3086.4730801825294,"['P_2', 'P_7', 'P_8', 'P_4', 'P_10', 'P_3', 'P_6']",2,0.3357,0.8357
22,Bin 23,3076.4810791076957,"['P_2', 'P_8', 'P_4', 'P_6', 'P_7', 'P_9', 'P_3']",2,0.3362,0.8362
23,Bin 24,3074.2342640109005,"['P_2', 'P_5', 'P_7', 'P_1', 'P_4', 'P_3', 'P_10', 'R_24', 'P_9']",2,0.5066,0.9212
24,Bin 25,3070.2509191898102,"['P_7', 'P_3', 'P_8', 'P_10', 'R_10', 'P_1', 'P_9', 'P_4', 'P_6']",2,0.512,0.9164
25,Bin 26,3064.230054626965,"['P_2', 'P_8', 'P_9', 'P_1', 'P_10', 'P_6', 'P_3']",2,0.3355,0.8355
26,Bin 27,3058.9729361127497,"['P_8', 'P_10', 'P_2', 'P_1', 'P_4', 'P_3', 'P_6']",2,0.335,0.835
27,Bin 28,3037.718049551644,"['P_9', 'P_4', 'P_8', 'P_10', 'P_3', 'P_7', 'P_6']",2,0.3319,0.8319
28,Bin 29,3031.5928478190613,"['P_1', 'P_7', 'P_5', 'P_3', 'P_4', 'P_10', 'P_6']",2,0.3321,0.8321
29,Bin 30,3031.492119979126,"['P_2', 'P_8', 'P_5', 'P_7', 'P_1', 'P_3', 'P_4']",2,0.3306,0.8306
30,Bin 31,3020.991689954323,"['P_8', 'P_1', 'P_10', 'P_6', 'P_3', 'P_4', 'P_5']",2,0.3297,0.8297
31,Bin 32,3004.275333297035,"['P_7', 'P_8', 'P_4', 'P_10', 'P_3', 'P_6', 'P_5']",2,0.3307,0.8307
32,Bin 33,2998.3265777933407,"['P_2', 'P_8', 'P_3', 'P_7', 'P_1', 'P_10', 'P_6']",2,0.3304,0.8304
33,Bin 34,2994.840880900909,"['P_2', 'P_8', 'P_5', 'P_3', 'P_7', 'P_1', 'P_6']",2,0.327,0.827
34,Bin 35,2994.710334781668,"['P_7', 'P_8', 'P_4', 'P_10', 'P_6', 'P_9', 'P_5']",2,0.3316,0.8316
35,Bin 36,2978.9256230304945,"['P_4', 'P_8', 'P_10', 'P_5', 'P_3', 'P_2', 'P_7']",2,0.3266,0.8266
36,Bin 37,2963.4657284362925,"['P_2', 'P_5', 'P_9', 'P_4', 'R_52', 'P_7', 'P_10', 'P_3', 'P_6']",2,0.5057,0.9139
37,Bin 38,2932.1026267277457,"['P_8', 'P_1', 'P_10', 'P_4', 'P_3', 'P_7', 'P_5']",2,0.3321,0.8321
38,Bin 39,2883.825579092451,"['P_7', 'P_3', 'P_6', 'P_10', 'P_5', 'P_8', 'P_9']",2,0.3264,0.8264
39,Bin 40,2872.7162628590313,"['P_1', 'P_7', 'P_8', 'P_3', 'P_5', 'P_6', 'P_9']",2,0.3302,0.8302
40,Bin 46,1094.8493547789226,"['R_74', 'P_6', 'R_58', 'P_1', 'P_2', 'P_10', 'P_3']",2,0.3758,0.7552
41,Bin 47,802.0827874163789,"['R_26', 'P_9', 'R_89', 'P_1', 'P_6', 'P_10', 'P_5', 'P_2']",1,0.7152,0.746
42,Bin 49,284.28447526511746,"['R_26', 'P_3', 'P_10', 'P_5', 'R_40', 'R_52']",1,0.6732,0.6414
43,Bin 43,164.89303453102607,"['R_75', 'P_4', 'R_3', 'R_50', 'P_5']",1,0.6047,0.5967
44,Bin 41,0.0,"['R_34', 'P_8', 'P_2', 'P_4', 'P_5', 'P_3']",0,0.8356,0.651
45,Bin 42,0.0,"['P_7', 'R_56', 'P_10']",2,0.0283,0.5249
46,Bin 44,0.0,"['P_5', 'P_2', 'P_10']",1,0.1737,0.6519
47,Bin 45,0.0,"['P_8', 'R_31', 'P_4', 'P_9', 'P_6']",2,0.1653,0.6413
48,Bin 48,0.0,"['P_2', 'P_8', 'P_7', 'P_4', 'R_46', 'P_3', 'R_69', 'P_5', 'R_26']",0,0.9553,0.5443
49,Bin 50,0.0,"['P_2', 'P_8', 'P_9', 'P_1', 'R_19', 'P_6', 'P_10', 'P_3']",3,0.19,0.69
