,Bin #,Score,Bins,Threshold,High Risk Ratio
37,Bin 38,5191.893813591448,"['P_9', 'P_4', 'P_10', 'P_2', 'P_7', 'P_6', 'P_3']",1,0.4839
38,Bin 39,5188.530638715168,"['P_2', 'P_1', 'P_3', 'P_5', 'P_6', 'P_4', 'P_10']",1,0.4832
39,Bin 40,5181.874112201428,"['P_9', 'P_6', 'P_10', 'P_1', 'P_4', 'P_3', 'P_5']",1,0.4815
40,Bin 48,4697.596195247273,"['P_9', 'P_1', 'P_2', 'P_10', 'P_7', 'P_8']",1,0.445
41,Bin 50,2299.870897058602,"['P_9', 'R_28', 'P_1', 'P_10', 'P_5', 'P_3']",1,0.4722
42,Bin 41,2146.366979913563,"['R_20', 'P_3', 'P_1', 'P_4', 'R_56', 'P_5', 'R_43', 'P_2', 'P_10']",3,0.2984
43,Bin 46,2012.2234344930869,"['P_9', 'R_60', 'P_4', 'R_58', 'P_5', 'P_8', 'P_6']",2,0.3421
44,Bin 47,1934.5201099218903,"['P_8', 'R_40', 'P_4', 'P_5', 'P_10']",1,0.4026
45,Bin 45,1788.3525133501219,"['P_6', 'P_3', 'R_58', 'P_2', 'P_10']",1,0.3993
46,Bin 49,1503.8141266412179,"['P_7', 'P_5']",0,0.3751
47,Bin 43,1481.0699039543701,"['R_33', 'P_5', 'P_4', 'R_4', 'P_9', 'P_8', 'R_41', 'P_10']",3,0.232
48,Bin 42,620.7893943090663,"['P_9', 'R_25', 'P_6', 'R_69', 'P_7']",1,0.4949
49,Bin 44,2.1464471789493973,['R_48'],0,0.447
