,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
30,Bin 31,5497.678139946757,"['P_5', 'P_9', 'P_4', 'R_87', 'P_6', 'P_10', 'P_2', 'P_8', 'P_1']",1,0.5,1.0
31,Bin 32,5497.678139946757,"['P_5', 'P_9', 'P_6', 'P_10', 'P_2', 'P_3', 'P_4']",0,0.5,1.0
32,Bin 33,5497.678139946757,"['P_6', 'P_3', 'P_1', 'P_5', 'P_4', 'P_7', 'P_10']",0,0.5,1.0
33,Bin 34,5497.678139946757,"['P_8', 'P_1', 'P_3', 'P_7', 'P_10', 'P_6', 'P_5', 'P_9']",0,0.5,1.0
34,Bin 35,5497.678139946757,"['P_10', 'P_1', 'P_5', 'P_7', 'P_9', 'P_6', 'P_8']",0,0.5,1.0
35,Bin 36,5497.678139946757,"['P_6', 'P_7', 'P_10', 'P_2', 'P_5', 'P_3', 'P_4', 'P_1']",0,0.5,1.0
36,Bin 37,5497.678139946757,"['P_9', 'P_5', 'P_2', 'P_3', 'P_6', 'P_10', 'P_1', 'P_4']",1,0.5,1.0
37,Bin 38,5497.678139946757,"['P_6', 'P_7', 'R_58', 'P_10', 'P_5', 'P_3', 'P_4', 'P_1', 'P_9']",1,0.5,1.0
38,Bin 39,5497.678139946757,"['P_3', 'P_10', 'P_2', 'P_7', 'P_5', 'P_4', 'P_1']",0,0.5,1.0
39,Bin 40,5497.678139946757,"['P_5', 'P_9', 'P_4', 'R_41', 'P_1', 'P_7', 'P_10', 'P_2', 'P_3']",1,0.5,1.0
40,Bin 45,5349.8237763054385,"['P_9', 'P_4', 'P_6', 'P_8', 'P_5']",0,0.4898,0.9898
41,Bin 48,2464.8333678520985,"['P_4', 'P_1', 'P_2', 'P_3']",1,0.2796,0.7796
42,Bin 41,956.8659862254949,"['R_52', 'P_3', 'P_1', 'P_2', 'P_7', 'P_9']",0,0.7093,0.7751
43,Bin 42,0.0,"['P_6', 'R_15', 'P_3', 'P_2']",2,0.0786,0.5786
44,Bin 43,0.0,"['R_21', 'P_4', 'P_2']",1,0.1882,0.6882
45,Bin 44,0.0,"['R_14', 'P_4', 'P_9']",1,0.1937,0.6937
46,Bin 46,0.0,"['P_5', 'P_1', 'P_9']",1,0.1643,0.6643
47,Bin 47,0.0,"['P_2', 'P_5', 'R_30', 'P_8', 'P_6', 'R_43']",0,0.8342,0.643
48,Bin 49,0.0,"['P_10', 'P_1']",3,0.0,0.5
49,Bin 50,0.0,"['P_6', 'P_2', 'R_29', 'P_3', 'P_8']",3,0.0258,0.5258
