,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,3439.993893286335,"['P_9', 'P_5', 'P_7', 'P_10', 'P_4', 'P_2', 'P_8', 'R_88', 'P_3', 'P_1', 'P_6']",3,0.554,0.946
1,Bin 2,2835.8717775000246,"['P_5', 'P_9', 'P_2', 'P_1', 'P_8', 'P_6', 'P_10', 'P_4', 'P_7']",3,0.3047,0.8047
2,Bin 3,2550.807767467449,"['P_9', 'P_4', 'P_6', 'P_1', 'P_10', 'P_3', 'P_7', 'P_2']",2,0.4903,0.8809
3,Bin 4,2548.1583546974025,"['P_8', 'P_1', 'P_4', 'P_3', 'P_7', 'P_5', 'P_9', 'P_2']",2,0.4877,0.8773
4,Bin 5,2541.4003131237014,"['P_9', 'P_6', 'P_1', 'P_7', 'P_3', 'P_5', 'P_4', 'P_10']",2,0.4866,0.8758
5,Bin 6,2540.5618134131905,"['P_1', 'P_3', 'P_5', 'P_9', 'P_2', 'P_7', 'P_4', 'P_6']",2,0.491,0.8766
6,Bin 7,2535.5962370793345,"['P_5', 'P_3', 'P_10', 'P_2', 'P_1', 'P_6', 'P_4', 'P_7']",2,0.4923,0.8779
7,Bin 8,2531.0964037841036,"['P_4', 'P_10', 'P_6', 'P_9', 'P_1', 'P_8', 'P_3', 'R_85', 'P_2', 'P_7']",3,0.4273,0.8551
8,Bin 9,2475.6469217489303,"['P_8', 'P_1', 'P_4', 'P_7', 'P_3', 'P_2', 'P_5', 'P_10']",2,0.4906,0.8746
9,Bin 10,2473.4270192319827,"['P_8', 'P_1', 'P_7', 'P_2', 'P_5', 'P_9', 'P_4', 'P_6']",2,0.4934,0.8782
10,Bin 11,2418.604436727489,"['P_5', 'P_3', 'P_6', 'P_10', 'P_8', 'R_88', 'P_7', 'P_2', 'P_4', 'P_1']",3,0.4309,0.8509
11,Bin 12,2415.5322590197306,"['P_7', 'P_5', 'P_3', 'P_9', 'P_6', 'P_10', 'P_4', 'P_2']",2,0.4865,0.8727
12,Bin 13,2374.316066278411,"['P_8', 'P_4', 'P_7', 'P_5', 'P_9', 'P_10', 'P_3', 'P_6']",2,0.489,0.8728
13,Bin 14,2372.797840604997,"['P_5', 'P_3', 'P_6', 'P_10', 'P_2', 'P_8', 'P_1', 'P_9']",2,0.4881,0.8769
14,Bin 15,2364.578798778389,"['P_5', 'P_6', 'P_10', 'P_8', 'P_7', 'P_2', 'P_1', 'P_9']",2,0.4885,0.8757
15,Bin 16,2223.6392349094663,"['P_5', 'P_3', 'P_10', 'P_2', 'R_16', 'P_6', 'P_4', 'P_7', 'P_8', 'P_1', 'R_9', 'P_9']",3,0.6082,0.8918
16,Bin 17,2036.0475656542922,"['P_9', 'P_7', 'P_10', 'P_4', 'R_4', 'P_2', 'P_8', 'R_20', 'P_1', 'P_6', 'P_3']",3,0.5239,0.8589
17,Bin 18,2020.8333445375063,"['P_3', 'P_2', 'P_1', 'P_6', 'P_8', 'P_4', 'P_9']",2,0.3702,0.8026
18,Bin 19,2019.4588739044477,"['P_4', 'P_6', 'R_27', 'P_1', 'R_56', 'P_7', 'P_3', 'P_10', 'P_2', 'P_9', 'P_5']",3,0.5232,0.8552
19,Bin 20,2003.0889347732352,"['P_9', 'P_4', 'P_6', 'P_1', 'P_7', 'P_10', 'P_3']",2,0.3694,0.8032
20,Bin 21,1988.6030771688347,"['P_8', 'P_3', 'P_6', 'P_2', 'P_10', 'P_9', 'P_7']",2,0.3695,0.7995
21,Bin 22,1986.3286273784854,"['P_9', 'R_45', 'P_10', 'P_4', 'P_8', 'P_3', 'P_1', 'R_82', 'P_2', 'P_7', 'P_5']",3,0.5243,0.8555
22,Bin 23,1971.3048557252657,"['P_4', 'P_10', 'P_6', 'P_9', 'R_61', 'P_8', 'P_3', 'P_2', 'P_7', 'P_5', 'R_88']",3,0.5243,0.8525
23,Bin 24,1959.3322034062323,"['P_7', 'P_9', 'P_10', 'P_4', 'P_6', 'P_2', 'P_3']",2,0.3674,0.7992
24,Bin 25,1946.5408717280575,"['P_4', 'P_10', 'P_6', 'P_9', 'P_3', 'P_2', 'P_1']",2,0.3709,0.8037
25,Bin 26,1932.3520800033432,"['P_5', 'P_9', 'P_2', 'P_1', 'P_8', 'P_4', 'P_6']",2,0.3741,0.8035
26,Bin 27,1920.6583244814628,"['P_9', 'P_6', 'P_1', 'P_3', 'P_5', 'P_4', 'P_7']",2,0.3703,0.7993
27,Bin 28,1909.9276986838147,"['P_5', 'P_3', 'P_4', 'P_1', 'P_7', 'P_9', 'P_2']",2,0.3675,0.7967
28,Bin 29,1897.7417846283215,"['P_5', 'P_3', 'P_4', 'P_2', 'P_1', 'P_7', 'P_10']",2,0.3723,0.7987
29,Bin 30,1893.5881569096719,"['P_1', 'P_7', 'P_2', 'P_5', 'P_9', 'P_4', 'P_6']",2,0.3741,0.7995
30,Bin 31,1882.299011005461,"['P_10', 'P_6', 'P_9', 'P_1', 'P_8', 'P_3', 'R_85', 'P_2', 'P_7', 'R_63', 'P_5']",3,0.5269,0.8517
31,Bin 32,1878.1062357413323,"['P_1', 'P_8', 'P_3', 'P_2', 'P_7', 'P_5', 'P_6']",2,0.3622,0.7918
32,Bin 33,1877.44848694824,"['P_3', 'P_7', 'P_2', 'P_6', 'P_5', 'P_4', 'P_10']",2,0.364,0.791
33,Bin 34,1870.398640510248,"['P_8', 'P_3', 'P_6', 'P_2', 'P_10', 'P_9', 'P_4']",2,0.3676,0.799
34,Bin 35,1865.9537892652013,"['P_8', 'P_4', 'P_9', 'P_5', 'P_7', 'P_1', 'P_3']",2,0.3679,0.7989
35,Bin 36,1861.0289028303325,"['P_4', 'P_1', 'P_10', 'P_2', 'P_6', 'P_9', 'P_5']",2,0.3721,0.7999
36,Bin 37,1857.0445030201563,"['P_9', 'P_4', 'P_10', 'P_8', 'P_7', 'P_5', 'P_3']",2,0.3663,0.7969
37,Bin 38,1851.5590291810838,"['P_9', 'P_6', 'P_1', 'R_38', 'P_7', 'P_3', 'P_5', 'P_4', 'P_10']",2,0.5749,0.8479
38,Bin 39,1838.8864462017086,"['P_5', 'P_1', 'P_10', 'P_7', 'P_9', 'P_3', 'P_6']",2,0.36,0.7944
39,Bin 40,1826.8857212638256,"['P_1', 'P_6', 'P_4', 'P_8', 'P_3', 'P_7', 'P_5']",2,0.3699,0.7983
40,Bin 50,1225.792614977338,"['P_8', 'R_89', 'P_1', 'P_2', 'P_5', 'P_9', 'P_3']",2,0.3869,0.7579
41,Bin 44,1070.466433340562,"['P_2', 'P_1', 'P_9', 'P_4']",1,0.3329,0.7251
42,Bin 47,869.580125945834,"['P_4', 'P_7', 'R_24', 'P_5', 'P_9', 'P_2']",1,0.5947,0.7543
43,Bin 45,680.8774642877783,"['P_3', 'R_58', 'P_10', 'P_9', 'P_4']",1,0.4924,0.7246
44,Bin 46,511.8104364045698,"['R_11', 'P_1', 'R_2', 'P_7', 'P_8', 'P_6']",2,0.3254,0.6676
45,Bin 41,0.0,"['R_67', 'P_6', 'P_8', 'P_2', 'P_1', 'P_9', 'P_3']",0,0.8912,0.6068
46,Bin 42,0.0,"['R_15', 'P_5', 'P_9']",2,0.0371,0.5269
47,Bin 43,0.0,"['R_66', 'P_4', 'R_40', 'R_75', 'P_7', 'P_10']",0,0.9393,0.5363
48,Bin 48,0.0,"['P_8', 'P_1', 'P_3', 'P_2', 'P_10', 'P_7', 'R_15', 'R_4', 'R_20']",0,0.9675,0.5321
49,Bin 49,0.0,"['P_4', 'P_10', 'P_7']",2,0.0186,0.5156
