,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,5497.678139946757,"['P_6', 'P_4', 'P_10', 'P_9', 'P_1', 'P_3', 'P_8', 'P_2']",1,0.5,1.0
1,Bin 2,5497.678139946757,"['P_6', 'P_4', 'P_10', 'P_9', 'P_1', 'P_3', 'P_8', 'P_5']",1,0.5,1.0
2,Bin 3,5497.678139946757,"['P_6', 'P_3', 'P_7', 'P_2', 'P_10', 'P_9', 'P_1', 'P_5']",1,0.5,1.0
3,Bin 4,5497.678139946757,"['P_4', 'P_1', 'P_10', 'P_7', 'P_6', 'P_3', 'P_8', 'P_9']",1,0.5,1.0
4,Bin 5,5497.678139946757,"['P_4', 'P_10', 'P_6', 'P_3', 'P_8', 'P_1', 'P_2', 'P_7']",1,0.5,1.0
5,Bin 6,5497.678139946757,"['P_1', 'P_7', 'P_3', 'P_8', 'P_9', 'P_6', 'P_4', 'P_5', 'P_2', 'R_59', 'P_10']",2,0.5,1.0
6,Bin 7,5315.022090587529,"['P_1', 'P_6', 'P_9', 'P_5', 'P_4', 'P_10', 'P_7']",1,0.4851,0.9851
7,Bin 8,5290.715266877191,"['P_6', 'P_4', 'P_10', 'P_9', 'P_1', 'P_3', 'P_7']",1,0.4832,0.9832
8,Bin 9,5287.908282309906,"['P_3', 'P_6', 'P_8', 'P_4', 'P_10', 'P_2', 'P_5']",1,0.4822,0.9822
9,Bin 10,5281.400342225177,"['P_9', 'P_4', 'P_5', 'P_1', 'P_2', 'P_10', 'P_7']",1,0.4847,0.9847
10,Bin 11,5249.66177174933,"['P_6', 'P_5', 'P_4', 'P_7', 'P_10', 'P_3', 'P_9']",1,0.4817,0.9817
11,Bin 12,5235.749471394431,"['P_5', 'P_4', 'P_3', 'P_2', 'P_6', 'P_7', 'P_9']",1,0.484,0.984
12,Bin 13,5235.725621805279,"['P_1', 'P_6', 'P_9', 'P_4', 'P_10', 'P_2', 'P_8']",1,0.483,0.983
13,Bin 14,5234.718782824504,"['P_9', 'P_6', 'P_8', 'P_2', 'P_5', 'P_4', 'P_7']",1,0.4837,0.9837
14,Bin 15,5234.1819847352,"['P_1', 'P_9', 'P_2', 'P_7', 'P_6', 'P_4', 'P_3']",1,0.4837,0.9837
15,Bin 16,5231.614677304317,"['P_4', 'P_10', 'P_9', 'P_3', 'P_1', 'P_5', 'P_2']",1,0.4847,0.9847
16,Bin 17,5230.503648603432,"['P_3', 'P_2', 'P_5', 'P_7', 'P_6', 'P_4', 'P_10']",1,0.4843,0.9843
17,Bin 18,5227.904090358845,"['P_6', 'P_4', 'P_10', 'P_7', 'P_3', 'P_8', 'P_9']",1,0.4854,0.9854
18,Bin 19,5225.679235564054,"['P_6', 'P_8', 'P_4', 'P_10', 'P_2', 'P_5', 'P_1']",1,0.4836,0.9836
19,Bin 20,5224.585220816597,"['P_6', 'P_4', 'P_10', 'P_3', 'P_8', 'P_2', 'P_7']",1,0.4825,0.9825
20,Bin 21,5209.444328214935,"['P_6', 'P_9', 'P_3', 'P_7', 'P_5', 'P_10', 'P_2']",1,0.482,0.982
21,Bin 22,5198.542977217183,"['P_9', 'P_7', 'P_10', 'P_8', 'P_2', 'P_5', 'P_6']",1,0.4817,0.9817
22,Bin 23,5191.893813591448,"['P_9', 'P_2', 'P_4', 'P_10', 'P_7', 'P_3', 'P_6']",1,0.4839,0.9839
23,Bin 24,5179.644481330569,"['P_3', 'P_6', 'P_7', 'P_10', 'P_1', 'P_4', 'P_2']",1,0.4843,0.9843
24,Bin 25,5154.11304576299,"['P_6', 'P_4', 'P_7', 'P_9', 'P_5', 'P_10', 'P_2']",1,0.4812,0.9812
25,Bin 26,5148.809430762327,"['P_6', 'P_1', 'P_2', 'P_7', 'P_4', 'P_3', 'P_8']",1,0.4824,0.9824
26,Bin 27,5122.146893804385,"['P_2', 'P_5', 'P_6', 'P_9', 'P_1', 'P_3', 'P_7']",1,0.482,0.982
27,Bin 28,5107.573669962556,"['P_1', 'P_9', 'P_5', 'P_4', 'P_7', 'P_3', 'P_10']",1,0.482,0.982
28,Bin 29,4962.702576992932,"['P_6', 'R_30', 'P_4', 'P_3', 'P_8', 'P_2', 'P_1', 'P_7', 'P_9']",2,0.467,0.967
29,Bin 30,4906.733732282357,"['P_6', 'P_4', 'P_1', 'P_3', 'P_5', 'P_2', 'R_59', 'P_10', 'P_7']",2,0.463,0.963
30,Bin 31,4901.320644772333,"['P_3', 'P_2', 'P_10', 'R_40', 'P_7', 'P_9', 'P_6', 'P_5', 'P_4']",2,0.4622,0.9622
31,Bin 32,4891.027946220886,"['R_28', 'P_4', 'P_10', 'P_9', 'P_3', 'P_1', 'P_2', 'P_7', 'P_6']",2,0.4645,0.9645
32,Bin 33,4869.519763103678,"['P_6', 'P_4', 'P_9', 'P_1', 'P_3', 'P_8', 'P_2', 'R_16', 'P_7']",2,0.465,0.965
33,Bin 34,4672.517942806843,"['P_1', 'P_6', 'P_4', 'P_10', 'P_5', 'P_7']",1,0.443,0.943
34,Bin 35,4669.436733095525,"['P_1', 'P_6', 'P_9', 'P_2', 'P_4', 'P_10']",1,0.4413,0.9413
35,Bin 36,4646.869277960893,"['P_1', 'P_6', 'P_4', 'P_2', 'P_10', 'P_7']",1,0.4412,0.9412
36,Bin 37,4636.8854776521885,"['P_4', 'P_10', 'P_8', 'P_2', 'P_5', 'P_9']",1,0.442,0.942
37,Bin 38,4636.811473491499,"['P_1', 'P_6', 'P_4', 'P_7', 'P_10', 'P_8']",1,0.4424,0.9424
38,Bin 39,4636.22987123281,"['P_1', 'P_9', 'P_2', 'P_8', 'P_4', 'P_7']",1,0.4424,0.9424
39,Bin 40,4631.41512222771,"['P_9', 'P_7', 'P_10', 'P_4', 'P_8', 'P_2']",1,0.4454,0.9454
40,Bin 45,4492.315844576853,"['P_6', 'P_9', 'P_5', 'P_2', 'P_7', 'P_8']",1,0.4393,0.9393
41,Bin 48,2702.735519800323,"['P_3', 'P_6', 'P_10', 'P_2', 'P_5', 'R_58', 'P_7', 'P_4']",1,0.5662,0.9156
42,Bin 46,1293.6808770290525,"['P_1', 'P_7', 'R_28', 'P_3']",1,0.3082,0.7418
43,Bin 44,841.2879360896598,"['P_8', 'P_4', 'R_41']",1,0.2132,0.6672
44,Bin 43,817.1964483284578,"['R_75', 'P_1', 'P_10']",1,0.2074,0.6596
45,Bin 41,564.583744284462,"['R_36', 'P_9', 'P_7', 'P_4', 'P_3', 'P_10']",0,0.7846,0.7006
46,Bin 47,563.7021816650637,"['P_8', 'R_27', 'P_5', 'P_3', 'P_6']",0,0.7567,0.7001
47,Bin 42,0.0,"['P_6', 'R_45', 'P_9']",2,0.0315,0.5315
48,Bin 49,0.0,"['P_8', 'P_5']",1,0.0644,0.5644
49,Bin 50,0.0,"['P_3', 'P_4', 'R_38', 'P_2', 'P_10']",3,0.0294,0.5294
