,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,5299.342360401052,"['P_2', 'P_9', 'P_4', 'P_8', 'P_1', 'P_3', 'P_10']",1,0.4849,0.9849
1,Bin 2,5242.325422372416,"['P_2', 'P_10', 'P_1', 'P_8', 'P_3', 'P_6', 'P_9']",1,0.4834,0.9834
2,Bin 3,5235.725621805279,"['P_2', 'P_9', 'P_10', 'P_1', 'P_4', 'P_8', 'P_6']",1,0.483,0.983
3,Bin 4,5218.872553793802,"['P_5', 'P_6', 'P_1', 'P_4', 'P_3', 'P_9', 'P_2']",1,0.4841,0.9841
4,Bin 5,5188.530638715168,"['P_4', 'P_3', 'P_2', 'P_1', 'P_5', 'P_10', 'P_6']",1,0.4832,0.9832
5,Bin 6,5145.906756921349,"['P_1', 'P_10', 'P_9', 'P_4', 'P_2', 'P_3', 'P_6']",1,0.4823,0.9823
6,Bin 7,4980.270420459425,"['P_9', 'P_4', 'P_5', 'P_8', 'P_6', 'R_74', 'P_3', 'P_2', 'P_7']",2,0.4639,0.9639
7,Bin 8,4754.214405762523,"['P_2', 'P_9', 'P_1', 'P_4', 'P_8', 'P_5']",1,0.4465,0.9465
8,Bin 9,4692.40900636135,"['P_2', 'P_9', 'P_10', 'P_1', 'P_4', 'P_8']",1,0.4451,0.9451
9,Bin 10,4660.914491993928,"['P_2', 'P_10', 'P_1', 'P_8', 'P_5', 'P_4']",1,0.4428,0.9428
10,Bin 11,4612.742909402092,"['P_4', 'P_9', 'P_10', 'P_8', 'P_1', 'P_6']",1,0.4429,0.9429
11,Bin 12,4595.507173470399,"['P_8', 'P_3', 'P_1', 'P_4', 'P_6', 'P_9']",1,0.4441,0.9441
12,Bin 13,4565.303180972184,"['P_10', 'P_2', 'P_4', 'P_8', 'P_6', 'P_1']",1,0.4388,0.9388
13,Bin 14,4554.609621578627,"['P_10', 'P_9', 'P_6', 'P_2', 'P_7', 'P_4']",1,0.4412,0.9412
14,Bin 15,4553.110803199882,"['P_5', 'P_6', 'P_1', 'P_3', 'P_4', 'P_9']",1,0.4413,0.9413
15,Bin 16,4546.508374019829,"['P_10', 'P_2', 'P_6', 'P_1', 'P_4', 'P_5']",1,0.4415,0.9415
16,Bin 17,4545.231800962587,"['P_2', 'P_9', 'P_10', 'P_1', 'P_8', 'P_5']",1,0.4403,0.9403
17,Bin 18,4522.941519377325,"['P_1', 'P_10', 'P_9', 'P_4', 'P_2', 'P_3']",1,0.4406,0.9406
18,Bin 19,4511.943861204292,"['P_2', 'P_8', 'P_3', 'P_6', 'P_1', 'P_9']",1,0.4412,0.9412
19,Bin 20,4496.0105453726055,"['P_10', 'P_9', 'P_2', 'P_6', 'P_5', 'P_8']",1,0.4388,0.9388
20,Bin 21,4484.223568606604,"['P_3', 'P_2', 'P_1', 'P_5', 'P_10', 'P_6']",1,0.4394,0.9394
21,Bin 22,4464.201007220746,"['P_4', 'P_3', 'P_1', 'P_5', 'P_10', 'P_2']",1,0.4405,0.9405
22,Bin 23,4460.871587827016,"['P_10', 'P_2', 'P_6', 'P_9', 'P_4', 'P_3']",1,0.4382,0.9382
23,Bin 24,4429.358318230401,"['P_4', 'P_1', 'P_6', 'P_3', 'P_10', 'P_2']",1,0.4418,0.9418
24,Bin 25,4398.772359021923,"['P_10', 'P_1', 'P_8', 'P_3', 'P_6', 'P_5']",1,0.4386,0.9386
25,Bin 26,4380.821762110432,"['P_9', 'P_4', 'P_8', 'P_3', 'P_10', 'P_5']",1,0.4369,0.9369
26,Bin 27,4082.4770826638073,"['P_8', 'R_72', 'P_3', 'P_1', 'P_4', 'P_6', 'P_9', 'P_2']",2,0.4049,0.9049
27,Bin 28,4041.3901409616424,"['P_3', 'P_1', 'R_90', 'P_4', 'P_9', 'P_5', 'P_6', 'P_7']",2,0.4001,0.9001
28,Bin 29,4036.2688959289244,"['R_38', 'P_5', 'P_6', 'R_28', 'P_1', 'P_3', 'P_9', 'R_5', 'P_2', 'P_8', 'P_10', 'P_4']",3,0.4872,0.9498
29,Bin 30,4024.578656839372,"['P_9', 'P_4', 'P_2', 'P_3', 'P_6', 'R_19', 'P_10', 'P_8']",2,0.3987,0.8987
30,Bin 31,4006.2581674425833,"['R_27', 'P_2', 'P_9', 'P_3', 'P_4', 'P_1', 'P_5', 'P_10']",2,0.4006,0.9006
31,Bin 32,3943.811313202321,"['P_10', 'P_9', 'R_90', 'P_6', 'P_8', 'P_3', 'P_5', 'P_2']",2,0.3934,0.8934
32,Bin 33,3888.8965246029557,"['P_5', 'R_50', 'P_8', 'P_6', 'P_7', 'P_4', 'P_3', 'P_9']",2,0.3993,0.8993
33,Bin 34,3878.338433093568,"['P_5', 'P_6', 'R_90', 'P_1', 'P_4', 'P_9', 'P_10', 'P_8']",2,0.3987,0.8987
34,Bin 35,3852.673997009792,"['P_10', 'P_9', 'P_6', 'P_5', 'P_7', 'P_4', 'R_16', 'P_3']",2,0.3989,0.8989
