,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
35,Bin 36,3842.2042606157165,"['P_10', 'P_9', 'P_6', 'P_5', 'P_7', 'P_3', 'R_74', 'P_1']",2,0.3937,0.8937
36,Bin 37,3785.149921869219,"['P_6', 'P_4', 'P_9', 'P_2', 'P_5', 'P_1', 'P_3', 'R_5', 'P_8', 'P_10']",3,0.3882,0.8882
37,Bin 38,3772.6459271715694,"['P_10', 'P_9', 'P_2', 'P_4', 'P_8']",1,0.3743,0.8743
38,Bin 39,3771.6746457978334,"['P_4', 'P_6', 'P_2', 'P_9', 'P_1']",1,0.3765,0.8765
39,Bin 40,3755.593250665327,"['P_2', 'P_4', 'P_10', 'P_8', 'P_1']",1,0.3725,0.8725
40,Bin 49,2224.188857342155,"['P_2', 'R_89', 'P_9', 'P_5', 'P_6', 'P_7']",1,0.475,0.8664
41,Bin 45,1474.659921861089,"['P_10', 'R_83', 'P_9', 'P_8']",1,0.3126,0.7468
42,Bin 47,1346.6170346865501,"['P_1', 'R_53', 'P_2', 'P_6']",1,0.3117,0.7443
43,Bin 46,792.9615201986826,"['P_1', 'R_29', 'P_6']",1,0.2093,0.6631
44,Bin 41,718.3840283628871,"['P_2', 'R_59', 'P_7', 'R_17', 'P_4']",1,0.4957,0.7277
45,Bin 42,471.47269705593436,"['P_10', 'P_4', 'R_1', 'P_2']",0,0.7205,0.6879
46,Bin 43,82.6485076727986,"['R_33', 'R_38', 'R_20', 'R_45', 'P_5']",2,0.3203,0.5689
47,Bin 44,0.0,"['P_4', 'R_38', 'P_10', 'P_8']",2,0.0855,0.5855
48,Bin 48,0.0,"['P_1', 'P_10', 'P_3']",1,0.1652,0.6652
49,Bin 50,0.0,"['R_28', 'R_61', 'R_55', 'R_5', 'R_64', 'R_73']",0,0.9712,0.4986
