,Bin #,Score,Bins,Threshold,High Risk Ratio
0,Bin 1,5497.678139946757,"['P_9', 'P_1', 'P_5', 'P_8', 'P_4', 'P_2', 'P_3', 'P_10']",0,0.5
1,Bin 2,5497.678139946757,"['P_2', 'P_1', 'P_6', 'P_7', 'P_9', 'P_5', 'P_10']",0,0.5
2,Bin 3,5497.678139946757,"['P_2', 'P_10', 'P_7', 'P_3', 'P_8', 'P_4', 'P_9']",0,0.5
3,Bin 4,5497.678139946757,"['P_2', 'P_7', 'P_9', 'P_10', 'P_5', 'P_1', 'P_4']",0,0.5
4,Bin 5,5497.678139946757,"['P_5', 'P_6', 'P_3', 'P_2', 'P_7', 'P_8', 'P_4', 'P_9']",0,0.5
5,Bin 6,5497.678139946757,"['P_2', 'P_9', 'P_1', 'P_6', 'P_10', 'P_7', 'P_8']",0,0.5
6,Bin 7,5497.678139946757,"['P_2', 'P_8', 'P_9', 'P_5', 'P_6', 'P_4', 'P_1']",0,0.5
7,Bin 8,5497.678139946757,"['P_4', 'P_2', 'P_9', 'P_3', 'P_6', 'P_5', 'P_10']",0,0.5
8,Bin 9,5497.678139946757,"['P_9', 'P_1', 'P_10', 'P_2', 'P_7', 'P_8', 'P_5', 'P_4', 'P_3']",0,0.5
9,Bin 10,5497.678139946757,"['P_1', 'P_7', 'P_2', 'P_8', 'P_9', 'P_3', 'P_4']",0,0.5
10,Bin 11,5497.678139946757,"['P_2', 'P_7', 'P_8', 'P_4', 'P_9', 'P_3', 'P_5']",0,0.5
11,Bin 12,5497.678139946757,"['P_2', 'P_10', 'P_7', 'P_8', 'P_5', 'P_1', 'P_6']",0,0.5
12,Bin 13,5497.678139946757,"['P_7', 'P_2', 'P_3', 'P_10', 'P_8', 'P_9', 'P_5']",0,0.5
13,Bin 14,5497.678139946757,"['P_6', 'P_3', 'P_2', 'P_7', 'P_8', 'P_4', 'P_9']",0,0.5
14,Bin 15,5497.678139946757,"['P_9', 'P_1', 'P_8', 'P_3', 'P_10', 'P_6', 'P_2']",0,0.5
15,Bin 16,5497.678139946757,"['P_9', 'P_10', 'P_8', 'P_5', 'P_1', 'P_7', 'P_4']",0,0.5
16,Bin 17,5497.678139946757,"['P_1', 'P_6', 'P_7', 'P_10', 'P_2', 'P_3', 'P_8']",0,0.5
17,Bin 18,5497.678139946757,"['P_2', 'P_7', 'P_10', 'P_8', 'P_9', 'P_3', 'P_5', 'P_4']",0,0.5
18,Bin 19,5497.678139946757,"['P_6', 'P_3', 'P_8', 'P_4', 'P_9', 'P_2', 'P_5']",0,0.5
19,Bin 20,5497.678139946757,"['P_9', 'P_1', 'P_8', 'P_10', 'P_6', 'P_5', 'P_2', 'P_4']",0,0.5
20,Bin 21,5497.678139946757,"['P_9', 'P_1', 'P_8', 'P_10', 'P_2', 'P_5', 'P_4']",0,0.5
21,Bin 22,5497.678139946757,"['P_2', 'P_7', 'P_8', 'P_9', 'P_4', 'P_5', 'P_1']",0,0.5
22,Bin 23,5497.678139946757,"['P_6', 'P_8', 'P_4', 'P_2', 'P_5', 'P_7', 'P_9']",0,0.5
23,Bin 24,5497.678139946757,"['P_2', 'P_10', 'P_7', 'P_8', 'P_9', 'P_5', 'P_1']",0,0.5
24,Bin 25,5497.678139946757,"['P_8', 'P_9', 'P_3', 'P_6', 'P_7', 'P_10', 'P_2']",0,0.5
25,Bin 26,5497.678139946757,"['P_8', 'P_4', 'P_6', 'P_7', 'P_3', 'P_2', 'P_5']",0,0.5
26,Bin 27,5497.678139946757,"['P_7', 'P_10', 'P_8', 'P_3', 'P_4', 'P_6', 'P_9', 'P_1']",0,0.5
27,Bin 28,5497.678139946757,"['P_8', 'P_4', 'P_2', 'P_5', 'P_6', 'P_9', 'P_10']",0,0.5
28,Bin 29,5497.678139946757,"['P_9', 'P_3', 'P_6', 'P_7', 'P_10', 'P_4', 'P_2']",0,0.5
29,Bin 30,5497.678139946757,"['P_7', 'P_3', 'P_5', 'P_1', 'P_8', 'P_9', 'P_6']",0,0.5
30,Bin 31,5497.678139946757,"['P_2', 'P_6', 'P_7', 'P_9', 'P_1', 'P_8', 'P_3']",0,0.5
31,Bin 32,5497.678139946757,"['P_9', 'P_5', 'P_8', 'P_2', 'P_3', 'P_10', 'P_1']",0,0.5
32,Bin 33,5497.678139946757,"['P_7', 'P_5', 'P_8', 'P_9', 'P_6', 'P_2', 'P_10', 'P_4']",0,0.5
33,Bin 34,5497.678139946757,"['P_2', 'P_10', 'P_7', 'P_5', 'P_1', 'P_6', 'P_3', 'P_8', 'P_9']",0,0.5
34,Bin 35,5497.678139946757,"['P_1', 'P_8', 'P_3', 'P_10', 'P_6', 'P_7', 'P_9']",0,0.5
35,Bin 36,5497.678139946757,"['P_7', 'P_3', 'P_8', 'P_2', 'P_9', 'P_6', 'P_10', 'P_1']",0,0.5
36,Bin 37,5497.678139946757,"['P_7', 'P_10', 'P_1', 'P_4', 'P_3', 'P_6', 'P_2']",0,0.5
37,Bin 38,5492.758084600165,"['P_5', 'P_8', 'P_4', 'P_2', 'P_9', 'P_6']",0,0.498
38,Bin 39,5490.8388415864265,"['P_9', 'P_1', 'P_7', 'P_2', 'P_4', 'P_10']",0,0.4985
39,Bin 40,5489.912612199462,"['P_9', 'P_2', 'P_5', 'P_4', 'P_1', 'P_8']",0,0.4977
40,Bin 48,4094.205326998092,"['P_4', 'P_8', 'P_7']",0,0.419
41,Bin 49,4054.038307180418,"['P_1', 'P_3', 'P_5']",0,0.4141
42,Bin 50,1105.4501653400785,"['R_28', 'P_7', 'P_2', 'P_6', 'P_10', 'P_9']",0,0.7057
43,Bin 41,1047.6261551461644,"['P_3', 'R_20', 'P_2', 'P_8', 'P_9', 'P_10', 'P_5']",0,0.7186
