,precision,recall,f1-score,support
0,0.8052826542116283,1.0,0.8921402444464269,5000.0
1,1.0,0.7582,0.8624729837333637,5000.0
accuracy,0.8791,0.8791,0.8791,0.8791
macro avg,0.9026413271058141,0.8791,0.8773066140898953,10000.0
weighted avg,0.9026413271058141,0.8791,0.8773066140898953,10000.0
