,precision,recall,f1-score,support
0,0.6619886137958427,1.0,0.7966223213574445,5000.0
1,1.0,0.4894,0.6571773868671948,5000.0
accuracy,0.7447,0.7447,0.7447,0.7447
macro avg,0.8309943068979213,0.7447,0.7268998541123197,10000.0
weighted avg,0.8309943068979213,0.7447,0.7268998541123197,10000.0
