,precision,recall,f1-score,support
0,1.0,1.0,1.0,5000.0
1,1.0,1.0,1.0,5000.0
accuracy,1.0,1.0,1.0,1.0
macro avg,1.0,1.0,1.0,10000.0
weighted avg,1.0,1.0,1.0,10000.0
