,precision,recall,f1-score,support
0,0.8613264427217916,1.0,0.9254974548819991,5000.0
1,1.0,0.839,0.9124524197933659,5000.0
accuracy,0.9195,0.9195,0.9195,0.9195
macro avg,0.9306632213608959,0.9195,0.9189749373376825,10000.0
weighted avg,0.9306632213608959,0.9195,0.9189749373376824,10000.0
