,0
,Bin 1
Bin #,"['P_7', 'P_9', 'P_3']"
Top Bin of Features:,2009.7420214416184
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5866
Number of Instances with Mismatch(es) in Bin:,4134
p-value from Log Rank Test:,0.0
