,0
,Bin 1
Bin #,"['P_5', 'P_9', 'P_1']"
Top Bin of Features:,2041.521648691311
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5819
Number of Instances with Mismatch(es) in Bin:,4181
p-value from Log Rank Test:,0.0
