,0
,Bin 1
Bin #,"['P_2', 'P_4', 'P_5', 'P_6']"
Top Bin of Features:,2774.4037536475166
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5359
Number of Instances with Mismatch(es) in Bin:,4641
p-value from Log Rank Test:,0.0
