,0
,Bin 1
Bin #,"['P_6', 'P_8', 'P_9', 'P_10']"
Top Bin of Features:,4481.126213931897
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5363
Number of Instances with Mismatch(es) in Bin:,4637
p-value from Log Rank Test:,0.0
