,precision,recall,f1-score,support
0,0.9379103357719002,1.0,0.9679605072113058,5000.0
1,1.0,0.9338,0.965766883855621,5000.0
accuracy,0.9669,0.9669,0.9669,0.9669
macro avg,0.96895516788595,0.9669,0.9668636955334634,10000.0
weighted avg,0.9689551678859502,0.9669,0.9668636955334634,10000.0
