,precision,recall,f1-score,support
0,0.8602890571231934,1.0,0.9248982611912689,5000.0
1,1.0,0.8376,0.91162385720505,5000.0
accuracy,0.9188,0.9188,0.9188,0.9188
macro avg,0.9301445285615967,0.9188000000000001,0.9182610591981595,10000.0
weighted avg,0.9301445285615966,0.9188,0.9182610591981596,10000.0
