,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,1231.6179929956288,"['P_4', 'P_5', 'P_1']",0,0.559,0.785
1,Bin 2,1212.8735381109395,"['P_4', 'P_5', 'P_10', 'P_1']",0,0.6392,0.7912
2,Bin 3,1196.9239879647173,"['P_4', 'P_5', 'P_7', 'P_1']",0,0.6422,0.7888
3,Bin 4,1183.5112900209674,"['P_4', 'P_5', 'P_7', 'P_10']",0,0.641,0.7874
4,Bin 5,1180.1855383823568,"['P_4', 'P_2', 'P_5', 'P_1']",0,0.6433,0.7907
5,Bin 6,1175.9607801602992,"['P_4', 'P_2', 'P_5']",0,0.5565,0.7801
6,Bin 7,1174.1769777149213,"['P_6', 'P_5', 'P_4']",0,0.5567,0.7801
7,Bin 8,1169.031805162833,"['P_5', 'P_4', 'P_1', 'P_9']",0,0.6446,0.7904
8,Bin 9,1160.8533320584122,"['P_1', 'P_10', 'P_7', 'P_4']",0,0.6438,0.7894
9,Bin 10,1159.5051643446286,"['P_4', 'P_5', 'P_6', 'P_10']",0,0.6405,0.7869
10,Bin 11,1158.2252000447395,"['P_4', 'P_5', 'P_3', 'P_2']",0,0.6405,0.7899
11,Bin 12,1155.9001941057984,"['P_4', 'P_5', 'P_9', 'P_6']",0,0.642,0.788
12,Bin 13,1152.1623146242987,"['P_10', 'P_4', 'P_5']",0,0.5506,0.7772
13,Bin 14,1145.0826098451398,"['P_4', 'P_2', 'P_10', 'P_5']",0,0.6391,0.7877
14,Bin 15,1144.0572882994006,"['P_4', 'P_5', 'P_7']",0,0.5561,0.7779
15,Bin 16,1137.224872864901,"['P_1', 'P_4', 'P_10']",0,0.5552,0.782
16,Bin 17,1133.9072437353798,"['P_5', 'P_7', 'P_4', 'P_6']",0,0.6434,0.7866
17,Bin 18,1133.7169138784159,"['P_9', 'P_4', 'P_1']",0,0.5623,0.7827
18,Bin 19,1133.3156869399963,"['P_5', 'P_4', 'P_9', 'P_2']",0,0.6422,0.7874
19,Bin 20,1131.6109081136362,"['P_4', 'P_2', 'P_5', 'P_7']",0,0.6431,0.7869
20,Bin 21,1129.8041408814731,"['P_10', 'P_5', 'P_1', 'P_7']",0,0.6376,0.7884
21,Bin 22,1124.8326449349993,"['P_7', 'P_1', 'P_4']",0,0.5592,0.7786
22,Bin 23,1124.7984901996733,"['P_1', 'P_10', 'P_4', 'P_9']",0,0.6432,0.7886
23,Bin 24,1121.5064461054915,"['P_10', 'P_5', 'P_1', 'P_7', 'P_4']",0,0.6992,0.7788
24,Bin 25,1119.3562896345466,"['P_10', 'P_1', 'P_7']",0,0.5562,0.7836
25,Bin 26,1118.0362254342544,"['P_4', 'P_5', 'P_7', 'P_3']",0,0.6409,0.7865
26,Bin 27,1116.3397781759322,"['P_2', 'P_5', 'P_1', 'P_9']",0,0.6419,0.7893
27,Bin 28,1115.994680406691,"['P_10', 'P_7', 'P_4']",0,0.5612,0.78
28,Bin 29,1115.4961729341192,"['P_5', 'P_4', 'P_9']",0,0.555,0.7778
29,Bin 30,1110.9421383579654,"['P_10', 'P_4', 'P_5', 'P_9']",0,0.6379,0.7841
30,Bin 31,1110.8700477205339,"['P_2', 'P_4', 'P_1']",0,0.5597,0.7811
31,Bin 32,1109.7761032291205,"['P_4', 'P_10', 'P_3', 'P_5']",0,0.6361,0.7851
32,Bin 33,1109.295488192087,"['P_4', 'P_5', 'P_3']",0,0.5521,0.7783
33,Bin 34,1108.4784985342606,"['P_10', 'P_5', 'P_1', 'P_2']",0,0.6371,0.7911
34,Bin 35,1105.6481806847205,"['P_10', 'P_5', 'P_9', 'P_1']",0,0.6419,0.7891
35,Bin 36,1103.2835992861544,"['P_7', 'P_4', 'P_5', 'P_9']",0,0.6421,0.7851
36,Bin 37,1099.3480196455819,"['P_2', 'P_10', 'P_5', 'P_3']",0,0.6378,0.7886
37,Bin 38,1099.0007760302867,"['P_4', 'P_6', 'P_1']",0,0.5587,0.7801
38,Bin 39,1098.2335255062715,"['P_1', 'P_10', 'P_4', 'P_3']",0,0.6391,0.7873
39,Bin 40,1096.5916337359577,"['P_4', 'P_5', 'P_3', 'P_6']",0,0.6395,0.7863
40,Bin 41,893.2418019889664,"['P_7', 'P_1']",0,0.4283,0.7379
41,Bin 45,832.7173979273136,"['P_10', 'P_5']",0,0.4199,0.7305
42,Bin 42,627.6284740172694,['P_4'],0,0.2578,0.6548
43,Bin 50,268.37569553185045,"['R_13', 'P_4', 'P_5']",0,0.6817,0.6357
44,Bin 43,221.37090194807809,"['P_7', 'R_263', 'P_1']",0,0.6895,0.6323
45,Bin 46,90.45737809585074,"['R_84', 'P_4']",0,0.591,0.5788
46,Bin 49,31.540758996397248,"['R_48', 'P_7', 'R_197']",0,0.7679,0.5347
47,Bin 47,2.890853391701696,"['R_228', 'R_197']",0,0.6879,0.5025
48,Bin 44,0.0,"['R_117', 'P_5', 'P_1', 'R_168', 'P_10', 'P_3']",0,0.8938,0.5846
49,Bin 48,0.0,"['R_263', 'P_1', 'R_247', 'P_10', 'P_3']",0,0.8585,0.5881
