,Bin #,Score,Bins,Threshold,High Risk Ratio
11,Bin 12,0,"['R_285', 'R_402', 'R_23', 'R_386', 'R_376', 'R_587', 'R_80', 'R_116', 'R_395', 'R_208', 'R_282', 'R_108', 'R_26', 'R_43', 'R_290', 'R_255', 'R_164', 'R_426', 'R_536', 'R_304', 'R_7', 'R_65', 'R_112', 'R_280', 'R_305', 'R_447', 'R_493', 'R_499', 'R_15', 'R_145', 'R_278', 'R_132', 'R_314', 'R_122', 'R_126', 'R_198', 'R_238', 'R_422', 'R_59']",0,1.0
12,Bin 13,0,"['R_345', 'R_392', 'R_82', 'R_534', 'R_211', 'R_48', 'R_208', 'R_326', 'R_501', 'R_156', 'R_92', 'R_401', 'R_249', 'R_497', 'R_207', 'R_353', 'R_195', 'R_200', 'R_55', 'R_267', 'R_323', 'R_105']",0,1.0
13,Bin 14,0,"['R_582', 'R_503', 'R_15', 'R_80', 'R_182', 'R_368', 'R_157', 'R_519', 'R_287', 'R_106', 'R_378', 'R_21', 'R_490', 'R_508', 'R_146', 'R_313', 'R_33', 'R_310', 'R_349', 'R_359', 'R_399', 'R_482', 'R_178', 'R_504', 'R_562', 'R_82', 'R_525', 'P_5', 'R_166', 'R_270', 'R_409', 'R_496', 'R_16', 'R_524', 'R_477']",0,1.0
14,Bin 15,0,"['R_70', 'R_219', 'R_277', 'R_395', 'R_273', 'R_67', 'R_553', 'R_582', 'R_403', 'R_500', 'R_484', 'R_215', 'R_586', 'R_186', 'R_276', 'R_550', 'R_147', 'R_435', 'R_213', 'R_200', 'R_125', 'R_35', 'R_107', 'R_225', 'R_356', 'R_91', 'R_420']",0,1.0
15,Bin 16,0,"['R_447', 'R_315', 'R_204', 'R_473', 'R_406', 'R_185', 'R_501', 'R_58', 'R_179', 'R_444', 'R_277', 'R_493', 'R_313', 'R_111', 'R_422', 'R_251', 'R_419', 'R_64', 'R_561', 'R_333', 'R_158', 'R_435', 'R_478', 'R_530', 'R_460', 'R_543', 'R_398']",0,1.0
16,Bin 17,0,"['R_472', 'R_590', 'R_244', 'R_85', 'R_86', 'R_547', 'R_275', 'R_25', 'R_383', 'R_293', 'R_433', 'R_79', 'R_513', 'R_271', 'R_555', 'R_299', 'R_32', 'R_503', 'R_71', 'R_507', 'R_154', 'R_43', 'R_495', 'R_184', 'R_350', 'R_15', 'R_126', 'R_355', 'R_186']",0,1.0
17,Bin 18,0,"['R_205', 'R_338', 'R_104', 'R_458', 'R_442', 'R_261', 'R_53', 'R_215', 'R_299', 'R_516', 'R_503', 'R_470', 'R_143', 'R_210', 'R_254', 'R_284', 'R_92', 'R_266', 'R_365', 'R_54', 'R_488', 'R_334', 'R_475', 'R_415', 'R_448']",0,1.0
18,Bin 19,0,"['R_497', 'R_223', 'R_457', 'R_20', 'R_291', 'R_290', 'R_280', 'R_575', 'R_188', 'R_353', 'R_456', 'R_511', 'R_483', 'R_498', 'R_12', 'R_274', 'R_30', 'R_492']",0,1.0
19,Bin 20,0,"['R_203', 'R_12', 'R_507', 'R_248', 'R_569', 'R_306', 'R_249', 'R_558', 'R_535', 'R_545', 'R_165', 'R_425', 'R_230', 'R_96', 'R_237', 'R_33', 'R_202', 'P_8', 'R_468', 'R_580', 'R_446', 'R_35', 'R_67', 'R_2', 'R_372', 'R_352', 'R_429', 'R_587', 'R_465', 'R_403', 'R_560', 'R_183', 'R_396']",0,1.0
20,Bin 21,0,"['R_173', 'R_445', 'R_508', 'R_435', 'R_343', 'R_531', 'R_68', 'R_28', 'R_20', 'R_264', 'R_171', 'R_418', 'R_140', 'R_246', 'R_586', 'R_141', 'R_361', 'R_239', 'R_180', 'R_450', 'R_347', 'R_124', 'R_421', 'R_182', 'R_326', 'R_458', 'R_262', 'R_191', 'R_375', 'R_267', 'R_304', 'R_565', 'R_120', 'R_518', 'R_583', 'R_434', 'R_79']",0,1.0
21,Bin 22,0,"['R_514', 'R_62', 'R_281', 'R_229', 'R_232', 'R_352', 'R_199', 'R_169', 'R_111', 'R_248', 'R_263', 'R_279', 'R_78', 'R_354', 'R_533', 'R_346', 'R_215', 'R_115', 'R_341', 'R_588', 'R_60', 'R_235', 'R_1', 'R_316', 'R_517', 'R_423', 'R_412', 'R_438']",0,1.0
22,Bin 23,0,"['R_350', 'R_265', 'R_333', 'R_276', 'P_10', 'R_457', 'R_59', 'R_519', 'R_233', 'R_282', 'R_332', 'R_130', 'R_520', 'R_323', 'R_370', 'R_44', 'R_437', 'R_118', 'R_136', 'R_193', 'R_10', 'R_68', 'R_201', 'R_417', 'R_139', 'R_383', 'R_475', 'R_296', 'R_285', 'R_137', 'R_349', 'R_4']",0,1.0
23,Bin 24,0,"['R_359', 'R_202', 'R_318', 'R_48', 'R_355', 'R_494', 'R_376', 'R_515', 'R_381', 'R_507', 'R_98', 'R_196', 'R_362', 'R_273', 'R_125', 'R_544', 'R_389', 'R_526', 'R_14', 'R_345', 'R_497', 'R_184', 'R_305', 'R_394', 'R_41', 'R_4', 'R_101', 'R_253', 'R_261', 'R_521', 'R_568']",0,1.0
24,Bin 25,0,"['R_392', 'R_570', 'R_262', 'R_234', 'R_91', 'R_548', 'R_27', 'R_57', 'R_549', 'R_441', 'R_65', 'R_68', 'R_118', 'R_555', 'R_375', 'R_275', 'R_390', 'R_468', 'R_513', 'R_205', 'R_148', 'R_39', 'R_473', 'R_14', 'R_561', 'R_393', 'R_534', 'R_467', 'R_331', 'R_431', 'R_187']",0,1.0
25,Bin 26,0,"['R_565', 'R_406', 'R_302', 'R_454', 'R_476', 'R_287', 'R_224', 'R_102', 'R_284', 'R_9', 'R_170', 'R_199', 'R_543', 'R_275', 'R_236', 'R_265', 'R_386', 'R_567', 'R_10', 'R_72', 'R_472', 'R_108', 'R_331', 'R_501']",0,1.0
26,Bin 27,0,"['R_21', 'R_89', 'R_230', 'R_148', 'R_571', 'R_169', 'R_257', 'R_322', 'R_286', 'R_208', 'R_168', 'R_92', 'R_349', 'R_534', 'R_335', 'R_287', 'R_441', 'R_417', 'R_321', 'R_477', 'R_210', 'R_424', 'R_154', 'R_533', 'R_93', 'R_576']",0,1.0
27,Bin 28,0,"['R_322', 'R_542', 'R_585', 'R_192', 'R_427', 'R_265', 'R_329', 'R_561', 'R_357', 'R_42', 'R_286', 'R_578', 'R_223', 'R_292', 'R_449', 'R_407', 'R_571', 'R_463', 'R_149', 'R_33', 'R_197', 'R_257', 'R_419', 'R_30', 'P_5', 'R_121']",0,1.0
28,Bin 29,0,"['R_447', 'R_414', 'R_295', 'R_128', 'R_300', 'R_315', 'R_446', 'R_579', 'R_50', 'R_247', 'R_494', 'R_243', 'R_339', 'R_375', 'R_434', 'R_162', 'R_33', 'R_342', 'R_336', 'R_231', 'R_518', 'R_584', 'R_512', 'R_495', 'R_256', 'R_304', 'R_177', 'R_148', 'R_390', 'R_119', 'R_200']",0,1.0
29,Bin 30,0,"['R_388', 'R_538', 'R_336', 'R_433', 'R_377', 'R_396', 'R_161', 'R_135', 'R_150', 'R_222', 'R_360', 'R_366', 'R_344', 'R_348', 'R_370', 'R_241', 'R_2', 'R_166', 'R_214', 'R_246', 'R_238', 'R_501', 'R_1', 'R_334', 'R_143']",0,1.0
30,Bin 31,0,"['R_450', 'R_414', 'R_124', 'R_198', 'P_9', 'R_576', 'R_260', 'R_161', 'R_372', 'R_13', 'R_349', 'R_419', 'R_513', 'R_91', 'R_262', 'R_384', 'R_526', 'R_8', 'R_6', 'R_486', 'R_18', 'R_490', 'R_542', 'R_524', 'R_238', 'R_559', 'R_224', 'R_446', 'R_58', 'R_351', 'R_189', 'R_535']",0,1.0
31,Bin 32,0,"['R_447', 'R_382', 'R_298', 'R_283', 'R_224', 'R_391', 'R_229', 'R_102', 'R_260', 'R_98', 'R_522', 'R_545', 'R_228', 'R_37', 'R_581', 'R_61', 'R_121', 'R_324', 'R_487', 'R_38', 'R_16', 'R_514', 'R_372', 'R_495', 'R_575', 'R_442', 'R_440', 'R_133', 'R_90']",0,1.0
32,Bin 33,0,"['R_205', 'R_551', 'R_259', 'R_347', 'R_252', 'R_297', 'R_346', 'R_254', 'R_572', 'R_440', 'R_573', 'R_408', 'R_342', 'R_552', 'R_304', 'R_558', 'R_100', 'R_199', 'R_535', 'R_531', 'R_367', 'R_130', 'R_164', 'R_73', 'R_246', 'R_49', 'R_54']",0,1.0
33,Bin 34,0,"['R_129', 'R_45', 'R_256', 'R_425', 'R_126', 'R_577', 'R_179', 'R_9', 'R_253', 'R_437', 'R_410', 'R_308', 'R_14', 'R_277', 'R_387', 'R_544', 'P_2', 'R_584', 'R_362']",0,1.0
34,Bin 35,0,"['R_566', 'R_521', 'R_58', 'R_504', 'R_178', 'R_276', 'R_197', 'R_307', 'R_411', 'R_250', 'R_156', 'R_386', 'R_311', 'R_269', 'R_12', 'R_505', 'R_220', 'R_141', 'R_526', 'R_66', 'R_520', 'R_482', 'R_397', 'R_17', 'R_405', 'R_20', 'R_416', 'R_136', 'R_244', 'R_259', 'R_154', 'R_5', 'R_161', 'R_323', 'R_92', 'R_294', 'R_81', 'R_119', 'R_383', 'R_34', 'R_424', 'R_248', 'R_205']",0,1.0
35,Bin 36,0,"['R_125', 'R_477', 'R_543', 'R_60', 'R_422', 'R_412', 'R_224', 'R_362', 'R_395', 'R_523', 'R_98', 'R_494', 'R_46', 'R_193', 'R_509', 'R_132', 'R_584', 'R_380', 'R_270', 'R_241', 'R_315', 'R_544', 'R_409', 'R_155', 'R_428', 'R_537']",0,1.0
36,Bin 37,0,"['R_173', 'R_365', 'R_104', 'R_421', 'R_51', 'R_327', 'R_36', 'R_227', 'R_430', 'R_363', 'R_455', 'R_119', 'R_266', 'R_169', 'R_149', 'R_192', 'R_400', 'R_356', 'R_47', 'R_212', 'R_41', 'R_73', 'R_481', 'R_262', 'R_18', 'R_298', 'R_379', 'R_335', 'R_115', 'R_53', 'R_8', 'R_321', 'R_441', 'R_208', 'P_7', 'R_580', 'R_182']",0,1.0
37,Bin 38,0,"['R_541', 'R_420', 'R_485', 'R_483', 'R_343', 'R_228', 'R_400', 'R_433', 'R_193', 'R_139', 'R_417', 'R_283', 'R_83', 'R_340', 'R_4', 'R_529', 'R_54', 'R_489', 'R_589', 'R_202', 'R_176', 'R_217', 'R_586', 'R_240', 'R_6', 'R_249', 'R_479', 'R_110', 'R_267', 'R_574', 'R_486', 'R_542']",0,1.0
38,Bin 39,0,"['R_212', 'R_303', 'R_12', 'R_369', 'R_97', 'R_435', 'R_133', 'R_385', 'R_588', 'R_573', 'R_57', 'R_280', 'R_559', 'R_265', 'R_73', 'R_555', 'R_325', 'R_219']",0,1.0
39,Bin 40,0,"['R_244', 'R_396', 'R_140', 'R_351', 'R_117', 'R_312', 'R_374', 'R_482', 'R_15', 'R_330', 'R_31', 'R_553', 'R_432', 'R_230', 'R_124', 'R_60', 'R_121', 'R_142', 'R_320', 'R_399', 'R_377', 'R_155', 'R_308', 'R_402', 'R_91', 'R_575']",0,1.0
40,Bin 41,0,"['R_474', 'R_327', 'R_218', 'R_533', 'R_2', 'R_90', 'R_505', 'R_20', 'R_140', 'R_588', 'R_361', 'R_191', 'R_565', 'R_79', 'R_555', 'R_199', 'R_37', 'R_215', 'R_235', 'R_423']",0,1.0
41,Bin 42,0,"['R_140', 'R_483', 'R_123', 'R_368', 'R_506', 'R_383', 'R_163', 'R_202', 'R_387', 'R_184', 'R_357', 'R_87', 'R_245', 'R_260', 'R_5', 'R_553', 'R_365', 'R_427', 'R_38', 'R_209', 'R_551', 'R_463', 'R_287', 'R_329', 'R_445', 'R_586', 'R_239', 'R_543', 'R_450', 'R_250', 'R_208', 'R_385', 'R_518', 'R_62', 'R_241', 'R_229', 'R_352', 'R_115', 'R_517']",0,1.0
42,Bin 43,0,"['R_205', 'R_551', 'R_259', 'R_252', 'R_380', 'R_342', 'R_552', 'R_100', 'R_199', 'R_531', 'R_130', 'R_164', 'R_49', 'R_253', 'R_243', 'R_434', 'R_127', 'R_584', 'R_111', 'R_15', 'R_378', 'R_575']",0,1.0
43,Bin 44,0,"['R_300', 'R_347', 'R_572', 'R_573', 'R_408', 'R_305', 'R_535', 'R_367', 'R_73', 'R_246', 'R_54', 'R_447', 'R_295', 'R_451', 'R_446', 'R_494', 'R_375', 'R_543', 'R_162', 'R_351', 'R_489', 'R_353', 'R_35', 'R_554', 'R_424', 'R_313']",0,1.0
44,Bin 45,0,"['R_219', 'R_582', 'R_38', 'R_403', 'R_500', 'R_586', 'R_482', 'R_435', 'R_125', 'R_225', 'R_91', 'R_140', 'R_166', 'R_123', 'R_484', 'R_368', 'R_217', 'R_327', 'R_218', 'R_357', 'R_338', 'R_315', 'R_49', 'R_533', 'R_2', 'R_258', 'R_553', 'R_365']",0,1.0
45,Bin 46,0,"['R_318', 'R_70', 'R_266', 'R_277', 'R_350', 'R_484', 'R_215', 'R_276', 'R_265', 'R_550', 'R_213', 'R_200', 'R_306', 'R_356', 'R_420', 'R_474', 'P_8', 'R_387', 'R_245', 'R_157', 'R_260', 'R_192', 'R_427', 'R_20', 'R_505', 'R_483', 'R_329']",0,1.0
46,Bin 47,0,"['R_541', 'R_483', 'R_193', 'R_417', 'R_83', 'R_4', 'R_511', 'R_589', 'R_176', 'R_533', 'R_586', 'R_249', 'R_92', 'R_479', 'R_415', 'R_574', 'R_21', 'R_89', 'R_571', 'R_257', 'R_286', 'R_208', 'R_99', 'R_349', 'R_534', 'R_441', 'R_321', 'R_514', 'R_210', 'R_93']",0,1.0
47,Bin 48,0,"['R_420', 'R_485', 'R_343', 'R_400', 'R_139', 'R_33', 'R_340', 'R_219', 'R_54', 'R_489', 'R_202', 'R_217', 'R_110', 'R_473', 'R_267', 'R_542', 'R_230', 'R_148', 'R_169', 'R_164', 'R_322', 'R_92', 'R_335', 'R_417', 'R_15', 'R_477', 'R_424']",0,1.0
48,Bin 49,0,"['R_388', 'R_433', 'R_222', 'R_91', 'R_366', 'R_329', 'R_344', 'R_241', 'R_2', 'R_246', 'R_551', 'R_238', 'R_334', 'R_497', 'R_355', 'R_223', 'R_457', 'R_353', 'R_498', 'R_12', 'R_492']",0,1.0
49,Bin 50,0,"['R_538', 'R_377', 'R_396', 'R_161', 'R_143', 'R_135', 'R_150', 'R_360', 'R_258', 'R_348', 'R_513', 'R_166', 'R_214', 'R_501', 'R_20', 'R_291', 'R_558', 'R_290', 'R_575', 'R_188', 'R_456', 'R_483', 'R_274']",0,1.0
