,Bin #,Score,Bins,Threshold,High Risk Ratio
0,Bin 1,0,"['R_298', 'R_102', 'R_489', 'R_30', 'R_404', 'R_295', 'R_217', 'R_509', 'R_100', 'R_11', 'R_548', 'R_264', 'R_563', 'R_444', 'R_312', 'R_422', 'R_393', 'R_481', 'R_369', 'R_149', 'R_154', 'R_83', 'R_45']",0,1.0
1,Bin 2,0,"['R_140', 'R_123', 'R_368', 'R_474', 'R_506', 'R_163', 'R_327', 'R_218', 'R_387', 'R_357', 'R_315', 'R_245', 'R_157', 'R_533', 'R_260', 'R_5', 'R_2', 'R_553', 'R_365', 'R_427', 'R_38', 'R_209', 'R_505', 'R_551', 'R_463', 'R_329']",0,1.0
2,Bin 3,0,"['R_183', 'R_484', 'R_59', 'R_240', 'R_180', 'R_60', 'R_235', 'R_348', 'R_284', 'R_318', 'R_286', 'R_343', 'R_1', 'R_178', 'R_80', 'R_429', 'R_295', 'R_100', 'R_162', 'R_443', 'R_424', 'R_440', 'R_347', 'R_70', 'R_203', 'R_491', 'R_287', 'R_459', 'R_571', 'R_322', 'R_455']",0,1.0
3,Bin 4,0,"['R_393', 'R_367', 'R_429', 'R_391', 'R_3', 'R_571', 'R_83', 'R_138', 'R_412', 'R_491', 'R_269', 'R_331', 'R_379', 'R_151', 'R_144', 'R_186', 'R_29', 'P_9', 'R_330', 'R_163', 'R_420', 'R_351', 'R_45', 'R_218', 'R_213', 'R_93', 'R_479', 'R_459', 'R_526', 'R_229', 'R_564', 'R_84', 'R_52', 'R_56']",0,1.0
4,Bin 5,0,"['R_1', 'R_567', 'R_279', 'R_172', 'R_25', 'R_517', 'R_244', 'R_366', 'R_536', 'R_140', 'R_24', 'R_578', 'R_174', 'R_451', 'R_242', 'R_311', 'R_39', 'R_391', 'R_351', 'R_184', 'R_458', 'R_134', 'R_202', 'R_76', 'R_324', 'R_493', 'R_537', 'R_582', 'R_291']",0,1.0
5,Bin 6,0,"['R_194', 'R_286', 'R_453', 'R_283', 'R_411', 'R_318', 'R_539', 'R_40', 'R_144', 'R_538', 'R_452', 'R_263', 'R_474', 'R_236', 'R_357', 'R_217', 'R_282', 'R_219', 'R_517', 'R_399', 'R_146', 'P_8', 'R_378', 'R_562', 'R_568', 'R_295', 'R_233', 'R_131', 'R_366', 'R_457', 'R_284', 'R_561']",0,1.0
6,Bin 7,0,"['R_59', 'R_193', 'R_178', 'R_327', 'R_90', 'R_345', 'R_511', 'R_359', 'R_26', 'R_407', 'R_194', 'R_439', 'R_63', 'R_466', 'R_11', 'R_235', 'R_320', 'R_40', 'R_412', 'R_454', 'R_236', 'R_524', 'R_94', 'R_438', 'R_233', 'R_120']",0,1.0
7,Bin 8,0,"['R_440', 'R_427', 'R_402', 'R_50', 'R_535', 'P_7', 'R_36', 'R_376', 'R_6', 'R_369', 'R_210', 'R_413', 'R_528', 'R_438', 'R_250', 'R_240', 'R_400', 'R_22', 'R_74', 'R_466', 'R_107', 'P_6', 'R_48', 'R_164', 'R_165', 'R_527', 'R_102', 'R_231', 'R_313', 'R_389', 'R_158', 'R_136', 'R_247', 'R_403', 'R_486']",0,1.0
8,Bin 9,0,"['R_253', 'R_464', 'R_489', 'R_522', 'R_316', 'R_149', 'R_401', 'R_10', 'R_469', 'R_88', 'R_572', 'R_308', 'R_524', 'R_303', 'R_113', 'R_3', 'R_536', 'R_321', 'R_393', 'R_300', 'R_320', 'R_302', 'R_543', 'R_382', 'R_229', 'R_225']",0,1.0
9,Bin 10,0,"['R_414', 'R_410', 'R_487', 'R_6', 'R_35', 'R_137', 'R_288', 'R_496', 'R_83', 'R_269', 'R_322', 'R_138', 'R_176', 'R_114', 'R_485', 'R_24', 'R_377', 'R_54', 'R_466', 'R_19', 'R_36', 'R_486', 'R_417', 'R_557', 'R_192', 'R_539', 'R_578']",0,1.0
10,Bin 11,0,"['R_211', 'R_467', 'R_94', 'R_175', 'R_62', 'R_424', 'R_465', 'R_71', 'R_307', 'R_471', 'R_8', 'R_570', 'R_483', 'R_326', 'R_156', 'R_3', 'R_444', 'R_190', 'R_369', 'R_281', 'P_1', 'R_498', 'R_503', 'R_386', 'R_371', 'R_383', 'R_559', 'R_380', 'R_215', 'R_283', 'R_152', 'R_442']",0,1.0
