,Bin #,Score,Bins,Threshold,High Risk Ratio
12,Bin 13,0,"['R_172', 'R_503', 'R_590', 'R_623', 'R_276', 'R_688', 'R_29', 'R_373', 'R_661', 'R_416', 'R_297', 'R_464', 'R_17', 'R_329', 'R_222', 'R_50', 'R_340', 'R_561', 'R_73', 'R_347', 'R_226', 'R_633', 'R_422', 'R_275', 'R_510', 'R_167', 'R_560', 'R_56']",0,1.0
13,Bin 14,0,"['R_9', 'R_210', 'R_469', 'R_135', 'R_589', 'R_376', 'R_508', 'R_345', 'R_102', 'R_348', 'R_646', 'R_272', 'R_38', 'R_187', 'R_687', 'R_415', 'R_634', 'R_319', 'P_3', 'R_226', 'R_31', 'R_339', 'R_434', 'R_62', 'R_479', 'R_268', 'R_549', 'R_178', 'R_640', 'R_140', 'R_118', 'R_125', 'R_407', 'R_165', 'R_685', 'R_438', 'R_495', 'R_592', 'R_126']",0,1.0
14,Bin 15,0,"['R_619', 'R_387', 'R_196', 'R_622', 'R_225', 'R_672', 'R_20', 'R_473', 'R_627', 'R_35', 'R_458', 'R_153', 'R_345', 'R_591', 'R_464', 'R_271', 'R_511', 'R_114', 'R_460', 'R_205', 'R_227', 'R_238', 'R_485', 'R_188', 'R_323', 'R_307', 'R_258', 'R_195', 'R_388', 'R_21', 'R_215', 'R_678', 'R_583', 'R_490', 'R_569', 'R_291']",0,1.0
15,Bin 16,0,"['R_213', 'R_25', 'R_17', 'R_433', 'R_68', 'R_586', 'R_395', 'R_453', 'R_215', 'R_296', 'R_277', 'R_631', 'R_302', 'R_230', 'R_319', 'R_393', 'R_31', 'R_578', 'R_487', 'R_454', 'R_604', 'R_437', 'R_428', 'R_173', 'R_429', 'R_347', 'R_614', 'R_220', 'R_281', 'P_7', 'R_317']",0,1.0
16,Bin 17,0,"['R_488', 'R_348', 'R_575', 'R_144', 'R_254', 'R_516', 'R_81', 'R_97', 'R_551', 'R_648', 'R_103', 'R_665', 'R_333', 'R_426', 'R_91', 'R_218', 'R_611', 'R_657', 'R_633', 'R_257', 'R_621', 'R_21', 'R_457', 'R_262', 'R_190', 'R_525', 'R_69', 'R_229', 'R_136', 'R_683', 'R_79', 'R_45', 'R_448']",0,1.0
17,Bin 18,0,"['R_145', 'R_460', 'R_580', 'R_150', 'R_369', 'R_595', 'R_2', 'R_349', 'R_479', 'R_510', 'R_93', 'R_313', 'R_348', 'R_332', 'R_15', 'R_485', 'R_440', 'R_1', 'R_290', 'R_108', 'R_70', 'R_612', 'R_354', 'R_657', 'R_284', 'R_344', 'R_137', 'R_333', 'R_14']",0,1.0
18,Bin 19,0,"['R_577', 'R_214', 'R_427', 'R_320', 'R_504', 'R_374', 'R_648', 'R_47', 'R_664', 'R_56', 'R_608', 'R_438', 'R_510', 'R_51', 'R_686', 'R_483', 'R_17', 'R_276', 'R_513', 'R_397', 'R_52', 'R_554']",0,1.0
19,Bin 20,0,"['R_612', 'R_135', 'R_686', 'R_190', 'R_128', 'P_2', 'R_444', 'R_406', 'R_234', 'R_53', 'R_251', 'R_656', 'R_394', 'R_194', 'R_278', 'R_553', 'R_247', 'R_63', 'R_593', 'R_43', 'R_474', 'R_237', 'R_103', 'R_381', 'R_96', 'R_213', 'R_291', 'R_107', 'R_287', 'R_305', 'R_202', 'R_191', 'R_410', 'R_505', 'R_61', 'R_672', 'R_169']",0,1.0
20,Bin 21,0,"['R_175', 'R_345', 'R_69', 'R_676', 'R_288', 'R_647', 'R_13', 'R_7', 'R_72', 'R_465', 'R_536', 'R_635', 'R_241', 'R_432', 'R_588', 'R_546', 'R_580', 'R_141', 'R_386', 'R_325', 'R_20', 'R_203', 'R_147', 'R_264', 'R_322', 'R_416', 'R_525', 'R_366', 'R_278', 'R_116', 'R_552', 'R_559', 'R_431', 'R_370', 'R_180', 'R_687', 'R_626']",0,1.0
21,Bin 22,0,"['R_538', 'R_139', 'R_167', 'R_614', 'R_232', 'R_287', 'R_175', 'R_188', 'R_69', 'R_411', 'R_31', 'R_468', 'R_658', 'R_390', 'R_503', 'R_15', 'R_29', 'R_466', 'R_84', 'R_97', 'R_576', 'R_257', 'R_239', 'R_307', 'R_586', 'R_598', 'R_193', 'R_334', 'R_297', 'R_101', 'R_360', 'P_2', 'R_579']",0,1.0
22,Bin 23,0,"['R_127', 'R_545', 'R_535', 'R_677', 'R_18', 'R_374', 'R_630', 'R_414', 'R_344', 'R_260', 'R_216', 'R_291', 'R_496', 'R_91', 'R_404', 'R_562', 'R_362', 'R_652', 'R_690', 'R_685', 'R_50', 'R_480', 'R_68', 'R_84', 'R_674', 'R_227', 'R_53', 'R_328', 'R_103', 'R_9', 'R_597', 'R_594', 'R_14', 'R_16', 'R_411', 'R_543']",0,1.0
23,Bin 24,0,"['R_482', 'R_390', 'R_57', 'R_381', 'R_251', 'R_672', 'R_342', 'R_23', 'R_195', 'R_540', 'R_476', 'R_330', 'R_446', 'R_49', 'R_58', 'R_455', 'R_571', 'R_598', 'R_679', 'R_30', 'R_437', 'R_604', 'R_109', 'R_86', 'R_549', 'R_338', 'R_659', 'R_663', 'R_421', 'R_113', 'R_319', 'R_74', 'R_131', 'R_115', 'R_253', 'R_298', 'R_189', 'R_686', 'R_431']",0,1.0
24,Bin 25,0,"['R_358', 'R_90', 'R_36', 'R_528', 'R_617', 'R_191', 'R_482', 'R_366', 'R_49', 'R_11', 'R_218', 'R_663', 'R_181', 'R_336', 'R_80', 'R_161', 'R_449', 'R_203', 'R_86', 'R_558', 'R_14', 'R_168', 'R_271', 'R_164', 'R_566', 'R_399', 'R_81', 'R_544', 'R_110', 'P_5', 'R_681', 'R_561', 'R_342', 'R_41', 'R_485', 'R_506']",0,1.0
25,Bin 26,0,"['R_174', 'R_659', 'R_192', 'R_604', 'R_639', 'R_163', 'R_306', 'R_206', 'R_292', 'R_524', 'R_486', 'R_14', 'R_100', 'R_11', 'R_545', 'R_337', 'R_344', 'R_270', 'R_669', 'R_517', 'R_120', 'R_616', 'R_281', 'R_180', 'R_210', 'P_4', 'R_203', 'R_475', 'R_148', 'R_190', 'R_498', 'R_29', 'R_462', 'R_48', 'R_67', 'R_470']",0,1.0
26,Bin 27,0,"['R_648', 'R_460', 'R_262', 'R_292', 'R_618', 'R_391', 'R_424', 'R_585', 'R_504', 'R_646', 'R_382', 'R_138', 'R_205', 'R_601', 'R_51', 'R_600', 'R_220', 'R_221', 'R_453', 'R_566', 'R_299', 'R_645', 'R_310', 'R_293', 'R_567', 'R_251', 'R_19', 'R_622', 'R_110', 'P_8', 'R_557', 'R_501', 'R_112', 'R_15']",0,1.0
27,Bin 28,0,"['R_477', 'R_542', 'R_94', 'R_281', 'R_243', 'R_664', 'R_385', 'R_472', 'R_333', 'R_297', 'R_408', 'R_12', 'R_608', 'R_425', 'R_581', 'R_219', 'R_594', 'R_204', 'R_597', 'R_523', 'R_53', 'R_344', 'R_386', 'R_308', 'R_545', 'R_553', 'R_602', 'R_216']",0,1.0
28,Bin 29,0,"['R_117', 'R_278', 'R_437', 'R_610', 'R_328', 'R_442', 'R_369', 'R_50', 'R_24', 'R_208', 'R_476', 'R_58', 'R_110', 'R_327', 'R_656', 'R_485', 'R_620', 'R_86', 'R_168', 'R_243', 'R_66', 'R_509', 'R_275', 'R_364', 'R_641', 'R_608', 'R_397', 'R_507', 'R_682', 'R_74', 'R_422', 'R_604', 'R_635', 'R_10', 'R_313', 'R_296', 'R_43']",0,1.0
29,Bin 30,0,"['R_51', 'R_298', 'R_619', 'R_256', 'R_217', 'P_10', 'R_653', 'R_154', 'R_226', 'R_151', 'R_280', 'R_642', 'R_431', 'R_426', 'R_141', 'R_678', 'R_113', 'R_423', 'R_657', 'R_440', 'R_562', 'R_527', 'R_509', 'R_450', 'R_322', 'R_192', 'R_424', 'R_356', 'R_84', 'R_384', 'R_152', 'R_99']",0,1.0
30,Bin 31,0,"['R_124', 'R_565', 'R_422', 'R_582', 'R_16', 'R_452', 'R_616', 'R_642', 'R_262', 'R_365', 'R_489', 'R_353', 'R_88', 'R_389', 'R_148', 'R_471', 'R_396', 'R_305', 'R_360', 'R_292', 'R_8', 'R_6', 'R_461', 'R_118', 'R_521', 'R_468', 'R_606', 'R_66', 'R_338', 'R_26', 'R_145', 'R_129', 'R_271', 'R_320', 'R_246', 'R_684']",0,1.0
31,Bin 32,0,"['R_103', 'R_93', 'R_541', 'R_364', 'R_234', 'R_551', 'R_130', 'R_113', 'R_306', 'R_254', 'R_513', 'R_474', 'R_320', 'R_183', 'R_28', 'R_659', 'R_286', 'R_354', 'R_642', 'R_605', 'R_2', 'R_490', 'R_231', 'R_402', 'R_663', 'R_4', 'R_478', 'R_629', 'R_426', 'R_682']",0,1.0
32,Bin 33,0,"['R_563', 'R_314', 'R_187', 'R_173', 'R_203', 'R_548', 'R_413', 'R_632', 'R_326', 'R_530', 'R_157', 'R_636', 'R_355', 'R_244', 'R_470', 'R_634', 'R_650', 'P_9', 'R_676', 'R_201', 'R_439', 'R_303', 'R_289', 'R_79', 'R_323', 'R_122', 'R_238', 'R_253', 'R_272', 'R_537', 'R_36', 'R_280']",0,1.0
33,Bin 34,0,"['R_582', 'R_564', 'R_163', 'R_286', 'R_401', 'R_124', 'R_506', 'R_436', 'R_276', 'R_314', 'R_489', 'R_670', 'R_601', 'R_132', 'R_267', 'R_7', 'R_560', 'R_179', 'R_690', 'R_307', 'R_424', 'R_541']",0,1.0
34,Bin 35,0,"['R_426', 'R_546', 'R_669', 'R_54', 'R_643', 'R_336', 'R_518', 'R_681', 'R_91', 'R_559', 'R_259', 'R_672', 'R_48', 'R_487', 'R_562', 'R_322', 'R_216', 'R_455', 'R_350', 'R_630', 'P_6', 'R_556', 'R_549', 'R_179', 'R_240', 'R_141', 'R_83', 'R_529', 'R_464', 'R_132', 'R_501', 'R_292', 'R_624', 'R_655', 'R_283', 'R_515', 'R_499', 'R_166', 'R_72', 'R_608', 'R_429', 'R_184', 'R_517', 'R_675', 'R_69', 'R_133', 'R_228', 'R_411']",0,1.0
35,Bin 36,0,"['R_645', 'R_33', 'R_318', 'R_198', 'R_338', 'R_418', 'R_197', 'R_587', 'R_617', 'R_253', 'R_224', 'R_566', 'R_640', 'R_379', 'R_409', 'R_456', 'R_98', 'R_579', 'R_61', 'R_135', 'R_242', 'R_109', 'R_322', 'P_10', 'R_558', 'R_497', 'R_613', 'R_47', 'R_602', 'R_439', 'R_125', 'R_355', 'R_105', 'R_172', 'R_159', 'R_4']",0,1.0
36,Bin 37,0,"['R_211', 'R_534', 'R_10', 'R_323', 'R_386', 'R_325', 'R_557', 'R_666', 'R_62', 'R_413', 'R_176', 'R_193', 'R_96', 'R_37', 'R_401', 'R_603', 'R_187', 'R_394', 'R_321', 'R_380', 'R_144', 'R_134', 'R_6', 'R_252', 'R_575', 'R_161', 'R_593', 'R_500', 'R_83', 'R_55', 'R_109', 'R_396', 'R_686', 'R_525', 'R_385', 'R_101', 'R_467', 'R_536']",0,1.0
37,Bin 38,0,"['R_501', 'R_397', 'R_139', 'R_211', 'R_257', 'R_215', 'R_537', 'R_519', 'R_214', 'R_8', 'R_536', 'R_647', 'R_670', 'R_62', 'R_523', 'R_286', 'R_518', 'R_430', 'R_657', 'R_636', 'R_146', 'R_32', 'R_661', 'R_156', 'R_174', 'R_47', 'R_85', 'R_512', 'R_592', 'R_497', 'R_46', 'R_388', 'R_76', 'R_446', 'R_94', 'R_502', 'P_7', 'R_121', 'R_283', 'R_416']",0,1.0
38,Bin 39,0,"['R_220', 'R_648', 'R_320', 'R_311', 'R_666', 'R_346', 'R_538', 'R_367', 'R_145', 'R_60', 'R_65', 'R_13', 'R_425', 'R_151', 'R_443', 'R_506', 'R_28', 'R_225', 'R_270', 'R_80', 'R_149', 'R_628', 'R_400', 'R_247', 'R_471', 'R_572']",0,1.0
39,Bin 40,0,"['R_82', 'R_321', 'R_527', 'R_352', 'R_80', 'R_521', 'R_353', 'R_294', 'R_655', 'R_312', 'R_610', 'R_381', 'R_55', 'R_412', 'R_165', 'R_401', 'R_174', 'R_223', 'R_263', 'R_537', 'R_602', 'R_458', 'R_141', 'R_139', 'R_481', 'R_318', 'R_167', 'R_221', 'R_542']",0,1.0
40,Bin 41,0,"['R_145', 'R_270', 'R_369', 'P_9', 'R_463', 'R_509', 'R_335', 'R_514', 'R_117', 'R_15', 'R_224', 'R_336', 'R_537', 'R_560', 'R_608', 'R_528', 'R_160', 'R_433', 'R_460', 'R_358', 'R_646', 'R_92', 'R_382', 'R_261', 'R_597', 'R_182', 'R_215', 'R_8', 'R_518', 'R_444', 'R_174', 'R_5', 'R_502']",0,1.0
41,Bin 42,0,"['R_558', 'R_506', 'R_400', 'R_66', 'R_682', 'R_510', 'R_557', 'R_224', 'R_487', 'R_447', 'R_292', 'R_62', 'R_154', 'R_309', 'R_68', 'R_275', 'R_112', 'R_520', 'R_495', 'R_488', 'R_345', 'R_437', 'R_673', 'R_361', 'R_375', 'R_315', 'R_396', 'R_211', 'R_253', 'R_440', 'R_32', 'R_388', 'R_542', 'R_97', 'R_283']",0,1.0
42,Bin 43,0,"['R_506', 'R_270', 'R_688', 'R_205', 'R_66', 'R_463', 'R_228', 'R_335', 'R_514', 'R_682', 'R_117', 'R_510', 'R_15', 'R_224', 'R_367', 'R_608', 'R_440', 'R_358', 'R_646', 'R_92', 'R_112', 'R_182', 'R_520', 'R_382', 'R_488', 'R_127', 'R_374', 'R_344', 'R_260', 'R_496', 'R_257', 'R_362', 'R_690', 'R_68', 'R_84', 'R_674', 'R_328', 'R_103', 'R_9', 'R_594', 'R_543']",0,1.0
43,Bin 44,0,"['R_145', 'R_582', 'R_558', 'R_427', 'R_400', 'R_369', 'R_305', 'R_509', 'R_689', 'R_336', 'R_537', 'R_487', 'R_471', 'R_560', 'R_528', 'R_433', 'R_101', 'R_309', 'R_68', 'R_495', 'R_545', 'R_535', 'R_366', 'R_677', 'R_18', 'R_216', 'R_401', 'R_91', 'R_404', 'R_685', 'R_554', 'R_50', 'R_480', 'R_418', 'R_227', 'R_53', 'R_286', 'R_597', 'R_411']",0,1.0
44,Bin 45,0,"['R_323', 'R_127', 'R_545', 'R_387', 'R_535', 'R_414', 'R_344', 'R_291', 'R_362', 'R_542', 'R_652', 'R_423', 'R_68', 'R_229', 'R_674', 'R_597', 'R_594', 'R_16', 'R_235', 'R_543', 'R_458', 'R_286', 'R_436', 'R_145', 'R_230', 'R_591', 'R_80', 'R_503', 'R_688', 'R_509', 'R_205', 'R_648', 'R_510', 'R_173', 'R_579', 'R_79', 'R_15']",0,1.0
45,Bin 46,0,"['R_677', 'R_354', 'R_374', 'R_216', 'R_28', 'R_496', 'R_142', 'R_91', 'R_232', 'R_404', 'R_562', 'P_4', 'R_685', 'R_480', 'R_227', 'R_103', 'R_9', 'R_411', 'R_582', 'R_144', 'R_148', 'R_539', 'R_670', 'R_560', 'R_538', 'R_443', 'R_682', 'R_618', 'R_137', 'R_557', 'R_230', 'R_387']",0,1.0
46,Bin 47,0,"['R_582', 'R_452', 'R_448', 'R_262', 'R_625', 'R_489', 'R_389', 'R_148', 'R_471', 'R_396', 'R_360', 'R_606', 'R_66', 'R_338', 'R_129', 'R_271', 'R_569', 'R_320', 'R_684', 'R_604', 'R_292', 'R_391', 'R_424', 'R_68', 'R_646', 'R_382', 'P_9', 'R_205', 'R_220', 'R_566', 'R_215', 'R_299', 'R_645', 'R_14', 'R_310', 'R_293', 'R_251', 'R_557']",0,1.0
47,Bin 48,0,"['R_124', 'R_565', 'R_688', 'R_422', 'R_16', 'R_345', 'R_353', 'R_240', 'R_8', 'R_461', 'R_523', 'R_118', 'R_394', 'R_521', 'R_26', 'R_681', 'R_145', 'R_246', 'R_587', 'R_460', 'R_424', 'R_618', 'R_601', 'R_51', 'R_230', 'R_600', 'R_380', 'R_453', 'R_567', 'R_622', 'R_130', 'R_110', 'P_8', 'R_501', 'R_15']",0,1.0
48,Bin 49,0,"['R_496', 'R_309', 'R_275', 'R_537', 'R_544', 'R_488', 'R_628', 'R_330', 'R_410', 'R_447', 'R_324', 'R_542', 'R_501', 'R_230', 'R_369', 'R_637', 'R_670', 'R_456', 'R_156', 'R_655', 'R_497', 'R_46', 'R_678', 'R_76', 'R_121', 'R_416', 'R_28', 'R_546', 'R_630', 'R_669', 'R_556', 'R_179', 'R_240', 'R_529', 'R_661', 'R_292', 'R_624', 'R_197', 'R_608', 'R_148', 'R_184', 'R_133', 'R_648', 'R_162', 'R_460', 'R_424', 'R_138', 'R_310', 'R_165', 'R_312', 'R_19', 'R_83', 'R_438', 'P_8', 'R_557']",0,1.0
49,Bin 50,0,"['R_82', 'R_263', 'R_236', 'R_171', 'R_489', 'R_42', 'R_551', 'R_397', 'R_634', 'R_139', 'R_536', 'R_647', 'R_49', 'R_62', 'R_286', 'R_518', 'R_636', 'R_496', 'R_47', 'R_460', 'R_85', 'R_190', 'R_512', 'R_446', 'R_54', 'R_672', 'R_562', 'R_319', 'R_216', 'R_8', 'R_561', 'R_676', 'R_464', 'R_132', 'R_517', 'R_391', 'R_218', 'R_205', 'R_51', 'R_453', 'R_284', 'R_112']",0,1.0
