,Bin #,Score,Bins
0,Bin 15,3940.9570878802547,"['P_10', 'P_4', 'P_9']"
1,Bin 18,3796.684820606196,"['P_4', 'P_2', 'P_5']"
2,Bin 27,3781.797514960426,"['P_2', 'P_6', 'P_3']"
3,Bin 14,3776.593187617194,"['P_7', 'P_4', 'P_2']"
4,Bin 20,3769.8260946564847,"['P_4', 'P_8', 'P_3']"
5,Bin 12,3764.935462662793,"['P_4', 'P_2', 'P_6']"
6,Bin 9,3762.9539372267736,"['P_3', 'P_8', 'P_2']"
7,Bin 13,3738.076912218276,"['P_4', 'P_5', 'P_9']"
8,Bin 32,3722.1120005071953,"['P_10', 'P_8', 'P_2']"
9,Bin 40,3628.1829285216995,"['P_5', 'P_6', 'P_2']"
10,Bin 28,3518.0448742488293,"['P_5', 'P_3', 'P_6']"
11,Bin 16,2950.405948984157,"['P_4', 'P_9']"
12,Bin 3,2928.8499189807003,"['P_10', 'P_4']"
13,Bin 33,2918.398880315007,"['P_4', 'P_1']"
14,Bin 22,2916.0977605097273,"['P_4', 'P_2']"
15,Bin 29,2916.0977605097273,"['P_2', 'P_4']"
16,Bin 30,2909.2407542359356,"['P_2', 'P_9']"
17,Bin 36,2909.2407542359356,"['P_9', 'P_2']"
18,Bin 8,2868.0394022527794,"['P_7', 'P_2']"
19,Bin 37,2868.0394022527794,"['P_2', 'P_7']"
20,Bin 24,2862.1899097632936,"['P_9', 'P_1']"
21,Bin 34,2829.614253750336,"['P_2', 'P_8']"
22,Bin 46,2829.614253750336,"['P_8', 'P_2']"
23,Bin 1,2826.8356983331505,"['P_10', 'P_2']"
24,Bin 23,2826.796028724943,"['P_2', 'P_3']"
25,Bin 4,2823.003655038483,"['P_10', 'P_7']"
26,Bin 17,2805.5222353098125,"['P_4', 'P_8']"
27,Bin 11,2788.016939026427,"['P_9', 'P_8']"
28,Bin 38,2788.016939026427,"['P_8', 'P_9']"
29,Bin 25,2785.1240159646586,"['P_5', 'P_1']"
30,Bin 35,2759.6990531769,"['P_4', 'P_5']"
31,Bin 2,2758.5187686641157,"['P_6', 'P_2']"
32,Bin 31,2758.5187686641157,"['P_2', 'P_6']"
33,Bin 6,2752.6197524239124,"['P_7', 'P_9']"
34,Bin 7,2752.6197524239124,"['P_9', 'P_7']"
35,Bin 5,2736.649785441916,"['P_2', 'P_5']"
36,Bin 26,2736.649785441916,"['P_5', 'P_2']"
37,Bin 39,2716.7014877462084,"['P_8', 'P_7']"
38,Bin 21,2697.875000884209,"['P_3', 'P_1']"
39,Bin 19,2696.3194085065306,"['P_6', 'P_10']"
40,Bin 10,2690.447386637782,"['P_8', 'P_6']"
41,Bin 41,419.1002895653733,"['P_2', 'R_15', 'P_7']"
42,Bin 45,348.67320872239804,"['P_6', 'R_29', 'P_1']"
43,Bin 43,170.29012055617693,"['P_8', 'P_1', 'R_23', 'R_4']"
44,Bin 48,161.711386984777,"['R_33', 'P_9']"
45,Bin 44,161.46506670226876,"['P_3', 'P_9', 'R_15', 'R_9']"
46,Bin 47,152.06513124968103,"['P_8', 'R_40']"
47,Bin 42,102.68390730191112,"['P_5', 'R_6']"
48,Bin 50,2.5119739351941894,"['R_29', 'R_14']"
49,Bin 49,0.6402459826273854,"['R_22', 'R_25']"
