,Top Bin,Top Bin of Features:,Number of Instances with No Mismatches in Bin:,Number of Instances with Mismatch(es) in Bin:,p-value from Log Rank Test:
0,"['P_8', 'P_5', 'P_2', 'P_9', 'P_10', 'P_6']",5021,5021,4979,0.0
