,0
,Bin 1
Bin #,"['P_4', 'P_1', 'P_2', 'P_3']"
Top Bin of Features:,4876.117140890496
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5354
Number of Instances with Mismatch(es) in Bin:,4646
p-value from Log Rank Test:,0.0
