,precision,recall,f1-score,support
0,0.9729519361743529,1.0,0.9862905611993293,5000.0
1,1.0,0.9722,0.9859040665246932,5000.0
accuracy,0.9861,0.9861,0.9861,0.9861
macro avg,0.9864759680871764,0.9861,0.9860973138620113,10000.0
weighted avg,0.9864759680871764,0.9861,0.9860973138620113,10000.0
