,0
,Bin 1
Bin #,"['P_8', 'P_5', 'P_4', 'P_10', 'P_9']"
Top Bin of Features:,4716.9554985523
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5130
Number of Instances with Mismatch(es) in Bin:,4870
p-value from Log Rank Test:,0.0
