,0
,Bin 1
Bin #,"['P_8', 'P_5', 'P_3', 'P_2']"
Top Bin of Features:,8959.770420986877
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5123
Number of Instances with Mismatch(es) in Bin:,4877
p-value from Log Rank Test:,0.0
