,0
,Bin 1
Bin #,"['P_10', 'P_9', 'P_6', 'P_4']"
Top Bin of Features:,2826.8053135081377
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,7978
Number of Instances with Mismatch(es) in Bin:,2022
p-value from Log Rank Test:,0.0
