,0
,Bin 1
Bin #,"['P_4', 'P_3', 'P_8', 'P_6']"
Top Bin of Features:,7046.051556131005
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5834
Number of Instances with Mismatch(es) in Bin:,4166
p-value from Log Rank Test:,0.0
