,0
,Bin 1
Bin #,"['P_2', 'P_5', 'P_9', 'P_3']"
Top Bin of Features:,9205.560919681553
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5021
Number of Instances with Mismatch(es) in Bin:,4979
p-value from Log Rank Test:,0.0
