,precision,recall,f1-score,support
0,0.8570449091532396,1.0,0.9230201218386561,5000.0
1,1.0,0.8332,0.9090115644774165,5000.0
accuracy,0.9166,0.9166,0.9166,0.9166
macro avg,0.9285224545766197,0.9166000000000001,0.9160158431580363,10000.0
weighted avg,0.92852245457662,0.9166,0.9160158431580363,10000.0
