,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,33.037482039144635,"['R_34', 'R_53', 'R_46', 'R_44', 'R_57', 'P_9', 'R_21', 'R_86']",2,0.7337,0.5307
1,Bin 2,32.47021192622838,"['R_34', 'P_9', 'R_44', 'R_45', 'R_57', 'R_15', 'R_21', 'R_86']",2,0.7395,0.5345
2,Bin 3,32.24918078820891,"['R_86', 'R_46', 'R_57', 'R_35', 'R_44', 'P_9', 'R_34', 'R_21']",2,0.7304,0.5326
3,Bin 4,32.00539169528179,"['R_3', 'R_58', 'R_56', 'R_34', 'R_21', 'R_35', 'R_11', 'R_46', 'R_86', 'R_44']",3,0.7298,0.4996
4,Bin 5,31.125811379531644,"['R_34', 'P_9', 'R_6', 'R_46', 'R_21', 'R_35', 'R_86', 'R_44', 'R_57', 'R_45']",3,0.6901,0.5325
5,Bin 6,31.049711640090685,"['R_34', 'R_53', 'R_46', 'R_44', 'R_57', 'P_9', 'R_21', 'R_86', 'R_13']",3,0.5804,0.5406
6,Bin 7,30.15379847116234,"['R_58', 'R_13', 'R_86', 'R_89', 'R_46', 'R_27', 'R_21']",3,0.3774,0.5014
7,Bin 8,30.080604946074047,"['R_57', 'P_9', 'R_34', 'R_46', 'R_64', 'R_11', 'R_44', 'R_3']",2,0.7317,0.5281
8,Bin 9,29.90054407068431,"['R_21', 'R_46', 'R_82', 'R_34', 'R_89', 'R_10', 'P_8', 'R_44', 'R_86']",3,0.5862,0.5432
9,Bin 10,29.859189974380623,"['R_46', 'R_57', 'P_9', 'P_5', 'R_34', 'R_21']",1,0.7372,0.5724
10,Bin 11,29.749702009100545,"['R_3', 'R_46', 'R_58', 'R_34', 'P_9', 'R_44', 'R_21', 'R_35']",2,0.7311,0.5279
11,Bin 12,29.472833917908325,"['R_79', 'R_34', 'R_86', 'R_46', 'R_57', 'R_21', 'R_35', 'R_44']",2,0.7733,0.4985
12,Bin 13,29.021171969184937,"['R_64', 'P_9', 'R_35', 'R_45', 'R_46', 'R_34', 'R_21', 'R_57', 'R_66', 'R_44', 'R_86']",3,0.7755,0.5249
13,Bin 14,28.410783227128704,"['R_46', 'R_34', 'R_36', 'P_9', 'R_44', 'R_86', 'R_57', 'R_87', 'P_5', 'R_53']",3,0.6348,0.5744
14,Bin 15,28.268476181299977,"['R_53', 'R_34', 'R_46', 'R_44', 'P_8', 'R_86', 'R_21']",2,0.6327,0.5415
15,Bin 16,28.126980559532615,"['R_34', 'R_89', 'R_44', 'R_82', 'R_86', 'R_46', 'P_8']",3,0.3232,0.5516
16,Bin 17,27.89210471657328,"['R_53', 'R_34', 'R_46', 'R_44', 'R_36', 'R_86', 'R_57', 'R_40', 'P_9', 'R_21']",3,0.6896,0.5334
17,Bin 18,27.82980134366051,"['R_34', 'R_53', 'R_46', 'R_44', 'R_57', 'R_68', 'R_21', 'R_86']",2,0.7804,0.4986
18,Bin 19,26.55476637719661,"['R_57', 'P_9', 'R_34', 'R_21', 'R_6', 'R_86', 'R_46', 'R_35', 'R_53']",3,0.5795,0.5341
19,Bin 20,26.433068435563182,"['R_53', 'R_34', 'R_46', 'R_44', 'P_8', 'R_86', 'P_1', 'R_21']",2,0.6931,0.5785
20,Bin 21,26.427955300146095,"['R_57', 'P_9', 'R_58', 'R_86', 'R_46', 'R_35']",1,0.7898,0.536
21,Bin 22,26.403204662036792,"['R_58', 'R_13', 'R_86', 'R_46', 'R_89']",2,0.394,0.5046
22,Bin 23,26.169804055204015,"['P_9', 'R_34', 'R_21', 'R_53', 'R_3', 'P_8', 'R_83', 'R_86', 'R_57']",2,0.7819,0.5533
23,Bin 24,26.11070433776976,"['R_58', 'R_86', 'R_46', 'R_55', 'R_57', 'R_87', 'R_68', 'R_35', 'R_53', 'R_44']",3,0.7232,0.5076
24,Bin 25,25.72035912721582,"['R_20', 'R_21', 'R_34', 'R_89', 'R_64', 'P_8', 'P_5', 'R_86', 'R_53', 'R_35', 'R_57']",3,0.737,0.5596
25,Bin 26,25.641110588904848,"['R_53', 'R_44', 'R_46', 'R_34', 'R_58', 'P_8', 'R_86', 'R_89']",3,0.4607,0.5465
26,Bin 27,25.606592694556213,"['R_85', 'R_58', 'R_34', 'R_46', 'R_86', 'R_44', 'R_57', 'R_35']",3,0.5076,0.496
27,Bin 28,25.505531652225784,"['R_34', 'R_21', 'R_86', 'R_46', 'P_6', 'R_57']",1,0.7926,0.531
28,Bin 29,25.409906967890326,"['R_53', 'P_10', 'R_34', 'R_58', 'P_8', 'R_86', 'R_89', 'R_21']",3,0.3995,0.5901
29,Bin 30,25.385738372083804,"['R_87', 'R_57', 'R_59', 'P_9', 'R_34', 'R_21', 'R_29', 'R_46', 'R_53', 'R_86']",3,0.6859,0.5361
30,Bin 31,25.35609630505408,"['R_46', 'R_58', 'P_9', 'R_44', 'R_21', 'R_41', 'R_35', 'R_53', 'R_11', 'R_86']",3,0.6879,0.5315
31,Bin 32,25.277405347151088,"['P_9', 'R_46', 'R_35', 'R_44', 'R_57', 'R_45', 'R_53', 'R_34', 'P_8', 'R_21']",3,0.6469,0.5683
32,Bin 33,25.248192076611357,"['R_57', 'P_9', 'R_34', 'R_21', 'R_86', 'R_46']",1,0.792,0.5314
33,Bin 34,25.178385766969193,"['R_57', 'P_9', 'R_21', 'R_20', 'R_44', 'R_34', 'R_58', 'R_86', 'R_89']",3,0.5792,0.5388
34,Bin 35,24.820598748304338,"['R_34', 'R_53', 'P_9', 'R_44', 'R_46', 'R_57', 'R_11', 'R_86']",3,0.454,0.5502
35,Bin 36,24.79606371725438,"['R_34', 'R_86', 'R_46', 'R_21', 'R_57']",1,0.7404,0.5026
36,Bin 37,24.67796602872247,"['R_3', 'R_44', 'R_46', 'R_29', 'R_89', 'R_34', 'P_9']",3,0.3246,0.5414
37,Bin 38,24.574501035071926,"['R_46', 'R_57', 'P_9', 'R_34', 'R_21']",1,0.6783,0.5429
38,Bin 39,24.442095241913968,"['R_90', 'R_57', 'R_70', 'P_9', 'R_46', 'R_35', 'R_53', 'R_68']",3,0.4475,0.5397
39,Bin 40,24.434487581008376,"['R_47', 'R_34', 'R_57', 'R_53', 'R_44', 'P_9', 'R_86', 'R_21']",2,0.7333,0.5305
40,Bin 49,16.059540784723104,"['R_34', 'R_3', 'R_86', 'R_11', 'R_21', 'R_57']",2,0.551,0.4992
41,Bin 50,13.370166047529429,"['R_57', 'P_9', 'R_11', 'R_25', 'R_44', 'R_42', 'R_34']",2,0.6227,0.5389
42,Bin 48,12.333046696995236,"['R_57', 'R_3', 'R_89', 'R_44', 'R_86']",1,0.7347,0.4985
43,Bin 46,9.189720537063447,"['R_79', 'R_57', 'R_21', 'R_86', 'R_89', 'R_87', 'P_8', 'P_5', 'R_15', 'R_53']",3,0.6394,0.5766
44,Bin 45,8.504283702875401,"['R_46', 'R_24', 'R_44', 'R_20', 'R_21', 'R_40', 'R_35']",2,0.6766,0.5032
45,Bin 41,6.877068056609065,"['R_34', 'R_44', 'R_57', 'R_31', 'R_87', 'R_55']",2,0.5451,0.5027
46,Bin 43,5.595177411634062,"['R_33', 'R_53', 'R_34', 'R_56', 'R_40', 'R_21']",3,0.2429,0.5043
47,Bin 47,5.586950370838825,"['R_34', 'R_46', 'R_44', 'P_2', 'R_82', 'P_8']",1,0.741,0.576
48,Bin 42,2.133195131714473,"['R_46', 'P_5', 'R_53', 'R_86', 'R_14', 'R_68']",1,0.786,0.5296
49,Bin 44,0.8052216974853381,"['R_14', 'P_9', 'R_3', 'R_44']",1,0.5212,0.557
