,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,63.99092389357078,"['P_5', 'P_1', 'P_4']",0,0.559,0.785
1,Bin 2,62.837158889846066,"['P_5', 'P_1', 'P_4', 'P_2']",0,0.6433,0.7907
2,Bin 3,62.18423914078304,"['P_4', 'P_5', 'P_1', 'P_7', 'P_10']",0,0.6992,0.7788
3,Bin 4,61.464909691966135,"['P_5', 'P_1', 'P_10', 'P_4']",0,0.6392,0.7912
4,Bin 5,61.379068553132846,"['P_4', 'P_5', 'P_6', 'P_1']",0,0.6436,0.7914
5,Bin 6,61.00939645964842,"['P_4', 'P_5', 'P_2']",0,0.5565,0.7801
6,Bin 7,60.6788124242156,"['P_7', 'P_5', 'P_4', 'P_1']",0,0.6422,0.7888
7,Bin 8,57.927752119481426,"['P_4', 'P_10', 'P_5', 'P_7']",0,0.641,0.7874
8,Bin 9,57.23606586303627,"['P_4', 'P_2', 'P_1']",0,0.5597,0.7811
9,Bin 10,56.73386772738584,"['P_10', 'P_5', 'P_1', 'P_7']",0,0.6376,0.7884
10,Bin 11,56.133055065443216,"['P_4', 'P_5', 'P_6']",0,0.5567,0.7801
11,Bin 12,55.83191295822488,"['P_5', 'P_1', 'P_4', 'P_6', 'P_10']",0,0.6992,0.7784
12,Bin 13,55.48960901990573,"['P_5', 'P_4', 'P_2', 'P_3']",0,0.6405,0.7899
13,Bin 14,55.486527867381426,"['P_10', 'P_5', 'P_4']",0,0.5506,0.7772
14,Bin 15,54.94530602326589,"['P_4', 'P_6', 'P_5', 'P_2']",0,0.6415,0.7867
15,Bin 16,54.562211664152464,"['P_5', 'P_1', 'P_7', 'P_4', 'P_3']",0,0.6987,0.7759
16,Bin 17,54.358815377412974,"['P_6', 'P_7', 'P_1', 'P_5', 'P_4']",0,0.7012,0.7766
17,Bin 18,53.890886722874995,"['P_4', 'P_6', 'P_5', 'P_10']",0,0.6405,0.7869
18,Bin 19,53.824387769190075,"['P_7', 'P_5', 'P_4', 'P_10', 'P_9']",0,0.7004,0.7738
19,Bin 20,53.723063290531584,"['P_5', 'P_1', 'P_4', 'P_2', 'P_6']",0,0.7009,0.7773
20,Bin 21,53.527189638190364,"['P_1', 'P_10', 'P_4', 'P_7']",0,0.6438,0.7894
21,Bin 22,53.52316300064012,"['P_4', 'P_5', 'P_2', 'P_1', 'P_7']",0,0.7013,0.7767
22,Bin 23,52.9269858541714,"['P_6', 'P_4', 'P_9', 'P_5', 'P_1']",0,0.7011,0.7775
23,Bin 24,52.679869666772355,"['P_4', 'P_5', 'P_7', 'P_1', 'P_8']",0,0.7046,0.772
24,Bin 25,52.41520947036939,"['P_1', 'P_10', 'P_7', 'P_4', 'P_9', 'P_5']",0,0.7418,0.7544
25,Bin 26,52.27869068945813,"['P_5', 'P_4']",0,0.4305,0.7395
26,Bin 27,52.228733859626175,"['P_4', 'P_9', 'P_5', 'P_1']",0,0.6446,0.7904
27,Bin 28,52.11943560261272,"['P_4', 'P_3', 'P_5', 'P_1']",0,0.641,0.791
28,Bin 29,52.00532246176067,"['P_5', 'P_1', 'P_2', 'P_4', 'P_3']",0,0.6992,0.7792
29,Bin 30,51.957848168445985,"['P_5', 'P_1', 'P_7', 'P_2', 'P_3']",0,0.6955,0.7769
30,Bin 31,51.85974847907715,"['P_10', 'P_4', 'P_1', 'P_9', 'P_5']",0,0.7,0.7776
31,Bin 32,51.83434056771631,"['P_5', 'P_4', 'P_1', 'P_8']",0,0.648,0.7866
32,Bin 33,51.83194867873572,"['P_4', 'P_2', 'P_5', 'P_8']",0,0.6465,0.7843
33,Bin 34,51.56690344762582,"['P_1', 'P_4', 'P_2', 'P_9']",0,0.6477,0.7897
34,Bin 35,51.271828326242876,"['P_4', 'P_2']",0,0.4341,0.7381
35,Bin 36,51.21792599868843,"['P_1', 'P_7', 'P_3', 'P_5']",0,0.6352,0.7848
36,Bin 37,51.02899552198883,"['P_4', 'P_2', 'P_5', 'P_10']",0,0.6391,0.7877
37,Bin 38,51.02318166104291,"['P_4', 'P_10', 'P_5', 'P_7', 'P_1', 'P_3']",0,0.7395,0.7549
38,Bin 39,50.88077578063357,"['P_5', 'P_2', 'P_1', 'P_4', 'P_8']",0,0.7038,0.7724
39,Bin 40,50.8352695788772,"['P_5', 'P_2', 'P_1', 'P_7']",0,0.6365,0.7859
40,Bin 46,31.276501492692233,"['P_4', 'P_7']",0,0.4371,0.7381
41,Bin 41,13.664847378555766,"['R_88', 'P_5', 'P_4']",0,0.6764,0.6402
42,Bin 47,12.690492071530816,['P_3'],0,0.2442,0.6464
43,Bin 48,10.936852036634667,"['P_10', 'P_1', 'R_89', 'P_5']",0,0.7554,0.6546
44,Bin 42,0.0,"['P_4', 'R_1', 'P_5', 'R_4', 'P_7', 'P_8']",0,0.8911,0.5869
45,Bin 43,0.0,"['R_33', 'P_10', 'P_5', 'R_81', 'P_3', 'P_2']",0,0.8897,0.5889
46,Bin 44,0.0,"['R_81', 'P_1', 'R_28', 'P_4']",0,0.8261,0.5797
47,Bin 45,0.0,"['R_48', 'P_5', 'R_87', 'P_1', 'P_4']",0,0.867,0.59
48,Bin 49,0.0,"['R_28', 'R_61', 'R_55', 'R_5']",0,0.9106,0.505
49,Bin 50,0.0,"['R_84', 'R_69', 'R_79', 'R_52']",0,0.9051,0.4983
