,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
17,Bin 18,369.4889912542985,"['P_3', 'P_2', 'P_10', 'P_9', 'P_1', 'R_56', 'P_6', 'P_4', 'P_8']",2,0.5087,0.9175
18,Bin 19,365.4668196177305,"['P_3', 'P_5', 'P_4', 'P_7', 'P_2', 'P_6', 'P_10']",1,0.5618,0.9068
19,Bin 20,364.1972750673385,"['R_60', 'P_3', 'P_4', 'P_2', 'P_7', 'P_10', 'P_9', 'P_1', 'P_8']",2,0.5118,0.9206
20,Bin 21,359.3093397580301,"['P_5', 'P_7', 'R_87', 'P_2', 'P_10', 'P_6', 'P_4', 'P_8']",2,0.4356,0.8684
21,Bin 22,357.7785237283742,"['P_10', 'R_18', 'P_7', 'P_3', 'P_5', 'P_8', 'P_6', 'P_2', 'P_4']",2,0.5097,0.9167
22,Bin 23,357.7449805903556,"['P_6', 'P_10', 'P_3', 'P_2', 'R_21', 'P_5', 'P_4', 'P_8', 'P_1']",2,0.5093,0.9151
23,Bin 24,356.7615072048147,"['P_6', 'R_85', 'P_10', 'P_3', 'P_5', 'P_1', 'P_7', 'P_2', 'P_4']",2,0.5082,0.9162
24,Bin 25,356.0869588944203,"['P_8', 'P_3', 'P_4', 'R_26', 'P_6', 'P_2', 'P_5', 'P_7', 'P_1']",2,0.5099,0.9189
25,Bin 26,355.7481117647954,"['P_1', 'P_2', 'P_8', 'R_40', 'P_6', 'P_3', 'P_7', 'P_10', 'R_9', 'P_9', 'P_5']",3,0.4606,0.9118
26,Bin 27,355.0872071896006,"['P_10', 'P_7', 'P_2', 'P_4', 'P_5', 'P_8']",1,0.4957,0.8823
27,Bin 28,354.6164638494412,"['P_7', 'P_2', 'P_4', 'P_6', 'P_1', 'P_10']",1,0.4948,0.8876
28,Bin 29,354.32883172261876,"['P_3', 'P_1', 'P_7', 'P_4', 'R_32', 'P_10', 'P_9', 'P_5', 'P_6']",2,0.5067,0.9149
29,Bin 30,353.417901712474,"['P_3', 'R_88', 'P_7', 'P_2', 'P_6', 'P_4', 'P_1', 'P_10', 'P_5']",2,0.5094,0.9192
30,Bin 31,352.1588679108884,"['P_6', 'P_10', 'P_3', 'P_4', 'P_2', 'P_8', 'P_7']",1,0.5588,0.9062
31,Bin 32,352.1454624150625,"['P_6', 'P_10', 'P_7', 'P_8', 'P_2', 'P_4']",1,0.4948,0.8846
32,Bin 33,351.88923368238267,"['P_9', 'P_1', 'P_10', 'P_8', 'P_7', 'P_4', 'P_2']",1,0.5644,0.9104
33,Bin 34,350.9913148563789,"['P_4', 'P_10', 'P_6', 'P_7', 'P_2', 'P_5']",1,0.4974,0.884
34,Bin 35,350.381152328018,"['P_7', 'P_4', 'P_6', 'P_10', 'P_5', 'P_2', 'P_8']",1,0.5614,0.9034
35,Bin 36,349.5091488893286,"['P_6', 'P_7', 'P_2', 'P_4', 'P_3', 'P_10', 'P_9']",1,0.5595,0.9083
36,Bin 37,349.39570872774027,"['P_3', 'P_10', 'P_7', 'P_2', 'P_1', 'R_27', 'P_8', 'P_4', 'P_6']",2,0.508,0.917
37,Bin 38,348.89949214631,"['P_4', 'P_1', 'P_6', 'P_3', 'P_7', 'P_10', 'P_9', 'R_3', 'P_5']",2,0.5056,0.9128
38,Bin 39,348.84712856103357,"['P_7', 'P_5', 'P_4', 'P_6', 'P_10', 'P_1', 'P_2']",1,0.5618,0.9064
39,Bin 40,348.77278540417495,"['P_3', 'P_10', 'P_7', 'R_40', 'P_2', 'P_6', 'P_1', 'P_8', 'P_4']",2,0.5063,0.9165
40,Bin 48,224.76745237827308,"['P_7', 'P_3', 'P_6', 'P_5', 'P_10', 'R_22', 'R_39', 'P_2']",2,0.4554,0.8016
41,Bin 47,190.78009930558113,"['P_10', 'R_41', 'P_9', 'R_55', 'P_3', 'P_4', 'P_7']",2,0.3821,0.7627
42,Bin 45,177.20567340788162,"['P_4', 'P_3', 'R_47', 'P_10', 'P_8', 'P_5']",1,0.5344,0.8038
43,Bin 49,164.66068514706464,"['P_6', 'P_3', 'P_1', 'R_46', 'P_4']",1,0.4491,0.7753
44,Bin 41,154.19400337140067,"['P_1', 'R_69', 'P_8', 'P_6', 'R_40', 'P_7', 'P_4', 'R_26']",3,0.2589,0.6967
45,Bin 42,148.0559949820662,"['P_3', 'P_10', 'P_9', 'P_8']",0,0.6446,0.782
46,Bin 44,143.84081988173563,"['P_4', 'R_14', 'P_2', 'P_7']",1,0.3513,0.7155
47,Bin 50,68.5952541464444,"['P_4', 'R_41', 'P_3', 'P_10', 'R_19', 'R_27']",2,0.3467,0.6591
48,Bin 46,41.08208065219769,"['R_34', 'P_9', 'R_24', 'P_6', 'P_1', 'R_40', 'P_10', 'R_25', 'R_9']",3,0.4111,0.6835
49,Bin 43,33.37906447311004,"['R_21', 'P_3', 'P_7', 'R_9', 'R_56']",2,0.2569,0.6005
