,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,199.8528085168213,"['P_5', 'P_1', 'P_6', 'P_4']",0,0.6436,0.7914
1,Bin 2,195.79028856588607,"['P_4', 'P_2', 'P_1', 'P_5']",0,0.6433,0.7907
2,Bin 3,193.06765813995347,"['P_5', 'P_6', 'P_4']",0,0.5567,0.7801
3,Bin 4,192.87564459228054,"['P_10', 'P_4', 'P_5', 'P_7']",0,0.641,0.7874
4,Bin 5,191.5332156097762,"['P_2', 'P_5', 'P_4', 'P_3']",0,0.6405,0.7899
5,Bin 6,190.48427122873534,"['P_1', 'P_4', 'P_2']",0,0.5597,0.7811
6,Bin 7,190.23959076040916,"['P_1', 'P_10', 'P_5', 'P_4']",0,0.6392,0.7912
7,Bin 8,190.1472266078421,"['P_5', 'P_3', 'P_8', 'P_7']",0,0.643,0.782
8,Bin 9,189.83592757468074,"['P_5', 'P_1', 'P_4', 'P_7']",0,0.6422,0.7888
9,Bin 10,189.63596333631804,"['P_3', 'P_8', 'P_4', 'P_5']",0,0.6443,0.7847
10,Bin 11,189.12631144544017,"['P_5', 'P_4', 'P_6', 'P_2']",0,0.6415,0.7867
11,Bin 12,188.29297776457813,"['P_3', 'P_7', 'P_1', 'P_5', 'P_8']",0,0.7009,0.7733
12,Bin 13,186.96367645842705,"['P_5', 'P_3', 'P_7', 'P_4', 'P_8']",0,0.7036,0.7716
13,Bin 14,186.82737810955734,"['P_4', 'P_2', 'P_5']",0,0.5565,0.7801
14,Bin 15,186.1306646235541,"['P_4', 'P_8', 'P_2', 'P_1']",0,0.6473,0.7839
15,Bin 16,185.7823695895979,"['P_5', 'P_1', 'P_4']",0,0.559,0.785
16,Bin 17,185.67478874976464,"['P_5', 'P_4', 'P_3', 'P_7']",0,0.6409,0.7865
17,Bin 18,185.66838447355687,"['P_4', 'P_6', 'P_2', 'P_1']",0,0.6433,0.7857
18,Bin 19,185.55028895665714,"['P_1', 'P_5', 'P_3', 'P_7', 'P_4']",0,0.6987,0.7759
19,Bin 20,185.22673889364586,"['P_3', 'P_4', 'P_7', 'P_8']",0,0.6484,0.7818
20,Bin 21,185.10261057782205,"['P_4', 'P_3', 'P_1', 'P_5']",0,0.641,0.791
21,Bin 22,184.2102499196519,"['P_8', 'P_10', 'P_4', 'P_7']",0,0.6505,0.7839
22,Bin 23,184.1993841888985,"['P_10', 'P_4', 'P_1', 'P_7']",0,0.6438,0.7894
23,Bin 24,183.99823892586716,"['P_5', 'P_4', 'P_6', 'P_10', 'P_1']",0,0.6992,0.7784
24,Bin 25,183.97770587088635,"['P_2', 'P_10', 'P_4', 'P_1']",0,0.642,0.79
25,Bin 26,183.6600760607348,"['P_4', 'P_5', 'P_6', 'P_8']",0,0.6483,0.7857
26,Bin 27,183.15114369852097,"['P_4', 'P_10', 'P_5']",0,0.5506,0.7772
27,Bin 28,182.5191224654697,"['P_5', 'P_4', 'P_7', 'P_8']",0,0.6462,0.7818
28,Bin 29,182.21379415754504,"['P_8', 'P_2', 'P_7', 'P_3']",0,0.6436,0.7846
29,Bin 30,181.92901105863467,"['P_5', 'P_4', 'P_2', 'P_8']",0,0.6465,0.7843
30,Bin 31,181.8507968392079,"['P_4', 'P_10', 'P_5', 'P_3']",0,0.6361,0.7851
31,Bin 32,181.66812713842512,"['P_10', 'P_7', 'P_5', 'P_3']",0,0.6388,0.7834
32,Bin 33,181.61837343697587,"['P_3', 'P_1', 'P_2', 'P_4']",0,0.6415,0.7877
33,Bin 34,181.42202777910902,"['P_4', 'P_2', 'P_5', 'P_6', 'P_1']",0,0.7009,0.7773
34,Bin 35,180.9953439495635,"['P_4', 'P_10', 'P_5', 'P_7', 'P_8']",0,0.7044,0.7714
35,Bin 36,180.9321292076797,"['P_1', 'P_10', 'P_5', 'P_7']",0,0.6376,0.7884
36,Bin 37,180.92999362078797,"['P_5', 'P_7', 'P_8', 'P_2']",0,0.6434,0.7822
37,Bin 38,180.9092706577159,"['P_10', 'P_4', 'P_7', 'P_3']",0,0.6454,0.7854
38,Bin 39,180.8744236177444,"['P_4', 'P_10', 'P_3', 'P_2']",0,0.6399,0.7853
39,Bin 40,180.61731848125788,"['P_2', 'P_5', 'P_3', 'P_4', 'P_1']",0,0.6992,0.7792
40,Bin 45,162.16056931512279,"['P_2', 'P_4']",0,0.4341,0.7381
41,Bin 48,107.44647399947412,"['P_3', 'P_1']",0,0.4255,0.7399
42,Bin 42,80.41960549501677,"['P_5', 'R_17', 'P_6', 'P_1']",0,0.7549,0.6553
43,Bin 41,75.09538718150272,['P_5'],0,0.2423,0.6437
44,Bin 47,60.97494867315072,['P_3'],0,0.2442,0.6464
45,Bin 44,3.3340894964736623,"['R_29', 'P_3']",0,0.5923,0.5759
46,Bin 43,0.0,"['R_21', 'P_8', 'P_2', 'R_15', 'P_4', 'P_5', 'R_40', 'P_7']",0,0.9519,0.5425
47,Bin 46,0.0,"['R_45', 'P_8', 'R_20', 'P_5', 'P_1']",0,0.8603,0.5859
48,Bin 49,0.0,"['R_28', 'R_61', 'R_55', 'R_5']",0,0.9106,0.505
49,Bin 50,0.0,"['R_84', 'R_69', 'R_79', 'R_52']",0,0.9051,0.4983
