,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,27.170223284880635,"['P_1', 'P_7', 'R_60', 'P_5', 'P_2']",0,0.7957,0.6635
1,Bin 2,26.28917554644304,"['R_60', 'P_5', 'P_4', 'P_2']",0,0.7516,0.6566
2,Bin 3,23.89248707599526,"['P_7', 'R_60', 'P_2', 'P_4', 'P_5']",0,0.7986,0.6612
3,Bin 4,23.635449569551895,"['P_4', 'P_2', 'P_1', 'R_60', 'P_5']",0,0.7995,0.6621
4,Bin 5,23.044090982716313,"['P_4', 'P_2', 'P_5', 'R_69']",0,0.7545,0.6501
5,Bin 6,22.88169542081186,"['P_4', 'R_50', 'P_5', 'P_2']",0,0.754,0.6544
6,Bin 7,22.5934628976882,"['P_1', 'P_5', 'P_4', 'R_50']",0,0.7534,0.6596
7,Bin 8,22.276920218857345,"['P_3', 'P_7', 'R_60', 'P_9', 'P_5']",0,0.7958,0.6614
8,Bin 9,22.01741524190956,"['P_7', 'P_5', 'P_1', 'P_4', 'R_60']",0,0.7975,0.6629
9,Bin 10,21.563416783704305,"['P_7', 'R_60', 'P_9', 'P_5', 'P_2']",0,0.7968,0.659
10,Bin 11,21.426922139522432,"['P_4', 'P_5', 'P_2', 'P_3', 'R_60']",0,0.7986,0.6638
11,Bin 12,21.384267551782283,"['P_5', 'P_2', 'P_4']",0,0.5565,0.7801
12,Bin 13,21.25746487409122,"['P_4', 'P_2', 'R_69']",0,0.6849,0.6281
13,Bin 14,21.23933414231035,"['P_7', 'R_60', 'P_4', 'P_1', 'P_2']",0,0.7996,0.661
14,Bin 15,20.71223041834147,"['P_3', 'P_7', 'P_9', 'R_60']",0,0.75,0.6552
15,Bin 16,20.508761618597052,"['P_7', 'R_60', 'P_9', 'P_1', 'P_5']",0,0.7963,0.6615
16,Bin 17,20.488129334133816,"['P_5', 'P_7', 'R_60', 'P_2']",0,0.7478,0.6552
17,Bin 18,20.152669708562993,"['P_4', 'R_60', 'P_5', 'P_6']",0,0.7535,0.6547
18,Bin 19,20.113718189274497,"['P_4', 'P_2']",0,0.4341,0.7381
19,Bin 20,20.021715680378346,"['P_4', 'P_2', 'P_6', 'R_60']",0,0.7535,0.6513
20,Bin 21,19.801982893469045,"['P_7', 'P_5', 'P_1', 'R_60']",0,0.7471,0.6585
21,Bin 22,19.780872158161497,"['P_4', 'P_2', 'P_1', 'P_5']",0,0.6433,0.7907
22,Bin 23,19.429121125124524,"['R_79', 'P_2', 'P_4']",0,0.6855,0.6341
23,Bin 24,19.411496197264043,"['P_4', 'P_2', 'R_60']",0,0.6843,0.6327
24,Bin 25,19.37966188098562,"['P_5', 'P_3', 'R_60', 'P_7']",0,0.7471,0.6581
25,Bin 26,19.329481901400126,"['P_7', 'R_60', 'P_4', 'P_6']",0,0.7559,0.6537
26,Bin 27,19.29539150320115,"['P_7', 'R_60', 'P_2', 'P_1']",0,0.7488,0.6578
27,Bin 28,19.2607502144277,"['P_4', 'P_2', 'P_1', 'R_69']",0,0.7557,0.6531
28,Bin 29,19.25964603089921,"['P_4', 'P_5', 'P_1']",0,0.559,0.785
29,Bin 30,19.242962690185937,"['P_4', 'P_2', 'R_17', 'P_5']",0,0.7541,0.6531
30,Bin 31,19.205862137221985,"['P_4', 'P_1', 'P_2']",0,0.5597,0.7811
31,Bin 32,19.01860196149439,"['P_4', 'P_5', 'P_1', 'P_6']",0,0.6436,0.7914
32,Bin 33,18.830574517584896,"['P_7', 'P_5', 'P_1', 'P_4']",0,0.6422,0.7888
33,Bin 34,18.697920084546947,"['P_2', 'R_17', 'P_5', 'P_1']",0,0.7558,0.6518
34,Bin 35,18.625018682429342,"['P_4', 'R_50', 'P_5']",0,0.6818,0.6318
35,Bin 36,18.565857876052263,"['P_4', 'P_5', 'R_76', 'P_1']",0,0.7572,0.6576
36,Bin 37,18.549510652918073,"['P_1', 'R_60', 'P_5', 'P_2']",0,0.7504,0.6594
37,Bin 38,18.404830306144987,"['P_1', 'R_60', 'P_4', 'P_5']",0,0.7519,0.6575
38,Bin 39,18.315579160095652,"['P_4', 'R_60', 'P_5']",0,0.6811,0.6333
39,Bin 40,18.28748533830319,"['P_7', 'P_5', 'R_60', 'P_4']",0,0.75,0.6568
40,Bin 49,11.400240445858149,['P_4'],0,0.2578,0.6548
41,Bin 44,9.0218652863398,"['P_2', 'P_8', 'P_1']",0,0.5566,0.7788
42,Bin 48,6.9807060979916,"['P_3', 'P_7']",0,0.4277,0.7329
43,Bin 46,5.715398462286599,"['P_4', 'P_3']",0,0.4305,0.7369
44,Bin 41,0.0,"['R_59', 'R_60', 'P_4', 'P_2']",0,0.8226,0.5774
45,Bin 42,0.0,"['P_6', 'P_7', 'R_69', 'P_4', 'R_60']",0,0.8646,0.5842
46,Bin 43,0.0,"['R_21', 'R_60', 'P_6', 'R_30', 'P_7']",0,0.9025,0.5425
47,Bin 45,0.0,"['R_50', 'P_5', 'P_2', 'R_60']",0,0.8244,0.5684
48,Bin 47,0.0,"['R_60', 'P_9', 'P_7', 'R_71', 'P_1']",0,0.8617,0.5853
49,Bin 50,0.0,"['P_7', 'R_76', 'R_45', 'P_1']",0,0.8292,0.5754
