,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,1295.8155942159888,"['P_8', 'P_3', 'P_2', 'P_4', 'P_6', 'P_10', 'P_5', 'P_9', 'P_1', 'R_64', 'P_7']",3,0.5,1.0
1,Bin 2,1107.4668003312458,"['P_4', 'P_3', 'P_10', 'P_2', 'P_8', 'P_5', 'P_6', 'P_7']",2,0.4314,0.9314
2,Bin 3,1083.8683099814596,"['P_4', 'P_8', 'P_3', 'P_10', 'P_5', 'P_1', 'P_6', 'P_2']",2,0.4329,0.9329
3,Bin 4,1062.1876459316422,"['P_4', 'P_2', 'P_5', 'P_6', 'P_3', 'P_10', 'P_1', 'P_7']",2,0.4351,0.9351
4,Bin 5,1025.0958100000955,"['P_8', 'P_3', 'P_2', 'P_6', 'P_1', 'P_7', 'P_5', 'P_10']",2,0.4305,0.9305
5,Bin 6,1023.336357894395,"['P_5', 'P_7', 'P_6', 'P_3', 'P_2', 'P_9', 'P_8', 'P_1']",2,0.4294,0.9294
6,Bin 7,997.9679037894543,"['P_6', 'P_10', 'P_3', 'P_2', 'P_1', 'P_5', 'P_7', 'P_9']",2,0.4328,0.9328
7,Bin 8,984.023978194228,"['P_5', 'P_3', 'P_10', 'P_8', 'R_61', 'P_7', 'P_4', 'P_6', 'P_2', 'P_1']",2,0.5551,0.9449
8,Bin 9,983.8343776306884,"['P_10', 'P_7', 'P_6', 'P_1', 'P_9', 'P_3', 'P_4', 'P_5', 'R_28', 'P_8']",2,0.5575,0.9425
9,Bin 10,960.0211297770278,"['P_10', 'P_7', 'R_41', 'P_4', 'P_5', 'P_8', 'P_3', 'P_6', 'P_9', 'P_1']",2,0.5592,0.9408
10,Bin 11,951.4670132113165,"['P_8', 'P_2', 'P_4', 'P_10', 'P_1', 'P_7', 'P_5', 'P_6', 'R_53', 'P_3']",3,0.3907,0.8907
11,Bin 12,936.3839070456796,"['P_4', 'P_3', 'P_10', 'P_2', 'P_8', 'P_5', 'P_6', 'R_86', 'P_7']",2,0.5079,0.9193
12,Bin 13,934.2655230022175,"['P_8', 'R_77', 'P_3', 'P_5', 'P_10', 'P_4', 'P_1', 'P_7', 'P_2']",2,0.5071,0.9189
13,Bin 14,933.2092366287259,"['P_4', 'P_8', 'P_3', 'P_5', 'R_66', 'P_10', 'P_7', 'P_6', 'P_1', 'P_2']",3,0.3881,0.8881
14,Bin 15,927.676823434421,"['P_6', 'P_5', 'P_2', 'P_10', 'P_1', 'P_8', 'R_41', 'P_4', 'P_7']",2,0.5073,0.9165
15,Bin 16,922.5405044832297,"['P_6', 'P_10', 'R_33', 'P_3', 'P_2', 'P_1', 'P_9', 'P_7', 'P_4', 'R_21', 'P_8']",3,0.4707,0.9167
16,Bin 17,921.368046957717,"['P_5', 'P_2', 'P_3', 'P_10', 'P_1', 'P_8', 'P_7', 'R_41', 'P_4']",2,0.5093,0.9181
