,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,90.49548486626853,"['P_1', 'P_6', 'R_56', 'P_2', 'P_4', 'P_5', 'P_9', 'P_3']",2,0.4357,0.8701
1,Bin 2,89.65397015871234,"['R_37', 'R_43', 'P_2', 'P_5', 'P_1', 'P_4', 'P_10', 'P_9', 'P_3', 'R_2']",3,0.3958,0.8002
2,Bin 3,88.87374199921634,"['P_4', 'P_5', 'R_2', 'P_2', 'P_3', 'R_73', 'P_9']",2,0.3746,0.7514
3,Bin 4,88.21005021916805,"['P_1', 'P_6', 'R_56', 'P_2', 'P_4', 'P_5', 'P_9', 'P_3', 'P_8']",2,0.5126,0.919
4,Bin 5,87.73043042009468,"['P_5', 'P_2', 'R_28', 'P_8', 'P_3', 'P_1', 'P_10', 'P_4']",2,0.4339,0.8699
5,Bin 6,87.30892038052328,"['P_6', 'R_49', 'P_3', 'P_1', 'R_67', 'P_2', 'P_4', 'P_5', 'R_2', 'P_10']",3,0.4017,0.7997
6,Bin 7,87.08393888595661,"['P_9', 'P_2', 'P_1', 'P_5', 'P_7', 'P_4']",1,0.4957,0.8845
7,Bin 8,86.08832778311607,"['P_1', 'R_56', 'P_2', 'P_4', 'P_9', 'P_3', 'P_5', 'P_10']",2,0.4325,0.8651
8,Bin 9,85.79932149741138,"['P_1', 'P_6', 'P_2', 'P_4', 'P_5', 'P_9', 'R_33', 'P_3', 'P_8']",2,0.5129,0.9181
9,Bin 10,84.87239191363638,"['P_4', 'P_10', 'P_2', 'P_5', 'P_9', 'P_1']",1,0.498,0.889
10,Bin 11,84.71728292981335,"['P_4', 'P_5', 'P_3', 'R_28', 'R_43', 'P_2', 'R_8', 'R_2', 'P_1', 'P_9']",3,0.4279,0.7601
11,Bin 12,84.69056490725902,"['P_4', 'P_1', 'R_43', 'P_2', 'P_3', 'P_5', 'R_77', 'R_48', 'R_2']",3,0.3614,0.7186
12,Bin 13,84.31954391742924,"['P_9', 'P_1', 'P_4', 'P_5', 'P_3', 'P_2', 'P_7']",1,0.5603,0.9053
13,Bin 14,84.29700381483423,"['P_10', 'P_5', 'P_4', 'P_2', 'R_61', 'P_1', 'P_3']",2,0.3409,0.7963
14,Bin 15,83.79000413652405,"['P_5', 'P_2', 'P_1', 'P_4', 'P_6', 'R_56', 'R_75', 'P_3']",2,0.4588,0.8092
15,Bin 16,83.65103495621123,"['P_3', 'P_1', 'P_5', 'R_74', 'R_77', 'P_2', 'P_4', 'R_2']",3,0.2474,0.6896
16,Bin 17,82.60096111790715,"['P_1', 'P_4', 'P_5', 'P_2', 'P_10']",1,0.4083,0.8351
17,Bin 18,81.94443568648335,"['P_5', 'P_2', 'P_10', 'R_77', 'P_1', 'P_4']",1,0.5335,0.8149
18,Bin 19,81.7333788365036,"['P_5', 'P_2', 'P_7', 'P_10', 'R_77', 'P_4', 'P_1']",1,0.602,0.8326
19,Bin 20,81.29559373255879,"['P_10', 'P_1', 'R_14', 'P_5', 'P_4', 'P_2', 'R_48', 'P_9', 'P_3']",2,0.5328,0.854
20,Bin 21,81.02525539689151,"['P_6', 'P_4', 'P_3', 'P_9', 'P_1', 'P_5', 'P_2']",2,0.337,0.837
21,Bin 22,80.90082964154773,"['P_1', 'P_5', 'P_4', 'P_9', 'P_10', 'R_73', 'P_2']",1,0.603,0.8314
22,Bin 23,80.76683317257498,"['P_1', 'P_5', 'P_4', 'P_2', 'R_63', 'R_2', 'P_10']",2,0.3788,0.7582
23,Bin 24,80.35512203245877,"['P_7', 'P_3', 'P_1', 'R_74', 'R_77', 'R_2', 'P_4', 'P_5']",3,0.2451,0.6879
