,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
24,Bin 25,80.11512386817287,"['R_56', 'P_4', 'P_6', 'P_5', 'P_1', 'P_2']",1,0.5393,0.8095
25,Bin 26,79.89577393140002,"['R_43', 'P_2', 'R_77', 'P_5', 'P_10', 'R_61', 'P_4', 'P_1']",2,0.4995,0.7567
26,Bin 27,79.89325990994092,"['P_1', 'P_2', 'P_3', 'P_8', 'P_4', 'P_10', 'P_5']",2,0.3347,0.8347
27,Bin 28,79.42676356083959,"['P_9', 'P_4', 'P_3', 'P_5', 'P_2', 'P_1']",1,0.4968,0.8874
28,Bin 29,79.20363735794821,"['R_6', 'P_4', 'P_3', 'P_7', 'P_1', 'R_43', 'P_2']",2,0.3777,0.7651
29,Bin 30,79.05245365268084,"['P_5', 'P_2', 'P_6', 'R_28', 'R_49', 'P_8', 'P_3', 'P_1', 'P_4']",2,0.5308,0.8506
30,Bin 31,79.02312917697428,"['P_1', 'P_4', 'P_2', 'R_14', 'P_5', 'P_3', 'R_49']",2,0.3812,0.7634
31,Bin 32,78.8139586918474,"['R_48', 'P_4', 'R_7', 'P_6', 'P_5', 'P_3', 'P_1', 'R_43', 'P_2', 'R_2']",3,0.4353,0.7713
32,Bin 33,78.7732837522704,"['P_1', 'P_5', 'P_4', 'P_2', 'P_9']",1,0.4093,0.8371
33,Bin 34,78.77305164696779,"['P_10', 'R_88', 'P_1', 'P_5', 'P_4', 'R_2', 'P_2']",2,0.3746,0.7546
34,Bin 35,78.69127496924942,"['P_5', 'R_28', 'P_3', 'P_4', 'P_1', 'P_2']",1,0.5355,0.8129
35,Bin 36,78.38722786246848,"['P_1', 'P_5', 'P_4', 'P_2', 'R_8', 'R_2']",2,0.284,0.694
36,Bin 37,78.24700003209563,"['P_1', 'P_4', 'P_2', 'R_7', 'P_6', 'P_5', 'P_3']",2,0.3505,0.8007
37,Bin 38,78.24691485718606,"['P_5', 'P_2', 'R_77', 'P_1', 'P_3', 'P_4']",1,0.5344,0.8112
38,Bin 39,78.10346304010429,"['P_7', 'P_4', 'P_5', 'R_2', 'P_1', 'P_2']",2,0.2538,0.72
39,Bin 40,77.49162673817241,"['P_5', 'P_2', 'P_7', 'P_1', 'R_43', 'P_3', 'P_4']",2,0.3403,0.7913
40,Bin 46,41.823057820606515,"['P_6', 'R_67', 'P_4', 'P_5', 'P_1', 'R_12', 'P_2']",1,0.6714,0.7422
41,Bin 47,36.94281562081483,"['P_2', 'P_4', 'P_5', 'R_4', 'P_3', 'R_74']",2,0.2871,0.6939
42,Bin 48,32.3480675235161,"['P_1', 'P_10', 'P_5', 'R_77', 'R_2']",1,0.5229,0.6875
43,Bin 45,29.81468173765882,"['R_49', 'P_3', 'R_59', 'P_1', 'P_2', 'R_2', 'R_56']",2,0.4906,0.6618
44,Bin 50,29.091201470285196,"['P_1', 'R_28', 'R_56', 'P_3', 'P_5']",1,0.518,0.6838
45,Bin 41,25.909057993566677,"['R_20', 'P_5', 'P_4', 'R_61', 'R_56', 'P_1', 'R_86', 'P_3']",2,0.5611,0.6891
46,Bin 42,24.764924492917576,"['P_10', 'P_7', 'P_6', 'R_77']",1,0.3451,0.7093
47,Bin 44,22.149907365285152,['P_5'],0,0.2423,0.6437
48,Bin 43,20.789874894842583,"['R_33', 'P_4', 'P_3', 'R_66', 'P_2', 'R_56', 'R_71', 'P_8']",2,0.5709,0.6931
49,Bin 49,3.7421532488955087,"['P_10', 'R_8']",0,0.5769,0.5823
