,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,2192.1052203541094,"['P_10', 'P_7', 'P_2', 'P_4', 'P_9', 'P_6', 'P_8', 'P_1']",2,0.4375,0.9375
1,Bin 2,2181.449869852922,"['P_8', 'P_4', 'P_7', 'P_5', 'P_9', 'P_10', 'P_2', 'P_3']",2,0.4322,0.9322
2,Bin 3,2165.547625104853,"['P_8', 'P_6', 'P_7', 'P_10', 'P_5', 'P_3', 'P_4', 'P_1']",2,0.433,0.933
3,Bin 4,2160.389932393949,"['P_8', 'P_2', 'P_4', 'P_9', 'P_3', 'P_5', 'P_7', 'P_1']",2,0.4325,0.9325
4,Bin 5,2156.7945014739,"['P_8', 'P_2', 'P_4', 'P_9', 'P_3', 'P_10', 'P_5', 'P_1']",2,0.4352,0.9352
5,Bin 6,2124.868760275095,"['P_4', 'P_6', 'P_2', 'P_9', 'P_10', 'P_5', 'P_7', 'P_1']",2,0.435,0.935
6,Bin 7,2122.260336682991,"['P_8', 'P_4', 'P_7', 'P_6', 'P_5', 'P_2', 'P_1', 'P_9']",2,0.4358,0.9358
7,Bin 8,2104.7868974110206,"['P_8', 'P_4', 'P_9', 'P_7', 'P_10', 'P_6', 'P_5', 'P_1']",2,0.4361,0.9361
8,Bin 9,2077.047046168104,"['P_8', 'P_9', 'P_6', 'P_5', 'P_10', 'P_7', 'P_2', 'P_4']",2,0.4326,0.9326
9,Bin 10,1891.1177118125643,"['P_2', 'P_6', 'R_90', 'P_9', 'P_3', 'P_7', 'P_4', 'P_8', 'P_10', 'P_5']",3,0.3847,0.8847
10,Bin 11,1852.8623742338757,"['R_9', 'P_8', 'P_2', 'P_4', 'P_5', 'P_3', 'P_10', 'P_6', 'P_1', 'P_9']",3,0.3891,0.8891
11,Bin 12,1809.90127211367,"['P_8', 'P_5', 'R_10', 'P_4', 'P_7', 'P_1', 'P_3', 'P_9', 'P_10', 'P_2']",3,0.3907,0.8907
12,Bin 13,1792.0053867661798,"['P_8', 'P_2', 'P_4', 'P_9', 'P_3', 'P_5', 'P_7', 'R_86', 'P_1', 'P_6']",3,0.3917,0.8917
13,Bin 14,1732.397405186002,"['P_10', 'P_7', 'P_2', 'P_4', 'P_9', 'P_6', 'P_8', 'P_1', 'R_74']",2,0.5098,0.9218
14,Bin 15,1710.0560878286528,"['P_2', 'P_4', 'P_5', 'P_8', 'P_3', 'R_23', 'P_10', 'P_7', 'P_1']",2,0.5076,0.9184
15,Bin 16,1709.6533005856184,"['P_8', 'P_9', 'P_7', 'R_83', 'P_10', 'P_6', 'P_5', 'P_2', 'P_3']",2,0.5057,0.9209
16,Bin 17,1706.263564336649,"['P_3', 'P_4', 'R_69', 'P_8', 'P_10', 'P_5', 'P_6', 'P_2', 'P_1']",2,0.505,0.9192
17,Bin 18,1704.1788458218343,"['P_3', 'P_10', 'P_9', 'P_5', 'P_4', 'P_1', 'R_28', 'P_7', 'R_25', 'P_2', 'P_6']",3,0.4604,0.9068
18,Bin 19,1702.5287477038523,"['P_2', 'P_4', 'P_6', 'P_3', 'P_10', 'P_5', 'P_1', 'R_17', 'P_9']",2,0.5071,0.9175
19,Bin 20,1695.0046425496319,"['P_3', 'P_10', 'P_9', 'P_5', 'P_7', 'R_28', 'P_4', 'P_1', 'P_2']",2,0.5064,0.9174
20,Bin 21,1683.4248468424644,"['P_3', 'P_4', 'P_10', 'P_6', 'R_60', 'P_2', 'P_5', 'P_1', 'P_7']",2,0.5113,0.9169
21,Bin 22,1680.7150174070428,"['R_5', 'P_8', 'P_10', 'P_5', 'P_9', 'P_4', 'P_7', 'P_1', 'P_2']",2,0.512,0.9206
22,Bin 23,1657.2630650978897,"['R_69', 'P_8', 'P_2', 'P_6', 'P_9', 'P_3', 'P_7', 'P_4', 'P_10']",2,0.5113,0.9201
23,Bin 24,1646.1671201107804,"['P_3', 'R_55', 'P_4', 'P_8', 'P_5', 'P_2', 'P_9', 'P_1', 'P_10']",2,0.5089,0.9185
24,Bin 25,1645.8870997221413,"['P_2', 'P_4', 'P_6', 'P_3', 'P_5', 'P_1', 'P_9', 'R_27', 'P_7']",2,0.5114,0.9188
25,Bin 26,1638.6599649922173,"['P_10', 'P_3', 'P_4', 'P_9', 'P_6', 'P_2', 'R_60', 'P_5', 'P_1']",2,0.5077,0.9155
26,Bin 27,1634.9122384761438,"['P_8', 'P_2', 'P_3', 'P_7', 'P_10', 'P_6', 'R_35', 'P_1', 'P_5']",2,0.5089,0.9167
27,Bin 28,1633.0469523196257,"['P_8', 'P_5', 'P_4', 'P_7', 'P_1', 'P_2', 'R_74', 'P_3', 'P_6']",2,0.5124,0.9196
28,Bin 29,1629.1349467774112,"['P_8', 'P_5', 'P_10', 'R_64', 'P_2', 'P_3', 'P_4', 'P_9', 'R_58', 'P_6', 'P_1']",3,0.4647,0.9129
29,Bin 30,1627.802561899759,"['P_8', 'P_4', 'P_7', 'P_10', 'P_6', 'P_1', 'P_5', 'R_30', 'P_3']",2,0.5049,0.9197
30,Bin 31,1624.7937661330775,"['P_8', 'P_2', 'P_9', 'P_3', 'P_5', 'P_1', 'P_4', 'R_30', 'P_10']",2,0.5078,0.9186
31,Bin 32,1617.8073211907383,"['P_6', 'P_5', 'P_3', 'P_7', 'P_4', 'P_9', 'R_55', 'P_8', 'P_1']",2,0.5094,0.9168
32,Bin 33,1585.129292287729,"['R_4', 'P_8', 'P_10', 'P_5', 'P_2', 'P_9', 'P_4', 'R_41', 'P_7', 'P_1']",3,0.3888,0.8506
33,Bin 34,1582.0954631931554,"['P_10', 'P_6', 'P_5', 'P_7', 'P_4', 'P_2', 'P_3']",2,0.3275,0.8275
34,Bin 35,1578.2715236586732,"['P_2', 'P_4', 'P_3', 'P_7', 'P_1', 'P_6', 'P_10']",2,0.3355,0.8355
35,Bin 36,1560.3957751677822,"['P_8', 'P_2', 'P_4', 'P_9', 'P_7', 'P_3', 'P_10']",2,0.3375,0.8375
36,Bin 37,1560.2517900740472,"['P_6', 'P_7', 'P_10', 'P_5', 'P_1', 'P_4', 'P_2']",2,0.3336,0.8336
37,Bin 38,1557.1750853566025,"['P_2', 'P_10', 'R_15', 'P_1', 'P_9', 'P_3', 'P_4', 'P_6', 'P_5']",2,0.5089,0.9181
38,Bin 39,1551.081059180498,"['P_2', 'P_6', 'P_3', 'P_1', 'R_17', 'P_4', 'P_10', 'P_7']",2,0.4333,0.8691
39,Bin 40,1547.1402953895004,"['P_8', 'R_85', 'P_2', 'P_4', 'P_3', 'P_5', 'P_7', 'P_1', 'P_6']",2,0.5087,0.9141
40,Bin 41,1319.5079837314277,"['P_7', 'R_36', 'P_2', 'P_9', 'P_8', 'P_1', 'P_3', 'P_10']",2,0.4304,0.8648
41,Bin 48,1284.5222739935814,"['P_6', 'P_1', 'P_9', 'P_7', 'P_2', 'P_3']",1,0.495,0.8864
42,Bin 50,733.0715678120145,"['P_8', 'R_29', 'P_4', 'P_6', 'P_5', 'P_10']",1,0.5385,0.8039
43,Bin 47,706.8778692718212,"['P_9', 'P_7', 'P_5', 'R_4', 'P_8', 'R_83', 'P_6']",2,0.3809,0.7655
44,Bin 46,609.4187765755958,"['P_4', 'R_81', 'P_7', 'R_24', 'P_2', 'P_3', 'P_5', 'P_9', 'R_12', 'R_27']",3,0.4421,0.7653
45,Bin 45,600.6820875340954,"['P_6', 'P_2', 'R_62', 'P_9', 'P_1']",1,0.4474,0.7692
46,Bin 49,517.5192878608198,"['P_1', 'P_7']",0,0.4283,0.7379
47,Bin 43,517.2451362545734,"['R_75', 'P_8', 'P_10', 'R_56', 'P_1', 'P_4']",2,0.2965,0.7001
48,Bin 42,298.5237308661526,"['R_37', 'P_10', 'R_55', 'P_4', 'P_1']",1,0.5322,0.6916
49,Bin 44,285.49985941122526,"['P_8', 'R_41', 'P_1']",1,0.2381,0.6423
