,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
15,Bin 16,36.55726059699459,"['R_8', 'R_43', 'R_2', 'P_4', 'P_5', 'P_2']",2,0.3382,0.6564
16,Bin 17,36.446446042285956,"['P_7', 'R_28', 'R_77', 'R_87', 'P_5', 'R_43', 'R_50', 'R_2']",3,0.3849,0.5869
17,Bin 18,36.42725972523234,"['R_69', 'R_75', 'R_77', 'R_41', 'P_5', 'P_7', 'P_4', 'P_6']",3,0.2868,0.6674
18,Bin 19,36.368758429757165,"['R_8', 'P_7', 'R_2', 'P_5', 'P_4', 'P_1', 'R_48']",2,0.4235,0.7093
19,Bin 20,36.363069559014136,"['P_7', 'R_2', 'R_77', 'P_5', 'R_43', 'R_61', 'P_4', 'R_50']",3,0.3266,0.6262
20,Bin 21,35.96576806519168,"['R_69', 'P_4', 'R_43', 'R_77', 'P_5', 'R_60', 'R_61', 'R_2']",3,0.3844,0.5866
21,Bin 22,35.763754601336835,"['R_74', 'P_7', 'P_5', 'P_4', 'R_8', 'R_2']",2,0.3399,0.6573
22,Bin 23,35.76045013618312,"['P_1', 'R_77', 'R_2', 'P_7', 'P_4', 'P_5']",2,0.2864,0.6984
23,Bin 24,35.422168938065326,"['R_8', 'R_2', 'P_4', 'P_2', 'P_7', 'R_69', 'P_5', 'R_70', 'R_77']",3,0.4052,0.6732
24,Bin 25,35.214572259578674,"['P_5', 'P_7', 'P_2', 'R_17', 'P_4', 'R_77', 'R_50']",1,0.7263,0.6647
25,Bin 26,34.99304291561498,"['R_66', 'P_4', 'P_7', 'P_5', 'R_50', 'R_79', 'R_2']",3,0.2132,0.6078
26,Bin 27,34.95506821446431,"['R_69', 'R_8', 'R_7', 'R_61', 'R_2', 'P_4', 'P_2', 'P_7']",3,0.3423,0.6357
27,Bin 28,34.933943286506256,"['R_77', 'R_61', 'R_67', 'P_5', 'R_41', 'P_7', 'P_4', 'P_1', 'R_2', 'P_2']",3,0.4778,0.7224
28,Bin 29,34.91964106965874,"['R_77', 'P_4', 'P_7', 'P_6', 'R_56', 'P_2', 'R_69', 'R_2']",3,0.2851,0.6657
29,Bin 30,34.80962471240008,"['P_1', 'P_4', 'R_2', 'R_67', 'R_43', 'P_2']",2,0.3455,0.6573
30,Bin 31,34.78571759849483,"['R_43', 'P_4', 'R_48', 'P_5', 'P_2', 'P_7', 'R_77']",2,0.4279,0.7093
31,Bin 32,34.78406306478436,"['P_7', 'R_28', 'R_61', 'R_77', 'P_5', 'R_50', 'R_2', 'P_1', 'R_8', 'R_69']",3,0.5657,0.6181
32,Bin 33,34.69039056151367,"['P_1', 'R_77', 'R_2', 'P_4', 'R_61', 'R_28', 'P_7', 'P_2']",3,0.2869,0.6711
33,Bin 34,34.58256149682235,"['R_8', 'R_2', 'P_4', 'R_56', 'P_5', 'P_2', 'R_75']",2,0.4811,0.6489
34,Bin 35,34.473370862187146,"['P_7', 'R_2', 'P_4', 'R_69', 'P_1']",2,0.2062,0.6374
35,Bin 36,34.470214316111004,"['R_2', 'P_4', 'R_50', 'R_87', 'R_60', 'P_2', 'P_5']",1,0.7875,0.5983
36,Bin 37,34.35697370721091,"['P_4', 'R_8', 'R_7', 'P_5', 'R_2']",2,0.2526,0.604
37,Bin 38,34.06526171117968,"['P_1', 'R_2', 'P_7', 'P_4', 'R_77', 'R_74', 'P_6', 'R_69', 'R_61']",3,0.4121,0.6793
38,Bin 39,34.06244334196339,"['R_77', 'P_5', 'R_61', 'P_4', 'P_7', 'P_6', 'P_2']",2,0.3746,0.756
39,Bin 40,34.05185554431636,"['P_4', 'R_43', 'R_77', 'P_5', 'R_2', 'P_7']",2,0.3385,0.6565
40,Bin 45,22.229946660820435,"['P_7', 'P_5', 'R_77', 'R_8', 'R_2', 'R_17', 'P_4']",2,0.4874,0.6506
41,Bin 42,20.876945002115885,"['P_6', 'R_77', 'R_69', 'P_4', 'P_2']",2,0.2036,0.6422
42,Bin 49,15.617015793044498,"['P_4', 'R_2', 'R_60']",1,0.3195,0.5739
43,Bin 47,15.523480464660478,"['P_2', 'P_4', 'R_82', 'R_8', 'R_2']",2,0.2558,0.6084
44,Bin 50,14.7563929552331,"['R_69', 'P_1', 'R_27', 'R_77', 'R_50', 'R_87', 'P_2']",2,0.5606,0.5976
45,Bin 48,13.575470648520476,"['P_1', 'R_43', 'P_5', 'P_2']",1,0.3413,0.7103
46,Bin 46,12.560520902463672,"['P_2', 'R_77', 'R_50']",1,0.3194,0.5752
47,Bin 44,6.331806178235681,"['R_77', 'P_8', 'R_50']",1,0.3179,0.5673
48,Bin 41,5.825904706442132,"['R_20', 'P_5', 'P_1', 'R_2', 'R_56', 'P_4', 'R_74', 'R_43', 'R_8', 'P_7', 'R_85', 'R_70']",3,0.727,0.6144
49,Bin 43,3.747833984960215,"['R_76', 'R_77', 'R_7', 'R_48', 'R_22']",2,0.3961,0.5023
