,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,48.71395601294745,"['P_1', 'R_77', 'R_61', 'R_2', 'P_7', 'R_56', 'P_4', 'P_5']",3,0.2856,0.668
1,Bin 2,42.70151750898877,"['R_69', 'P_1', 'R_75', 'P_4', 'R_2', 'R_77', 'P_5']",3,0.2123,0.6159
2,Bin 3,41.11260348906107,"['P_1', 'R_43', 'R_77', 'P_4', 'R_2', 'R_61']",2,0.4086,0.6064
3,Bin 4,40.66104673259511,"['R_77', 'R_61', 'R_87', 'P_5', 'R_7', 'P_7', 'P_2', 'R_2', 'P_4']",3,0.4079,0.6785
4,Bin 5,40.078093815419415,"['R_69', 'P_1', 'R_75', 'P_4', 'R_43', 'R_77', 'R_2', 'P_5']",3,0.3311,0.6323
5,Bin 6,39.95933495440133,"['P_4', 'P_7', 'P_5', 'R_8', 'P_2', 'R_2']",2,0.2865,0.6927
6,Bin 7,39.839041747962035,"['P_1', 'R_2', 'P_4', 'R_43', 'P_2', 'R_77']",2,0.3408,0.6604
7,Bin 8,39.66088612294166,"['R_69', 'P_1', 'P_4', 'R_77', 'R_2']",2,0.2545,0.6079
8,Bin 9,38.072990043536315,"['R_8', 'P_7', 'R_43', 'P_2', 'R_2', 'P_4', 'P_5']",2,0.4201,0.7047
9,Bin 10,37.953943255395735,"['R_8', 'R_43', 'R_2', 'P_4', 'P_2', 'R_77', 'P_5', 'R_50']",2,0.6135,0.6233
10,Bin 11,37.64993841578298,"['P_1', 'R_77', 'R_61', 'R_2', 'P_4', 'R_43', 'P_2']",3,0.2095,0.6205
11,Bin 12,37.55316332664115,"['P_1', 'R_77', 'P_4', 'R_61', 'R_2', 'P_7']",2,0.3449,0.6605
12,Bin 13,37.316442045137975,"['R_8', 'P_4', 'P_2', 'R_28', 'R_51', 'R_73', 'R_7', 'P_7', 'R_2']",3,0.4572,0.6328
13,Bin 14,37.27330866634807,"['R_77', 'P_5', 'P_1', 'R_21', 'R_2', 'P_4', 'R_43', 'P_2']",3,0.2818,0.666
14,Bin 15,36.62922447104391,"['R_9', 'R_2', 'P_4', 'P_3', 'P_1', 'R_8', 'R_69', 'R_43']",3,0.3311,0.6349
