,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,1809.6541118882694,"['P_7', 'P_3', 'P_2', 'P_4', 'P_6', 'P_10', 'P_5', 'P_1', 'P_9']",2,0.5,1.0
1,Bin 2,1487.3577757475819,"['P_5', 'P_7', 'P_3', 'P_1', 'P_2', 'P_4', 'P_6', 'P_10']",2,0.4351,0.9351
2,Bin 3,1479.6091358907147,"['P_2', 'P_10', 'P_9', 'P_5', 'P_7', 'P_4', 'P_6', 'P_1']",2,0.435,0.935
3,Bin 4,1476.539411314686,"['P_5', 'P_4', 'P_2', 'P_7', 'P_10', 'P_1', 'P_6', 'P_8']",2,0.4317,0.9317
4,Bin 5,1453.303441063575,"['P_7', 'P_3', 'P_2', 'P_4', 'P_6', 'R_87', 'P_5', 'P_1', 'R_30', 'P_9', 'P_10', 'P_8']",3,0.5325,0.9675
5,Bin 6,1444.8798687615708,"['P_4', 'P_5', 'P_3', 'P_8', 'P_6', 'P_9', 'P_7', 'P_2']",2,0.4338,0.9338
6,Bin 7,1421.3825343837946,"['P_6', 'P_7', 'P_5', 'P_9', 'P_3', 'P_10', 'P_8', 'P_4']",2,0.4309,0.9309
7,Bin 8,1363.8972252448254,"['P_4', 'P_9', 'P_5', 'P_8', 'P_7', 'P_3', 'P_10', 'P_1']",2,0.4321,0.9321
8,Bin 9,1348.392037684863,"['P_4', 'R_67', 'P_10', 'P_6', 'P_1', 'P_2', 'P_3', 'P_8', 'P_7', 'P_5']",3,0.3892,0.8892
9,Bin 10,1332.481656605284,"['P_9', 'P_4', 'P_10', 'P_6', 'P_1', 'R_56', 'P_2', 'P_5', 'P_3', 'P_7']",2,0.5577,0.9423
10,Bin 11,1286.7471881923632,"['P_4', 'P_3', 'P_6', 'P_9', 'P_7', 'P_5', 'P_10', 'R_37', 'P_1', 'P_2']",3,0.3857,0.8857
11,Bin 12,1266.4231500869862,"['R_6', 'P_7', 'P_3', 'R_67', 'P_1', 'P_6', 'P_10', 'P_2', 'P_4', 'P_8', 'P_5']",3,0.4675,0.9143
12,Bin 13,1261.91712891572,"['P_2', 'R_47', 'P_3', 'P_6', 'P_10', 'P_1', 'P_5', 'P_4', 'P_8', 'P_9']",3,0.3874,0.8874
13,Bin 14,1260.7896122460702,"['P_5', 'P_1', 'P_3', 'P_4', 'P_10', 'P_8', 'P_7', 'P_9', 'R_74', 'P_2']",2,0.5573,0.9427
14,Bin 15,1250.2214026753268,"['P_4', 'P_7', 'P_1', 'P_6', 'P_8', 'P_2', 'P_5', 'P_10', 'R_58', 'P_3']",3,0.3854,0.8854
15,Bin 16,1240.9495709316088,"['P_3', 'P_2', 'P_7', 'R_45', 'P_1', 'P_5', 'P_9', 'P_4', 'P_8', 'R_28', 'P_6']",3,0.4693,0.9145
16,Bin 17,1225.5198179606352,"['P_9', 'P_5', 'P_8', 'P_7', 'P_3', 'P_10', 'R_60', 'P_1', 'R_36', 'P_6', 'P_4']",3,0.4631,0.9115
17,Bin 18,1218.4551910753667,"['P_9', 'R_56', 'P_10', 'P_4', 'P_2', 'P_5', 'P_8', 'P_1', 'P_3', 'P_7', 'R_83']",3,0.4621,0.9149
18,Bin 19,1217.7883626572109,"['P_5', 'P_1', 'P_6', 'P_3', 'P_7', 'P_4', 'R_84', 'P_10', 'R_30', 'P_2', 'P_8']",3,0.4603,0.9135
19,Bin 20,1217.6652656431054,"['P_4', 'R_14', 'P_2', 'P_9', 'P_5', 'P_8', 'P_7', 'R_82', 'P_10', 'P_3', 'P_1']",3,0.468,0.9168
20,Bin 21,1215.9950167400846,"['P_4', 'P_5', 'P_10', 'P_6', 'P_1', 'R_8', 'P_2', 'P_3', 'P_7']",2,0.5045,0.9155
21,Bin 22,1210.1338651927917,"['P_3', 'P_2', 'P_5', 'P_7', 'R_38', 'P_9', 'P_4', 'P_6', 'P_1']",2,0.5113,0.9183
22,Bin 23,1208.0269864421637,"['P_2', 'P_6', 'P_10', 'P_1', 'P_5', 'R_9', 'P_4', 'P_9', 'P_7']",2,0.5081,0.9177
23,Bin 24,1203.3572572260812,"['P_3', 'P_2', 'R_36', 'P_5', 'P_7', 'R_40', 'P_9', 'P_6', 'P_10', 'P_4', 'P_1']",3,0.4666,0.9134
24,Bin 25,1198.0529594252134,"['P_1', 'P_10', 'P_3', 'P_2', 'R_50', 'P_7', 'P_6', 'P_9', 'P_4']",2,0.5103,0.9187
25,Bin 26,1197.6215155869468,"['P_6', 'P_7', 'P_10', 'P_2', 'P_8', 'R_70', 'P_5', 'P_4', 'P_3']",2,0.5058,0.9164
26,Bin 27,1187.062223343817,"['P_6', 'P_7', 'P_5', 'R_11', 'P_9', 'P_3', 'P_10', 'P_8', 'R_58', 'P_2', 'P_4']",3,0.4665,0.9115
27,Bin 28,1185.1609204930373,"['P_3', 'P_2', 'P_7', 'R_25', 'P_6', 'P_10', 'P_4', 'P_1', 'P_8']",2,0.5091,0.9189
28,Bin 29,1180.9334573676072,"['P_4', 'P_3', 'P_2', 'P_9', 'P_5', 'R_74', 'P_8', 'P_7', 'P_10']",2,0.507,0.9166
29,Bin 30,1177.8741724663182,"['P_2', 'P_7', 'P_4', 'P_5', 'P_10', 'R_58', 'P_3', 'P_1', 'P_8']",2,0.508,0.9134
30,Bin 31,1175.517022403644,"['P_3', 'P_2', 'P_7', 'P_9', 'R_65', 'P_6', 'P_10', 'P_1', 'R_64', 'P_5', 'P_4']",3,0.4644,0.9128
31,Bin 32,1174.9084818632343,"['P_6', 'P_9', 'P_10', 'P_4', 'P_2', 'P_5', 'P_8', 'R_82', 'P_3', 'R_31', 'P_1']",3,0.4642,0.9128
32,Bin 33,1173.6041360627098,"['R_70', 'P_5', 'P_4', 'P_3', 'P_2', 'P_7', 'P_10', 'P_1', 'P_8']",2,0.5079,0.9171
33,Bin 34,1168.3820950410875,"['P_7', 'P_5', 'P_9', 'P_10', 'P_4', 'P_3', 'R_74', 'P_2', 'P_1']",2,0.5048,0.9168
34,Bin 35,1159.4748271298683,"['R_58', 'P_10', 'P_6', 'P_2', 'P_5', 'P_7', 'P_3', 'P_4', 'P_9']",2,0.5066,0.9148
35,Bin 36,1159.40050142444,"['P_7', 'P_3', 'P_1', 'P_4', 'P_8', 'P_5', 'P_6', 'R_50', 'P_10']",2,0.5092,0.915
36,Bin 37,1157.6021297980635,"['P_6', 'P_7', 'P_5', 'P_10', 'P_8', 'R_37', 'P_4', 'P_1', 'P_2']",2,0.5091,0.9189
37,Bin 38,1131.610308960604,"['P_1', 'P_4', 'P_6', 'P_7', 'P_9', 'P_3', 'P_10']",1,0.5576,0.9088
38,Bin 39,1131.4689356797799,"['P_2', 'P_7', 'P_4', 'P_5', 'P_10', 'P_6', 'P_3']",1,0.5618,0.9068
39,Bin 40,1128.2016890723576,"['P_2', 'P_3', 'P_4', 'P_8', 'P_5', 'P_10', 'P_7']",1,0.5635,0.9061
40,Bin 41,750.6962588544196,"['P_1', 'R_14', 'P_3', 'P_10', 'P_7', 'P_9', 'P_2']",2,0.352,0.8044
41,Bin 47,665.0015865094571,"['P_5', 'P_8', 'P_10', 'P_1', 'P_9', 'P_7', 'R_60']",2,0.3399,0.7925
42,Bin 50,596.8142985303974,"['R_7', 'P_4', 'P_8', 'P_3', 'P_10', 'P_5', 'R_53', 'P_1']",2,0.4612,0.814
43,Bin 48,562.2628232587442,"['P_9', 'P_7', 'P_3', 'P_1', 'P_5', 'P_8', 'R_34', 'R_36']",2,0.4581,0.8077
44,Bin 42,499.30514130887417,"['P_5', 'R_68', 'R_74', 'P_1', 'P_10', 'P_6', 'P_4']",2,0.3764,0.7552
45,Bin 49,473.8839209943268,"['P_1', 'P_8', 'P_2']",0,0.5566,0.7788
46,Bin 46,450.80077130192865,"['R_60', 'P_6', 'R_58', 'P_2', 'P_8', 'P_5', 'P_3']",2,0.3798,0.7548
47,Bin 45,351.8878406156068,"['P_5', 'P_3', 'R_10', 'P_8', 'P_10', 'R_70']",2,0.2824,0.6994
48,Bin 44,276.2713243278966,['P_4'],0,0.2578,0.6548
49,Bin 43,252.6628724114208,"['R_21', 'P_2', 'P_7', 'R_74', 'P_4']",2,0.2007,0.6367
