,Bin #,Score,Bins
0,Bin 1,1099.6589584667918,"['P_5', 'P_4', 'P_7', 'P_1']"
1,Bin 2,966.9293285818295,"['P_5', 'P_4', 'P_6']"
2,Bin 3,966.9293285818295,"['P_4', 'P_6', 'P_5']"
3,Bin 4,960.7189547985575,"['P_4', 'P_2', 'P_6']"
4,Bin 5,952.9280253100302,"['P_1', 'P_2', 'P_4']"
5,Bin 6,948.2328295093232,"['P_1', 'P_4', 'P_6']"
6,Bin 7,945.5520764990574,"['P_5', 'P_1', 'P_4']"
7,Bin 8,945.5520764990574,"['P_5', 'P_4', 'P_1']"
8,Bin 9,939.6064181147657,"['P_3', 'P_8', 'P_2']"
9,Bin 10,939.4621473859485,"['P_4', 'P_6', 'P_10']"
10,Bin 11,936.6606158269665,"['P_7', 'P_6', 'P_1']"
11,Bin 12,936.0179775503666,"['P_1', 'P_4', 'P_7']"
12,Bin 13,933.0612522859659,"['P_1', 'P_7', 'P_5']"
13,Bin 14,930.3777133605016,"['P_7', 'P_4', 'P_6']"
14,Bin 15,926.5506628195577,"['P_7', 'P_2', 'P_5']"
15,Bin 16,918.2320041144962,"['P_1', 'P_6', 'P_10']"
16,Bin 17,917.3659829720473,"['P_4', 'P_7', 'P_2']"
17,Bin 18,917.3659829720473,"['P_4', 'P_2', 'P_7']"
18,Bin 19,914.0585683410046,"['P_2', 'P_5', 'P_9']"
19,Bin 20,913.5527097501081,"['P_1', 'P_2', 'P_5']"
20,Bin 21,900.9082304791958,"['P_5', 'P_4', 'P_7']"
21,Bin 22,897.5635798516422,"['P_7', 'P_2', 'P_6']"
22,Bin 23,893.3790348019932,"['P_1', 'P_3', 'P_2']"
23,Bin 24,889.1786411237391,"['P_5', 'P_7', 'P_6']"
24,Bin 25,884.0858006589334,"['P_4', 'P_6', 'P_3']"
25,Bin 26,881.1785964676227,"['P_5', 'P_6', 'P_2']"
26,Bin 27,871.2917728445863,"['P_2', 'P_5', 'P_10']"
27,Bin 28,869.178087763087,"['P_1', 'P_4', 'P_3']"
28,Bin 29,867.3304972157177,"['P_7', 'P_3', 'P_2']"
29,Bin 30,866.5649064420566,"['P_8', 'P_7', 'P_5']"
30,Bin 31,844.703837619125,"['P_2', 'P_9', 'P_6']"
31,Bin 32,844.703837619125,"['P_2', 'P_6', 'P_9']"
32,Bin 33,770.911893319684,"['P_4', 'P_2']"
33,Bin 34,729.5801241190298,"['P_6', 'P_4']"
34,Bin 35,729.5801241190298,"['P_4', 'P_6']"
35,Bin 42,726.2717878136369,"['P_1', 'P_4']"
36,Bin 36,711.3931828209318,"['P_4', 'P_5']"
37,Bin 37,710.5068729606776,"['P_2', 'P_8']"
38,Bin 38,710.5068729606776,"['P_8', 'P_2']"
39,Bin 39,701.6129072219907,"['P_4', 'P_8']"
40,Bin 40,701.4395521152726,"['P_4', 'P_9']"
41,Bin 44,396.70992067188325,['P_2']
42,Bin 50,171.7312519235955,"['R_33', 'P_9', 'P_2']"
43,Bin 49,136.66491179343657,"['P_4', 'P_6', 'R_17']"
44,Bin 41,65.98140315451829,"['P_5', 'P_1', 'R_39', 'R_21']"
45,Bin 45,62.9711117796292,"['P_2', 'R_12']"
46,Bin 43,1.0831957610822867,['R_38']
47,Bin 46,0.0,['P_6']
48,Bin 47,0.0,"['P_6', 'R_13', 'R_31', 'R_25']"
49,Bin 48,0.0,"['P_8', 'P_5', 'R_20', 'R_19', 'P_1']"
