,precision,recall,f1-score,support
0,0.9358038555118847,1.0,0.9668374746205163,5000.0
1,1.0,0.9314,0.9644817231024128,5000.0
accuracy,0.9657,0.9657,0.9657,0.9657
macro avg,0.9679019277559424,0.9657,0.9656595988614645,10000.0
weighted avg,0.9679019277559422,0.9657,0.9656595988614645,10000.0
