,0
,Bin 1
Bin #,"['P_5', 'P_4', 'P_7', 'P_1']"
Top Bin of Features:,1099.6589584667918
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5345
Number of Instances with Mismatch(es) in Bin:,4655
p-value from Log Rank Test:,3.9174926708783746e-241
