,0
,Bin 1
Bin #,"['P_4', 'P_6', 'P_9', 'P_1']"
Top Bin of Features:,1643.8471797224859
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5343
Number of Instances with Mismatch(es) in Bin:,4657
p-value from Log Rank Test:,0.0
