,precision,recall,f1-score,support
0,0.9317927692881103,1.0,0.9646922631680493,5000.0
1,1.0,0.9268,0.9620095495121445,5000.0
accuracy,0.9634,0.9634,0.9634,0.9634
macro avg,0.9658963846440551,0.9634,0.9633509063400969,10000.0
weighted avg,0.965896384644055,0.9634,0.9633509063400968,10000.0
