,precision,recall,f1-score,support
0,0.9312721177127957,1.0,0.9644131545954286,5000.0
1,1.0,0.9262,0.9616862215761602,5000.0
accuracy,0.9631,0.9631,0.9631,0.9631
macro avg,0.9656360588563979,0.9631000000000001,0.9630496880857944,10000.0
weighted avg,0.9656360588563979,0.9631,0.9630496880857944,10000.0
