,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,439.5990424117779,"['P_5', 'P_10', 'P_4', 'P_1']",0,0.6392,0.7912
1,Bin 2,433.0564278314497,"['P_10', 'P_4', 'P_5', 'P_7']",0,0.641,0.7874
2,Bin 3,427.2228980788049,"['P_6', 'P_5', 'P_1', 'P_4']",0,0.6436,0.7914
3,Bin 4,427.15388150788493,"['P_1', 'P_4', 'P_9', 'P_2']",0,0.6477,0.7897
4,Bin 5,425.752842321404,"['P_4', 'P_3', 'P_5', 'P_1']",0,0.641,0.791
5,Bin 6,425.09705800667183,"['P_5', 'P_10', 'P_4', 'P_7', 'P_1']",0,0.6992,0.7788
6,Bin 7,424.40278594166267,"['P_2', 'P_4', 'P_3', 'P_5']",0,0.6405,0.7899
7,Bin 8,423.68921449581563,"['P_4', 'P_1', 'P_5', 'P_2']",0,0.6433,0.7907
8,Bin 9,423.06667872552293,"['P_5', 'P_1', 'P_4', 'P_7']",0,0.6422,0.7888
9,Bin 10,422.65296724254756,"['P_10', 'P_4', 'P_5', 'P_2']",0,0.6391,0.7877
10,Bin 11,419.5162770568793,"['P_4', 'P_1', 'P_5']",0,0.559,0.785
11,Bin 12,419.4354659215592,"['P_5', 'P_7', 'P_10', 'P_1']",0,0.6376,0.7884
12,Bin 13,417.6245893320179,"['P_4', 'P_2', 'P_3', 'P_10']",0,0.6399,0.7853
13,Bin 14,416.76212245445527,"['P_1', 'P_4', 'P_2', 'P_3']",0,0.6415,0.7877
14,Bin 15,416.39641755311186,"['P_4', 'P_5', 'P_2']",0,0.5565,0.7801
15,Bin 16,415.78978368068584,"['P_4', 'P_1', 'P_10', 'P_7']",0,0.6438,0.7894
16,Bin 17,414.34455271396826,"['P_4', 'P_9', 'P_5', 'P_2']",0,0.6422,0.7874
17,Bin 18,414.12018227322386,"['P_5', 'P_10', 'P_4']",0,0.5506,0.7772
18,Bin 19,414.0774195397144,"['P_10', 'P_5', 'P_4', 'P_8']",0,0.6441,0.7831
19,Bin 20,413.79211296288275,"['P_4', 'P_1', 'P_3', 'P_8']",0,0.6495,0.7885
20,Bin 21,411.3883856322885,"['P_4', 'P_8', 'P_1', 'P_5']",0,0.648,0.7866
21,Bin 22,410.71553610449524,"['P_1', 'P_10', 'P_4', 'P_2']",0,0.642,0.79
22,Bin 23,410.09615977717493,"['P_5', 'P_4', 'P_6', 'P_10']",0,0.6405,0.7869
23,Bin 24,409.84005836669195,"['P_3', 'P_5', 'P_7', 'P_1']",0,0.6352,0.7848
24,Bin 25,409.6739398434059,"['P_2', 'P_4', 'P_8', 'P_1']",0,0.6473,0.7839
25,Bin 26,409.6601234497185,"['P_4', 'P_5', 'P_10', 'P_3']",0,0.6361,0.7851
26,Bin 27,409.61808121882757,"['P_1', 'P_2', 'P_4']",0,0.5597,0.7811
27,Bin 28,408.83429142541115,"['P_2', 'P_7', 'P_5', 'P_3']",0,0.6401,0.7883
28,Bin 29,407.62188410761377,"['P_1', 'P_5', 'P_3', 'P_4', 'P_10']",0,0.6964,0.7776
29,Bin 30,407.34383370308353,"['P_1', 'P_2', 'P_3', 'P_10']",0,0.6386,0.7932
30,Bin 31,407.17851099478486,"['P_4', 'P_1', 'P_5', 'P_8', 'P_3']",0,0.705,0.7762
31,Bin 32,406.94693588813453,"['P_4', 'P_5', 'P_8', 'P_3']",0,0.6443,0.7847
32,Bin 33,406.11141197053007,"['P_1', 'P_2', 'P_3', 'P_5']",0,0.6364,0.7908
33,Bin 34,406.0718006476327,"['P_1', 'P_2', 'P_3', 'P_8']",0,0.6399,0.7883
34,Bin 35,405.5562382303276,"['P_4', 'P_7', 'P_1', 'P_5', 'P_3']",0,0.6987,0.7759
35,Bin 36,405.20664374378225,"['P_10', 'P_1', 'P_4', 'P_3']",0,0.6391,0.7873
36,Bin 37,405.1559150951822,"['P_1', 'P_3', 'P_10', 'P_4', 'P_8']",0,0.7043,0.7745
37,Bin 38,404.84261945946275,"['P_1', 'P_7', 'P_3', 'P_8']",0,0.642,0.784
38,Bin 39,403.9592861072039,"['P_5', 'P_4', 'P_2', 'P_8']",0,0.6465,0.7843
39,Bin 40,402.67205362633814,"['P_3', 'P_10', 'P_5', 'P_2']",0,0.6378,0.7886
40,Bin 45,389.737027908043,"['P_10', 'P_4', 'P_7', 'P_8']",0,0.6505,0.7839
41,Bin 48,324.72653794200573,"['P_4', 'P_10']",0,0.4291,0.7369
42,Bin 46,297.30209982409735,"['P_1', 'P_2']",0,0.4307,0.7443
43,Bin 49,213.51717676392687,['P_4'],0,0.2578,0.6548
44,Bin 50,145.25989421337428,"['P_1', 'P_10', 'R_17', 'P_3']",0,0.7514,0.6556
45,Bin 41,116.276940391363,"['R_59', 'P_4', 'P_2']",0,0.6787,0.6395
46,Bin 44,84.9083205247766,"['R_14', 'P_9', 'P_3']",0,0.6836,0.632
47,Bin 42,0.0,"['P_1', 'P_6', 'P_3', 'R_20', 'P_5']",0,0.801,0.6616
48,Bin 43,0.0,"['R_33', 'P_10', 'P_9', 'R_15', 'R_38', 'P_4']",0,0.9253,0.5465
49,Bin 47,0.0,"['R_41', 'P_5', 'R_85', 'P_4', 'P_1']",0,0.8621,0.5843
