,Bin #,Score,Bins,Threshold,High Risk Ratio,Accuracy
0,Bin 1,322.4995745579597,"['P_4', 'P_1', 'P_10', 'P_5']",0,0.6392,0.7912
1,Bin 2,316.9457438365864,"['P_2', 'P_4', 'P_5', 'P_1']",0,0.6433,0.7907
2,Bin 3,315.10333600866494,"['P_4', 'P_5', 'P_2', 'P_3']",0,0.6405,0.7899
3,Bin 4,313.3930539977492,"['P_5', 'P_2', 'P_4', 'P_10']",0,0.6391,0.7877
4,Bin 5,312.706734867844,"['P_4', 'P_1', 'P_2', 'P_3']",0,0.6415,0.7877
5,Bin 6,312.41100783044294,"['P_10', 'P_4', 'P_5', 'P_7']",0,0.641,0.7874
6,Bin 7,311.8945418558435,"['P_2', 'P_4', 'P_9', 'P_1']",0,0.6477,0.7897
7,Bin 8,311.5546135654247,"['P_3', 'P_4', 'P_1', 'P_5']",0,0.641,0.791
8,Bin 9,311.0581314171528,"['P_5', 'P_1', 'P_7', 'P_4', 'P_10']",0,0.6992,0.7788
9,Bin 10,310.8206186504805,"['P_8', 'P_1', 'P_3', 'P_4']",0,0.6495,0.7885
10,Bin 11,308.57284366804873,"['P_4', 'P_5', 'P_2']",0,0.5565,0.7801
11,Bin 12,305.94818270678996,"['P_5', 'P_1', 'P_7', 'P_4']",0,0.6422,0.7888
12,Bin 13,304.9281953533943,"['P_2', 'P_4', 'P_9', 'P_5']",0,0.6422,0.7874
13,Bin 14,304.8021235936221,"['P_4', 'P_5', 'P_1', 'P_3', 'P_10']",0,0.6964,0.7776
14,Bin 15,304.6941299014172,"['P_3', 'P_4', 'P_1', 'P_8', 'P_10']",0,0.7043,0.7745
15,Bin 16,304.1744847357735,"['P_2', 'P_3', 'P_4', 'P_1', 'P_5']",0,0.6992,0.7792
16,Bin 17,303.83883311655376,"['P_5', 'P_1', 'P_4', 'P_6']",0,0.6436,0.7914
17,Bin 18,303.65566253782714,"['P_4', 'P_1', 'P_5']",0,0.559,0.785
18,Bin 19,303.6268224481279,"['P_4', 'P_1', 'P_8', 'P_5']",0,0.648,0.7866
19,Bin 20,303.47087105400544,"['P_2', 'P_3', 'P_4', 'P_10']",0,0.6399,0.7853
20,Bin 21,302.9507290367304,"['P_4', 'P_8', 'P_5', 'P_1', 'P_3']",0,0.705,0.7762
21,Bin 22,302.20737681896503,"['P_7', 'P_5', 'P_2', 'P_3']",0,0.6401,0.7883
22,Bin 23,301.979799057113,"['P_1', 'P_5', 'P_2', 'P_3']",0,0.6364,0.7908
23,Bin 24,301.78693868806545,"['P_4', 'P_1', 'P_10', 'P_3']",0,0.6391,0.7873
24,Bin 25,301.41410013981056,"['P_6', 'P_2', 'P_4', 'P_5']",0,0.6415,0.7867
25,Bin 26,300.6352626521492,"['P_8', 'P_5', 'P_10', 'P_4']",0,0.6441,0.7831
26,Bin 27,300.4488109145755,"['P_4', 'P_1', 'P_5', 'P_9']",0,0.6446,0.7904
27,Bin 28,299.84981772420986,"['P_4', 'P_10', 'P_3', 'P_2', 'P_1']",0,0.6986,0.7766
28,Bin 29,299.6564390434314,"['P_2', 'P_4', 'P_1']",0,0.5597,0.7811
29,Bin 30,299.3233242920039,"['P_2', 'P_9', 'P_1', 'P_5']",0,0.6419,0.7893
30,Bin 31,298.9940796611624,"['P_2', 'P_4', 'P_9', 'P_1', 'P_5']",0,0.7026,0.7776
31,Bin 32,298.95410282434347,"['P_4', 'P_7', 'P_1', 'P_10']",0,0.6438,0.7894
32,Bin 33,298.8893411976753,"['P_4', 'P_7', 'P_1', 'P_5', 'P_3']",0,0.6987,0.7759
33,Bin 34,298.4424308490328,"['P_10', 'P_5', 'P_1', 'P_7']",0,0.6376,0.7884
34,Bin 35,298.2256683882374,"['P_2', 'P_1', 'P_10', 'P_3']",0,0.6386,0.7932
35,Bin 36,297.46297938224455,"['P_4', 'P_2', 'P_1', 'P_8']",0,0.6473,0.7839
36,Bin 37,297.2027428540296,"['P_10', 'P_2', 'P_4', 'P_1', 'P_5']",0,0.6981,0.7789
37,Bin 38,297.14527915152127,"['P_2', 'P_1', 'P_4', 'P_10']",0,0.642,0.79
38,Bin 39,296.96470543983406,"['P_3', 'P_4', 'P_10', 'P_2', 'P_5']",0,0.6974,0.777
39,Bin 40,296.6652224502255,"['P_10', 'P_4', 'P_5', 'P_9', 'P_1']",0,0.7,0.7776
40,Bin 45,268.5836630005258,"['P_4', 'P_5', 'P_7', 'P_6']",0,0.6434,0.7866
41,Bin 44,208.94288675475013,"['P_8', 'P_4']",0,0.4419,0.7385
42,Bin 49,198.22580119619323,"['P_3', 'P_5']",0,0.4201,0.7315
43,Bin 42,186.06002633603367,"['P_1', 'P_10']",0,0.4278,0.744
44,Bin 46,144.91873239521684,['P_2'],0,0.2511,0.6525
45,Bin 48,142.08590117120949,['P_4'],0,0.2578,0.6548
46,Bin 41,92.07492864263153,"['P_5', 'R_59', 'P_1', 'P_10']",0,0.7448,0.6604
47,Bin 43,45.41728113262511,"['R_21', 'P_5', 'P_1']",0,0.6873,0.6277
48,Bin 47,0.0,"['R_15', 'P_1', 'R_49', 'P_2', 'P_3']",0,0.863,0.5856
49,Bin 50,0.0,"['R_28', 'R_61', 'R_55', 'R_5']",0,0.9106,0.505
