,precision,recall,f1-score,support
0,0.9340556697179152,1.0,0.9659036028204385,5000.0
1,1.0,0.9294,0.963408313465326,5000.0
accuracy,0.9647,0.9647,0.9647,0.9647
macro avg,0.9670278348589576,0.9647,0.9646559581428822,10000.0
weighted avg,0.9670278348589576,0.9647,0.9646559581428823,10000.0
