,precision,recall,f1-score,support
0,0.9291953168556031,1.0,0.963298333493883,5000.0
1,1.0,0.9238,0.9603908930242229,5000.0
accuracy,0.9619,0.9619,0.9619,0.9619
macro avg,0.9645976584278015,0.9619,0.961844613259053,10000.0
weighted avg,0.9645976584278014,0.9619,0.9618446132590529,10000.0
