,0
,Bin 1
Bin #,"['P_10', 'P_2', 'P_3', 'P_4']"
Top Bin of Features:,3828.735560735142
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5374
Number of Instances with Mismatch(es) in Bin:,4626
p-value from Log Rank Test:,0.0
