,precision,recall,f1-score,support
0,0.9307520476545048,1.0,0.9641342074816814,5000.0
1,1.0,0.9256,0.9613626921479019,5000.0
accuracy,0.9628,0.9628,0.9628,0.9628
macro avg,0.9653760238272524,0.9628,0.9627484498147917,10000.0
weighted avg,0.9653760238272524,0.9628,0.9627484498147917,10000.0
