,0
,Bin 801
Bin #,"['P_4', 'P_9', 'P_10', 'P_8', 'P_7']"
Top Bin of Features:,8953.453534801216
Log-Rank ScoreNumber of Instances with No Mismatches in Bin:,5096
Number of Instances with Mismatch(es) in Bin:,4904
p-value from Log Rank Test:,0.0
