,precision,recall,f1-score,support
0,0.9780907668231612,1.0,0.9889240506329113,5000.0
1,1.0,0.9776,0.988673139158576,5000.0
accuracy,0.9888,0.9888,0.9888,0.9888
macro avg,0.9890453834115807,0.9888,0.9887985948957436,10000.0
weighted avg,0.9890453834115805,0.9888,0.9887985948957437,10000.0
